sample	ID	meancov	Completeness	Contamination	CheckMStatus	Size	#Contigs	Contig_N50	Longest_contig	16S_rRNA	23S_rRNA	5S_rRNA	tRNAKind	tRNAUniqueStrict	pass.GUNC	RNAPASS	MIMAG
MBS1225	MBS1225.bin.2.fa	27.51609624379678	100.0	51.32	LOW	8676341	311	48668	218037	0	0	1	bact	19.0	True	False	LOW
MBS1225	MBS1225.bin.3.fa	18.011122181866615	89.89	2.02	MEDIUM	3904180	191	29672	126742	0	0	2	bact	19.0	True	False	MEDIUM
MBS1225	MBS1225.bin.4.fa	45.29159099606861	6.65	0.01	LOW	287430	4	251284	251284	0	0	0	bact	1.0	False	False	LOW
MBS1226	MBS1226.bin.1.fa	11.136325819788484	63.4	1.23	MEDIUM	2835457	534	5758	18287	0	0	0	bact	13.0	False	False	MEDIUM
MBS1226	MBS1226.bin.2.fa	28.335944461463868	59.26	3.37	MEDIUM	2072795	82	42723	122798	0	0	0	bact	10.0	False	False	MEDIUM
MBS1226	MBS1226.bin.3.fa	17.859184733666712	87.18	0.58	MEDIUM	1863342	130	20109	75254	0	0	1	bact	12.0	True	False	MEDIUM
MBS1226	MBS1226.bin.4.fa	14.24603341321524	71.8	0.55	MEDIUM	2799132	329	10827	44945	0	0	0	arch	10.0	True	False	MEDIUM
MBS1226	MBS1226.bin.5.fa	18.87999333692405	96.01	99.34	LOW	15176174	1677	12221	73790	0	0	5	bact	20.0	True	False	LOW
MBS1227	MBS1227.bin.1.fa	13.40650788810401	74.96	7.86	MEDIUM	5499357	1000	6040	37127	0	0	2	arch	16.0	True	False	MEDIUM
MBS1227	MBS1227.bin.2.fa	8.405129068713824	26.53	0.37	LOW	1294543	331	3873	9513	0	0	0	bact	3.0	False	False	LOW
MBS1227	MBS1227.bin.3.fa	9.380613114586758	62.75	0.22	MEDIUM	1822139	375	5043	19238	0	0	0	bact	6.0	False	False	MEDIUM
MBS1227	MBS1227.bin.4.fa	43.836151729674185	99.41	0.1	HIGH	4362469	174	45295	145199	0	0	2	bact	19.0	True	False	NEARCOMPLETE
MBS1227	MBS1227.bin.5.fa	48.353436352530665	5.91	0.0	LOW	284866	13	30795	74245	0	0	0	bact	1.0	True	False	LOW
MBS1228	MBS1228.bin.1.fa	11.121606896949112	78.23	1.5	MEDIUM	1544567	280	6055	21095	0	0	1	bact	10.0	True	False	MEDIUM
MBS1228	MBS1228.bin.2.fa	7.595949904843502	23.05	0.1	LOW	954743	285	3166	8760	0	0	0	bact	5.0	True	False	LOW
MBS1228	MBS1228.bin.3.fa	13.082050274941084	9.62	0.08	LOW	432820	89	5177	15441	0	0	0	bact	0.0	False	False	LOW
MBS1228	MBS1228.bin.4.fa	8.045980532193914	18.79	0.23	LOW	649688	188	3325	10414	0	0	0	bact	1.0	False	False	LOW
MBS1228	MBS1228.bin.5.fa	14.548728708702306	82.79	0.01	MEDIUM	2101328	293	8780	34178	0	0	0	bact	8.0	True	False	MEDIUM
MBS1228	MBS1228.bin.6.fa	46.8704966951701	92.23	0.46	HIGH	3889005	115	56110	155411	0	0	0	bact	18.0	False	False	NEARCOMPLETE
MBS1229	MBS1229.bin.1.fa	13.861791550386346	16.06	1.44	LOW	1549775	261	6543	29871	0	0	0	bact	1.0	False	False	LOW
MBS1229	MBS1229.bin.2.fa	36.35339626160716	99.61	26.85	LOW	6422974	710	11770	62671	0	0	2	bact	18.0	True	False	LOW
MBS1229	MBS1229.bin.3.fa	48.80597711337316	59.99	0.23	MEDIUM	2689693	88	42236	120999	0	0	0	arch	19.0	True	False	MEDIUM
MBS1229	MBS1229.bin.4.fa	8.204911659747792	14.93	0.0	LOW	652081	157	4224	11137	0	0	0	bact	3.0	True	False	LOW
MBS1229	MBS1229.bin.5.fa	8.510509909343094	10.18	0.0	LOW	384637	85	4546	11581	0	0	0			True	False	LOW
MBS1230	MBS1230.bin.1.fa	11.456816583165285	67.73	18.37	LOW	4058815	1037	3828	14231	0	0	0	bact	15.0	True	False	LOW
MBS1230	MBS1230.bin.2.fa	16.19249552384408	51.58	1.46	MEDIUM	1849243	361	5603	23263	0	0	0	bact	5.0	True	False	MEDIUM
MBS1231	MBS1231.bin.1.fa	40.16779120461129	75.92	0.14	MEDIUM	2050620	56	75726	168627	0	0	0	bact	19.0	True	False	MEDIUM
MBS1231	MBS1231.bin.2.fa	37.92783572392549	14.59	0.0	LOW	398646	13	46795	77163	0	0	0	bact	5.0	True	False	LOW
MBS1231	MBS1231.bin.3.fa	31.38017025910069	19.25	0.0	LOW	404090	7	88404	158937	0	0	0	bact	1.0	True	False	LOW
MBS1231	MBS1231.bin.4.fa	26.34784962245223	82.88	0.42	MEDIUM	2693434	170	23247	58870	0	0	1	bact	16.0	True	False	MEDIUM
MBS1231	MBS1231.bin.5.fa	8.136937303559524	25.47	0.45	LOW	1154930	332	3362	8013	0	0	0	bact	6.0	True	False	LOW
MBS1232	MBS1232.bin.1.fa	8.228439294518177	49.29	0.83	LOW	1132616	273	4063	13607	0	0	1	bact	8.0	True	False	LOW
MBS1232	MBS1232.bin.2.fa	31.715274430844183	92.8	1.25	HIGH	3450505	114	51024	150781	0	0	4	bact	19.0	True	False	NEARCOMPLETE
MBS1232	MBS1232.bin.3.fa	6.613923541482921	12.4	0.1	LOW	683691	213	3059	7661	0	0	0	arch	2.0	False	False	LOW
MBS1232	MBS1232.bin.4.fa	8.442307483416853	44.8	0.41	LOW	1104736	273	4035	12857	0	0	0	bact	7.0	True	False	LOW
MBS1233	MBS1233.bin.1.fa	20.02909481548579	79.76	0.0	MEDIUM	1602966	45	59839	177727	0	0	1	bact	18.0	True	False	MEDIUM
MBS1233	MBS1233.bin.2.fa	10.661273028209555	5.65	0.01	LOW	277920	58	5198	12610	0	0	0	bact	1.0	False	False	LOW
MBS1233	MBS1233.bin.3.fa	16.1808252538029	86.91	5.35	MEDIUM	3832009	315	18288	74702	0	0	0	arch	17.0	True	False	MEDIUM
MBS1233	MBS1233.bin.4.fa	26.638500423293547	89.2	2.95	MEDIUM	3919266	271	20546	188519	0	0	0	bact	19.0	False	False	MEDIUM
MBS1233	MBS1233.bin.5.fa	16.019561361019065	14.58	0.01	LOW	311737	20	19168	38472	0	0	0	bact	3.0	True	False	LOW
MBS1233	MBS1233.bin.6.fa	15.455118489097492	75.81	5.31	MEDIUM	3017746	420	8763	34328	0	0	0	bact	13.0	True	False	MEDIUM
MBS1234	MBS1234.bin.1.fa	30.350101710477368	6.02	0.0	LOW	252678	17	42333	46429	0	0	0	bact	9.0	True	False	LOW
MBS1234	MBS1234.bin.10.fa	38.60897667921384	91.78	0.04	HIGH	2925759	75	58943	123826	0	0	1	bact	17.0	True	False	NEARCOMPLETE
MBS1234	MBS1234.bin.2.fa	8.066974534768214	30.61	0.28	LOW	605021	165	3647	11052	0	0	0	bact	8.0	True	False	LOW
MBS1234	MBS1234.bin.3.fa	13.96715113822744	80.66	0.78	MEDIUM	1787033	225	10558	32216	0	0	1	bact	11.0	True	False	MEDIUM
MBS1234	MBS1234.bin.4.fa	9.351758107223189	12.06	0.04	LOW	526845	125	4275	11396	0	0	0	bact	1.0	True	False	LOW
MBS1234	MBS1234.bin.5.fa	27.99698728905795	90.1	2.79	HIGH	3394949	103	52785	131250	0	0	1	bact	19.0	True	False	NEARCOMPLETE
MBS1234	MBS1234.bin.6.fa	9.73886273366294	83.92	49.14	LOW	7849929	1896	4129	27743	0	0	1	bact	16.0	True	False	LOW
MBS1234	MBS1234.bin.7.fa	62.2530675987209	5.33	0.01	LOW	201705	5	52132	92913	0	0	0	bact	0.0	True	False	LOW
MBS1234	MBS1234.bin.8.fa	16.30621764959958	33.68	0.27	LOW	1412270	240	6103	26270	0	0	0	bact	6.0	True	False	LOW
MBS1234	MBS1234.bin.9.fa	27.070130412194896	4.86	0.0	LOW	225209	3	117505	117505	0	0	0	bact	0.0	True	False	LOW
MBS1235	MBS1235.bin.1.fa	15.533361601237418	14.69	0.0	LOW	334891	24	15631	59162	0	0	0	bact	6.0	True	False	LOW
MBS1235	MBS1235.bin.2.fa	51.30990276553696	95.19	0.89	HIGH	3342642	170	33086	104594	0	0	2	bact	17.0	True	False	NEARCOMPLETE
MBS1235	MBS1235.bin.3.fa	21.02343474338508	82.73	0.0	MEDIUM	1572921	51	47636	104593	0	0	2	bact	16.0	True	False	MEDIUM
MBS1235	MBS1235.bin.4.fa	9.246891669007024	48.48	0.26	LOW	1036167	250	4157	11067	0	0	1	bact	3.0	True	False	LOW
MBS1235	MBS1235.bin.5.fa	9.672132423355126	39.96	1.36	LOW	1811765	444	4091	14315	0	0	0	bact	6.0	False	False	LOW
MBS1235	MBS1235.bin.6.fa	10.380730292685891	52.83	0.16	MEDIUM	1332589	288	4683	14777	0	0	0	bact	9.0	False	False	MEDIUM
MBS1235	MBS1235.bin.7.fa	9.371431038291316	29.25	0.0	LOW	891821	223	4038	9036	0	0	0	bact	5.0	True	False	LOW
MBS1235	MBS1235.bin.8.fa	8.19537222932003	14.71	0.04	LOW	345177	103	3343	6658	0	0	0	bact	4.0	True	False	LOW
MBS1235	MBS1235.bin.9.fa	7.645044224454086	27.88	0.1	LOW	625785	174	3556	7995	0	0	0	bact	2.0	False	False	LOW
MBS1236	MBS1236.bin.1.fa	17.7009103028683	99.79	0.14	HIGH	4758636	223	42647	130236	0	0	1	bact	19.0	True	False	NEARCOMPLETE
MBS1236	MBS1236.bin.2.fa	8.43670947817895	36.89	1.25	LOW	2152692	544	3967	18628	0	0	0	bact	6.0	True	False	LOW
MBS1236	MBS1236.bin.3.fa	11.096298855877643	91.65	1.29	HIGH	4231016	438	12104	63125	0	0	3	bact	18.0	True	False	NEARCOMPLETE
MBS1237	MBS1237.bin.1.fa	27.58395648178477	95.69	2.83	HIGH	3922955	195	27512	112419	0	0	1	bact	19.0	False	False	NEARCOMPLETE
MBS1237	MBS1237.bin.2.fa	16.450666302106608	100.0	0.19	HIGH	2040816	88	35381	117463	1	1	2	bact	20.0	True	True	HIGH
MBS1237	MBS1237.bin.3.fa	9.326968503634076	31.95	0.27	LOW	1299642	327	3938	13402	0	0	0	bact	5.0	True	False	LOW
MBS1237	MBS1237.bin.4.fa	40.29994435579248	100.0	0.05	HIGH	4212478	100	61440	203034	1	0	0	bact	19.0	True	False	NEARCOMPLETE
MBS1237	MBS1237.bin.5.fa	17.018181394528273	94.44	0.0	HIGH	1802502	136	20960	58908	1	1	1	bact	18.0	True	True	HIGH
MBS1237	MBS1237.bin.6.fa	14.402098948000695	83.78	1.77	MEDIUM	3326333	381	11642	50171	0	0	0	bact	18.0	False	False	MEDIUM
MBS1238	MBS1238.bin.1.fa	9.111645757296184	36.89	2.59	LOW	1478444	379	3774	17416	0	0	0	bact	5.0	False	False	LOW
MBS1238	MBS1238.bin.2.fa	7.002467313056446	5.97	0.0	LOW	201839	62	3285	7485	0	0	0	bact	1.0	False	False	LOW
MBS1238	MBS1238.bin.3.fa	27.13802084654374	92.57	2.39	HIGH	4533989	216	31392	150461	0	0	1	bact	19.0	True	False	NEARCOMPLETE
MBS1238	MBS1238.bin.4.fa	10.736397136779429	81.03	0.18	MEDIUM	1617619	290	6410	22324	0	0	0	bact	9.0	True	False	MEDIUM
MBS1238	MBS1238.bin.5.fa	7.210439208195413	8.68	0.0	LOW	305732	94	3225	5988	0	0	0	bact	2.0	False	False	LOW
MBS1238	MBS1238.bin.6.fa	13.461663085639504	7.38	0.01	LOW	317879	52	6555	15627	0	0	1	arch	2.0	False	False	LOW
MBS1238	MBS1238.bin.7.fa	15.92653319787589	80.0	3.42	MEDIUM	2792513	305	12596	46992	0	0	1	arch	11.0	True	False	MEDIUM
MBS1239	MBS1239.bin.1.fa	7.449850551700758	24.72	0.0	LOW	1029453	287	3537	11116	0	0	0	bact	1.0	False	False	LOW
MBS1239	MBS1239.bin.2.fa	10.735767441992126	81.21	0.64	MEDIUM	3532710	661	5700	28039	0	0	3	bact	11.0	True	False	MEDIUM
MBS1239	MBS1239.bin.3.fa	15.109937706459686	98.41	3.27	HIGH	4695832	428	15247	57989	0	0	0	bact	19.0	False	False	NEARCOMPLETE
MBS1239	MBS1239.bin.4.fa	13.640629129935014	92.18	0.51	HIGH	3090999	305	13222	59111	1	1	0	bact	17.0	False	False	NEARCOMPLETE
MBS1240	MBS1240.bin.1.fa	9.5452736928712	67.97	0.39	MEDIUM	1614072	320	5327	19055	0	0	1	bact	17.0	False	False	MEDIUM
MBS1240	MBS1240.bin.2.fa	12.799070663343825	5.13	0.05	LOW	201434	35	6231	19387	0	0	0	bact	0.0	True	False	LOW
MBS1240	MBS1240.bin.3.fa	9.206377985581518	34.38	2.34	LOW	556508	144	3757	11426	0	0	0	bact	4.0	False	False	LOW
MBS1240	MBS1240.bin.4.fa	14.803155881928976	97.95	0.5	HIGH	4654927	390	16540	111651	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MBS1240	MBS1240.bin.5.fa	8.553761218195454	85.88	35.87	LOW	5033675	1151	4454	27096	0	0	0	bact	15.0	True	False	LOW
MBS1241	MBS1241.bin.1.fa	10.731598737901624	73.69	8.35	MEDIUM	3418434	519	7747	36584	0	0	0	bact	12.0	True	False	MEDIUM
MBS1241	MBS1241.bin.2.fa	6.638496379910675	19.11	0.03	LOW	379963	109	3311	6081	0	0	0	bact	7.0	True	False	LOW
MBS1241	MBS1241.bin.3.fa	8.492281273806258	62.75	8.85	MEDIUM	3569177	850	4191	20536	0	0	1	bact	14.0	True	False	MEDIUM
MBS1241	MBS1241.bin.4.fa	18.97208139322072	93.49	0.06	HIGH	3786507	213	27095	89650	0	0	0	bact	17.0	False	False	NEARCOMPLETE
MBS1242	MBS1242.bin.1.fa	30.582626914090408	15.43	0.02	LOW	414296	8	210470	210470	0	0	1	bact	6.0	True	False	LOW
MBS1242	MBS1242.bin.2.fa	10.913804534007316	60.0	2.92	MEDIUM	3535592	755	4878	19832	0	0	1	bact	11.0	True	False	MEDIUM
MBS1242	MBS1242.bin.3.fa	60.78526949798698	91.08	0.64	HIGH	3069522	96	51079	160824	0	0	2	bact	18.0	False	False	NEARCOMPLETE
MBS1242	MBS1242.bin.4.fa	20.5424165220434	96.07	0.37	HIGH	4838433	175	46511	181257	0	0	0	bact	17.0	True	False	NEARCOMPLETE
MBS1242	MBS1242.bin.5.fa	9.272319467554077	32.26	1.17	LOW	1277125	314	4156	15058	0	0	0	bact	3.0	True	False	LOW
MBS1242	MBS1242.bin.6.fa	9.00444851942407	49.94	0.26	LOW	824544	176	4903	20709	0	0	0	bact	8.0	True	False	LOW
MBS1242	MBS1242.bin.7.fa	10.901567473572523	59.45	0.09	MEDIUM	1221456	259	4760	17836	0	0	0	bact	11.0	False	False	MEDIUM
MBS1242	MBS1242.bin.8.fa	22.780011781059507	75.82	0.03	MEDIUM	1495621	24	87769	362655	0	0	1	bact	19.0	True	False	MEDIUM
MBS1242	MBS1242.bin.9.fa	22.780011781059507	75.82	0.03	MEDIUM	1495621	24	87769	362655	0	0	1	bact	19.0	True	False	MEDIUM
MBS1243	MBS1243.bin.1.fa	31.659442694453784	91.77	9.73	MEDIUM	3714623	336	16680	64804	0	0	2	bact	17.0	True	False	MEDIUM
MBS1243	MBS1243.bin.2.fa	15.726579376584008	31.51	0.15	LOW	1058234	264	3927	12279	0	0	0	bact	5.0	False	False	LOW
MBS1243	MBS1243.bin.3.fa	14.769748071880365	19.1	0.19	LOW	622757	170	3546	8112	0	0	0	bact	3.0	True	False	LOW
MBS1243	MBS1243.bin.4.fa	12.411209964851496	74.02	0.88	MEDIUM	2433674	413	6529	27365	0	0	1	bact	15.0	True	False	MEDIUM
MBS1243	MBS1243.bin.5.fa	43.422987451781054	99.96	0.0	HIGH	2213860	61	52561	171789	0	1	3	bact	20.0	True	False	NEARCOMPLETE
MBS1244	MBS1244.bin.1.fa	9.564876822396045	42.02	1.08	LOW	1887762	489	3820	12403	0	0	0	bact	4.0	False	False	LOW
MBS1244	MBS1244.bin.2.fa	7.262911291830249	7.82	0.04	LOW	342336	103	3213	8166	0	0	0	bact	1.0	True	False	LOW
MBS1244	MBS1244.bin.3.fa	8.917636584754291	29.88	0.01	LOW	905317	240	3675	8692	0	0	0	bact	2.0	True	False	LOW
MBS1244	MBS1244.bin.4.fa	18.224897490210967	81.2	0.05	MEDIUM	2381236	315	8608	42740	0	0	0	bact	10.0	True	False	MEDIUM
MBS1244	MBS1244.bin.5.fa	21.89328257505631	100.0	72.67	LOW	8061214	558	23385	96392	0	0	1	bact	19.0	False	False	LOW
MBS1245	MBS1245.bin.1.fa	9.007383145664296	44.67	0.41	LOW	2070933	525	3963	17532	0	0	0	bact	10.0	False	False	LOW
MBS1245	MBS1245.bin.2.fa	9.317137899044218	49.07	3.16	LOW	1631962	376	4510	14508	0	0	0	bact	4.0	True	False	LOW
MBS1245	MBS1245.bin.3.fa	8.474859127332676	10.9	0.02	LOW	444018	122	3556	11093	0	0	0	bact	1.0	True	False	LOW
MBS1245	MBS1245.bin.4.fa	26.42286485921219	98.53	0.56	HIGH	3404272	112	47517	139706	0	1	1	bact	20.0	True	False	NEARCOMPLETE
MBS1245	MBS1245.bin.5.fa	8.72129942554105	40.38	0.55	LOW	994501	259	3816	10763	0	0	1			True	False	LOW
MBS1246	MBS1246.bin.1.fa	34.12484849787252	50.56	0.04	MEDIUM	1396020	45	44332	84724	0	0	1	bact	14.0	True	False	MEDIUM
MBS1246	MBS1246.bin.2.fa	25.571502560856302	8.3	0.03	LOW	364917	23	22842	50130	0	0	0	bact	3.0	True	False	LOW
MBS1246	MBS1246.bin.3.fa	47.87214024485122	51.36	0.06	MEDIUM	1683798	56	41900	138763	0	0	2	bact	15.0	True	False	MEDIUM
MBS1247	MBS1247.bin.1.fa	14.457320758386	71.73	2.91	MEDIUM	1285625	257	5398	16508	0	0	0	bact	12.0	True	False	MEDIUM
MBS1247	MBS1247.bin.10.fa	8.316023519945139	17.66	0.34	LOW	942009	262	3506	12495	0	0	0	bact	2.0	False	False	LOW
MBS1247	MBS1247.bin.2.fa	42.49078618472827	99.7	69.08	LOW	5292433	285	26432	106747	0	0	4	bact	18.0	True	False	LOW
MBS1247	MBS1247.bin.3.fa	13.307797572009578	70.85	0.77	MEDIUM	1829826	365	5459	20016	0	0	0	bact	8.0	True	False	MEDIUM
MBS1247	MBS1247.bin.4.fa	11.458417858550426	56.13	0.06	MEDIUM	1172234	250	5031	18831	0	0	1	bact	7.0	True	False	MEDIUM
MBS1247	MBS1247.bin.5.fa	11.852645302726485	79.2	0.01	MEDIUM	1603824	276	6252	31464	0	0	2	bact	18.0	False	False	MEDIUM
MBS1247	MBS1247.bin.6.fa	8.973285637098728	58.62	0.44	MEDIUM	1341825	302	4486	16860	0	0	0	bact	8.0	True	False	MEDIUM
MBS1247	MBS1247.bin.7.fa	10.318945803081617	8.32	0.0	LOW	320092	88	3495	8648	0	0	0	bact	1.0	False	False	LOW
MBS1247	MBS1247.bin.8.fa	31.18428388164205	7.22	0.02	LOW	333632	39	12581	45090	0	0	0	bact	1.0	False	False	LOW
MBS1247	MBS1247.bin.9.fa	44.19254122527109	20.6	0.04	LOW	519281	10	67947	116821	0	0	0	bact	5.0	True	False	LOW
MBS1248	MBS1248.bin.1.fa	41.54569834617448	83.69	2.72	MEDIUM	2653061	165	19345	118834	0	0	1	bact	18.0	True	False	MEDIUM
MBS1248	MBS1248.bin.2.fa	67.49213115257277	89.3	3.16	MEDIUM	3388298	138	42781	109991	0	0	2	bact	17.0	True	False	MEDIUM
MBS1248	MBS1248.bin.3.fa	15.042877622108424	86.34	0.25	MEDIUM	3416001	488	8152	42575	0	0	1	bact	16.0	True	False	MEDIUM
MBS1248	MBS1248.bin.4.fa	9.728684221688535	24.61	0.03	LOW	495091	131	3700	16310	0	0	0	arch	4.0	True	False	LOW
MBS1248	MBS1248.bin.5.fa	6.511808361199856	12.32	0.0	LOW	402215	130	2932	6637	0	0	0	bact	1.0	True	False	LOW
MBS1249	MBS1249.bin.1.fa	60.49514482600864	7.03	0.0	LOW	349730	2	188325	188325	0	0	0	bact	4.0	True	False	LOW
MBS1249	MBS1249.bin.2.fa	64.11468333581173	99.65	0.19	HIGH	3174088	15	450366	863761	0	0	0	bact	19.0	True	False	NEARCOMPLETE
MBS1249	MBS1249.bin.3.fa	8.803553075324357	84.55	42.26	LOW	7816834	1797	4417	23747	0	0	2	bact	13.0	True	False	LOW
MBS1249	MBS1249.bin.4.fa	13.69467361377732	99.98	0.08	HIGH	4352313	365	16729	54438	0	0	1	bact	17.0	True	False	NEARCOMPLETE
MBS1250	MBS1250.bin.1.fa	8.577688560208363	56.78	0.3	MEDIUM	1482020	342	4377	14984	0	0	0	bact	6.0	True	False	MEDIUM
MBS1250	MBS1250.bin.10.fa	9.852910085773086	38.4	0.37	LOW	837209	197	4225	11923	0	0	0	bact	11.0	True	False	LOW
MBS1250	MBS1250.bin.11.fa	8.2021286311568	32.57	2.67	LOW	1489126	392	3756	26579	0	0	0	arch	4.0	False	False	LOW
MBS1250	MBS1250.bin.12.fa	14.164555956883104	37.49	0.37	LOW	1448249	327	4708	13385	0	0	0	bact	3.0	False	False	LOW
MBS1250	MBS1250.bin.2.fa	21.66249530340693	91.04	0.11	HIGH	2493829	79	45114	159229	0	0	0	bact	16.0	True	False	NEARCOMPLETE
MBS1250	MBS1250.bin.3.fa	45.0493874682019	4.36	0.0	LOW	239008	16	41668	96056	0	0	0	bact	0.0	False	False	LOW
MBS1250	MBS1250.bin.4.fa	27.462896620620302	91.9	4.3	HIGH	2418432	113	33894	130918	0	0	0	bact	17.0	True	False	NEARCOMPLETE
MBS1250	MBS1250.bin.5.fa	7.213051346840465	23.71	0.06	LOW	753133	206	3658	8042	0	0	0	bact	4.0	False	False	LOW
MBS1250	MBS1250.bin.6.fa	9.786794253228862	69.94	1.1	MEDIUM	1339326	247	6015	15704	0	0	0	bact	16.0	True	False	MEDIUM
MBS1250	MBS1250.bin.7.fa	33.204299937400826	96.41	0.54	HIGH	3468097	243	21536	89724	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MBS1250	MBS1250.bin.8.fa	17.41611354578848	6.16	0.13	LOW	282036	41	8624	24833	0	0	0	bact	1.0	False	False	LOW
MBS1250	MBS1250.bin.9.fa	8.828197650601176	46.42	0.12	LOW	781136	189	4241	25435	0	0	1	bact	6.0	True	False	LOW
MBS1251	MBS1251.bin.1.fa	8.792206247238367	37.49	0.06	LOW	823788	216	3872	8747	0	0	0	bact	4.0	False	False	LOW
MBS1251	MBS1251.bin.2.fa	8.832173315064782	13.76	0.02	LOW	383902	114	3190	8115	0	0	0	bact	1.0	True	False	LOW
MBS1251	MBS1251.bin.3.fa	43.7840599046004	100.0	0.21	HIGH	4563122	125	56374	168423	0	1	4	bact	18.0	True	False	NEARCOMPLETE
MBS1251	MBS1251.bin.4.fa	16.203414801728854	77.18	0.03	MEDIUM	1472882	115	17920	59932	0	0	1	bact	17.0	True	False	MEDIUM
MBS1251	MBS1251.bin.5.fa	15.645746764640007	95.43	0.03	HIGH	4348666	436	13496	56726	0	0	1	bact	19.0	False	False	NEARCOMPLETE
MBS1251	MBS1251.bin.6.fa	11.365627151661712	12.56	0.0	LOW	297735	47	7151	23546	0	0	0	bact	1.0	False	False	LOW
MBS1251	MBS1251.bin.7.fa	15.650711387589157	95.46	0.03	HIGH	4343202	434	13588	56726	0	0	1	bact	19.0	False	False	NEARCOMPLETE
MBS1252	MBS1252.bin.1.fa	19.9954561589157	88.98	8.57	MEDIUM	2391809	195	17538	58807	0	0	2	bact	13.0	False	False	MEDIUM
MBS1252	MBS1252.bin.2.fa	17.991958286488256	79.22	2.22	MEDIUM	2259220	200	14588	82014	0	0	0	bact	11.0	True	False	MEDIUM
MBS1252	MBS1252.bin.3.fa	10.04930626861074	53.46	0.71	MEDIUM	1558240	377	4187	13363	0	0	0	bact	7.0	True	False	MEDIUM
MBS1252	MBS1252.bin.4.fa	9.879445268869535	55.91	5.87	MEDIUM	2508819	629	3980	15027	0	0	0	bact	2.0	False	False	MEDIUM
MBS1252	MBS1252.bin.5.fa	34.1902779241225	99.9	3.41	HIGH	2581424	54	65746	183056	1	0	0	bact	19.0	True	False	NEARCOMPLETE
MBS1252	MBS1252.bin.6.fa	24.02058679226769	8.05	0.01	LOW	407640	29	27391	56382	0	0	0	bact	12.0	True	False	LOW
MBS1252	MBS1252.bin.7.fa	9.06416334200169	39.2	0.02	LOW	742932	179	4101	11965	0	0	0	bact	7.0	True	False	LOW
MBS1252	MBS1252.bin.8.fa	25.829248495134483	85.24	0.47	MEDIUM	1815943	87	32713	100131	0	0	1	bact	17.0	True	False	MEDIUM
MBS1252	MBS1252.bin.9.fa	7.356879095858288	10.78	0.0	LOW	205543	61	3429	5533	0	0	0	bact	0.0	True	False	LOW
MBS1253	MBS1253.bin.1.fa	29.66498514115899	95.54	0.74	HIGH	2019000	102	32329	92419	1	1	4	bact	19.0	True	True	HIGH
MBS1253	MBS1253.bin.2.fa	14.43114904501098	13.07	0.02	LOW	467597	87	5828	15528	0	0	0	bact	2.0	True	False	LOW
MBS1253	MBS1253.bin.3.fa	18.705375463230062	79.58	2.36	MEDIUM	3083511	220	21098	49264	0	0	1	arch	17.0	False	False	MEDIUM
MBS1253	MBS1253.bin.4.fa	12.32272775377986	99.55	47.32	LOW	8012732	1474	6009	37582	0	0	1	bact	19.0	False	False	LOW
MBS1253	MBS1253.bin.5.fa	9.962521919622088	37.48	0.02	LOW	670632	177	3850	10812	0	0	0	bact	11.0	True	False	LOW
MBS1253	MBS1253.bin.6.fa	11.2020858627887	25.27	0.02	LOW	439818	125	3433	8611	0	0	0	bact	0.0	True	False	LOW
MBS1254	MBS1254.bin.1.fa	11.133112890538948	76.47	0.09	MEDIUM	3150326	568	6273	28257	0	0	1	bact	14.0	False	False	MEDIUM
MBS1254	MBS1254.bin.2.fa	48.46811457113608	83.75	0.01	MEDIUM	2879748	93	44698	134012	0	0	0	bact	16.0	True	False	MEDIUM
MBS1254	MBS1254.bin.3.fa	21.65586086858988	17.0	0.0	LOW	499269	33	19703	61445	0	0	0	bact	7.0	True	False	LOW
MBS1254	MBS1254.bin.4.fa	31.57334810604079	67.83	0.0	MEDIUM	2045213	122	21226	64481	0	0	1	bact	17.0	True	False	MEDIUM
MBS1254	MBS1254.bin.5.fa	50.18414420005752	9.22	0.02	LOW	264244	4	80327	132087	0	0	0	bact	7.0	True	False	LOW
MBS1255	MBS1255.bin.1.fa	18.20487450150189	39.49	1.28	LOW	820966	39	33835	70259	0	0	0	bact	14.0	True	False	LOW
MBS1255	MBS1255.bin.2.fa	8.147734084886032	45.72	0.23	LOW	737318	191	3824	10225	0	0	0	bact	10.0	True	False	LOW
MBS1255	MBS1255.bin.3.fa	17.662037739538793	99.79	0.42	HIGH	2168177	116	26402	126702	0	0	0	bact	19.0	False	False	NEARCOMPLETE
MBS1255	MBS1255.bin.4.fa	8.038166167190873	64.26	14.94	LOW	2938414	765	3777	13422	0	0	1	bact	10.0	False	False	LOW
MBS1255	MBS1255.bin.5.fa	13.641532148972242	58.45	0.25	MEDIUM	1068199	77	19698	47497	0	0	1	bact	13.0	True	False	MEDIUM
MBS1255	MBS1255.bin.6.fa	12.778433609338016	92.59	1.13	HIGH	1872432	247	9026	42528	0	0	1	bact	17.0	True	False	NEARCOMPLETE
MBS1255	MBS1255.bin.7.fa	7.329187675646211	18.84	0.01	LOW	388921	115	3375	5866	0	0	0			True	False	LOW
MBS1256	MBS1256.bin.1.fa	10.346119663499223	6.94	0.01	LOW	343179	65	5702	19348	0	0	0	bact	4.0	False	False	LOW
MBS1256	MBS1256.bin.2.fa	13.746483866809411	90.7	5.44	MEDIUM	5469005	577	12854	50488	0	0	0	bact	12.0	True	False	MEDIUM
