LibraryID	CON001	CON002	CON003	CON004	CON005	CON006	CON007	CON008	CON009	CON010	CON011	CON012	CON013	CON014	CON015	CON016	CON017	CON018	CON019	CON020	CON021	CON022	CON023	CON026	CON027	CON028	CON029	CON031	CON032	CON033	CON034	CON035	CON036	CON037	CON038	CON039	CON040	CON041	CON042	CON043	CON044	CON045	CON046	CON047	CON048	CON049	CON050	CON051	CON052	CON053	CON054	CON055	CON056	CON057	CON058	CON059	CON060	CON061	CON062	CON063	CON064	CON065	CON066	CON067	CON068	CON069	CON070	CON071	CON072	CON073	CON074	CON075	CON076	CON077	CON078	CON079	CON080	CON081	CON082	CON083	CON084	CON085	CON086	CON087	CON088	CON089	CON090	CON091	CON092	CON093	CON095	CON096	CON097	CON098	CON099	CON101	CON104	CON105	CON106	CON107	NLF001	NLF002	NLF005	NLF006	NLF007	NLF008	NLF009	NLF010	NLF011	NLF012	NLF013	NLF014	NLF015	NLM001	NLM002	NLM003	NLM004	NLM005	NLM006	NLM007	NLM008	NLM009	NLM010	NLM015	NLM016	NLM017	NLM021	NLM022	NLM023	NLM024	NLM026	NLM027	NLM028	NLM029	NLM031	NLM032	NOF001	NOF002	NOF004	NOF005	NOF006	NOF007	NOF008	NOF009	NOF010	NOF011	NOF012	NOF013	NOF014	NOM001	NOM002	NOM004	NOM005	NOM008	NOM009	NOM010	NOM012	NOM013	NOM014	NOM015	NOM016	NOM017	NOM018	NOM019	NOM020	NOM022	NOM023	NOM025	NOM026	NOM027	NOM028	MBE033	MBE034	MBE035	MBE036	MBE037	MBE038	MBE039	MBH207	MBH208	MBM135	MBM137	MBM139	MHS226	MHS229	MHS231	MHS232	MHS234	MHS235	MHS236	MHS238	MHS239	MHS240	MHS243	MHS244	MHS246	MHS247	MHS248	MHS249	MHS250	MHS251	MHS253	MHS255	MHS257	MHS258	MHS259	MHS266	MHS267	MHS269	MHS276	MHS277	MHS279	MHS282	MHS283	MHS285	MHS286	MHS287	MHS288	MHS289	WFC023	WFC024	MBS1236	MBS1233	MBS1232	MBS1239	MBS1237	MBS1235	MBS1242	MBS1243	MBS1219	MBS1238	MBS1216	MBS1215	MBS1217	MBS1218	MBS1220	MBS1223	MBS1222	MBS1226	MBS1228	MBS1227	MBS1230	MBS1231	MBS1234	MBS1240	MBS1249	MBS1251	MBS1247	MBS1248	MBS1256	MBS1253	MBS1255	MBS1254	MBS1257	MBS1258	MBS1263	MBS1259	MBS1261	MBS1260	MBS1262	MBS1264	MBS1557	MBS1537	MBS1590	MBS1559	MBS1549	MBS1536	MBS1558	MBS1547	MBS1568	MBS1555	MBS1525	MBS1516	MBS1526	MBS1515	MBS1538	MBS1523	MBS1539	MBS1563	MBS1542	MBS1545	MBS1530	MBS1517	MBS1560	MBS1548	MBS1534	MBS1524	MBS1564	MBS1519	MBS1565	MBS1528	MBS1553	MBS1529	MBS1543	MBS1520	MBS1551	MBS1552	MBS1546	MBS1561	MBS1544	MBS1540	MBS1531	MBS1527	MBS1532	MBS1541	MBS1535	MBS1562	MBS1550	MBS1556	MBS1566	MBS1567	MBS1533	MBS1439	MBS1570	MBS1571	MBS1572	MBS1573	MBS1433	MBS1575	MBS1576	MBS1582	MBS1435	MBS1436	MBS1583	MBS1586	MBS1589	MBS1588	MBS1593	MBS1591	MBS1574	MBS1578	MBS1577	MBS1584	MBS1580	MBS1579	MBS1585	MBS1587	MBS1599	MBS1592	MBS1594	MBS1598	MBS1595	MBS1596	MBS1601	MBS1612	MBS1613	MBS1615	MBS1614	MBS1603	MBS1609	MBS1602	MBS1600	MBS1606	MBS1605	MBS1604	MBS1608	MBS1610	MBS1611	MBS1616	MBS1518	MBS1521	MBS1522	MBS1554	MBS1434	MBS1438	MBS1440	MBS1454	MBS1457	MBS1453	MBS1456	MBS1455	MBS1460	MBS1441	MBS1442	MBS1444	MBS1443	MBS1447	MBS1446	MBS1448	MBS1449	MBS1450	MBS1452	MBS1451	MBS1458	MBS1461	MBS1459	MBS1464	MBS1465	MBS1467	MBS1468	MBS1469	MBS1470	MBS1474	MBS1471	MBS1472	MBS1473	MBS1475	MBS1483	MBS1477	MBS1478	MBS1479	MBS1480	MBS1481	MBS1482	MBS1486	MBS1484	MBS1492	MBS1485	MBS1487	MBS1494	MBS1488	MBS1489	MBS1490	MBS1491	MBS1493	MBS1495	MBS1496	MBS1497	MBS1499	MBS1498	MBS1500	MBS1501	MBS1502	MBS1503	MBS1504	MBS1505	MBS1506	MBS1509	MBS1508	MBS1511	MBS1507	MBS1510	MBS1513	MBS1514
s__Eubacterium_siraeum	2.83632	0	0	0	1.6327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19544	0	0	0	0	1.09974	0.44239	0	0	10.66607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71049	0.29497	8.92824	0	3.13073	0	0	0.58889	0	0	0	1.05339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1229	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60546	0	0.11178	0	0	0	0	0	0	0	3.16863	6.50874	0	0.28992	0	5.37547	5.14023	0	0	0	0	0	0	0.4127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69827	0	6.03983	0	0	0	0	0	0	0	0	0	2.0546	0	0	0	0	0	0	0	0.14053	0.34457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59067	0.28577	0	0	0	0	0	0	0	0	0	0	0.15145	0	0	0.16576	0	5.70291	0	0.15342	0	0	0	0	0	0	0	0	0	2.85515	0	0	0	0	4.51774	2.24582	0	0.17525	0	0.16679	0	0	2.29522	0	0	0	0	0	0	0	0	0	8.24688	0	0.11186	0	0	0	5.48234	0	0	0	0	0.49499	0	0	0	0	0	0	2.23328	3.28579	0	0	0	0	0	0	0	0	0	0	0	0	0.18982	10.605	0	0	0	0	0	0	0.96596	0	0	0.60316	0	0	0	0	0	0	0	2.79249	0	0	0	0	0	0	0	0	0	0	0	2.04473	0	0.3235	0	6.8484	0	0	0	2.562	0	0	0	0	0	0	0	0	0.71624	0	0	3.47745	0	0	0	0.56248	0.11869	0	0	0	0	0	1.80669	0	0	1.14612	0	0	0	2.14578	0	0	0	3.71887	0	0	0	0	0	0.5756	0	0	6.45695	0	0	0	0	1.78693	0	0	0	0.44026	0	0	0	0	1.60086	0	0	0	0	0	0	0	0	0.28792	1.65725	0	5.31368	0	0	0	0	0	0	5.57683	0	0	0	0	0	3.00034	0.15164	0	0	0	0	0	0	0	1.91242	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90935	0	0	0	0	0	0	0.925	0	0	5.90776	0	0	0	0	0	0.20783	0	0	0	0	0	0	1.59553	0	0	0.21962	0	0	0
s__Eubacterium_ventriosum	0	0.16369	0	0	0.18756	0	0	0	0	0	0.16974	1.28323	0	0.1623	0	0	0.26407	0	0	0.34096	0.37247	0	0	0.22821	0	0	0.24868	0	0	0.63998	0.13718	0.18794	0	0	0.3437	0	0	0.33792	0	0.50036	0.1123	0	0	0.85427	0	0	0	0	0.6779	0.5495	0	0	0.47442	0.57283	1.122	0	0	0	0	0.22249	0.58439	0	0.61103	0.20367	0	0	0	0.2068	0	3.46429	0.10979	0	0.17214	0	0.21062	0	0.39056	1.55583	0.25875	0.90894	0	0.60657	0	0	3.72353	0	0.5563	0.63547	0	0.14331	0.29719	0.95841	0.37669	0	0.16322	0	0.18461	0.25985	0	0.11036	0	0	0.12409	0	0.42471	0	0.12328	0	0	0	0	0	0.40417	11.07535	0	0	0.57753	0	0	0	0	0	0	0	0	0	0	0.15932	0	0	5.74101	0	0	0.75932	0	1.01674	0.18968	2.21389	0	0	0.46883	2.98113	0	0.27856	0	0	0.27072	0	0.18672	0.15749	0.33222	0	0	0	0	0.46601	0.92486	2.0498	0.17852	0	4.60135	0.81209	1.35831	0.20316	0.22292	0	0	0.16655	0.12986	0	0	0.1561	0	0	0	0	0	0	0	0.18694	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15505	0	0.25887	0.61846	0.2981	0	0	0.91573	0	0.70354	0	0	0	0	0	0.53655	0	0	0.32835	0	0.1044	0.85434	0	0	0.31149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12877	0	0.19623	0	0	0	0	0	0	0	0	0	0	0	0.1806	0	0.62102	0	0.24406	0	0.16887	0	0	0.15522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13218	0.38949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69289	0	0	0	0	0	0	0.34268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Faecalibacterium_prausnitzii	6.69968	2.45792	0.81721	12.68006	4.90367	1.01293	0	0	1.92693	1.96606	0.46435	0	5.851	6.43543	31.85238	5.12094	11.8211	0.64263	0	2.59916	3.53029	5.91708	5.15294	16.90008	2.65765	14.14197	24.90485	16.06728	2.64754	4.50728	3.89824	10.09062	6.46479	2.31129	7.33848	0.60727	17.0945	3.62135	1.78658	3.83376	6.05112	0	2.98509	4.59841	8.56573	11.33533	6.19003	0	4.30941	2.31413	12.68426	0.8179	16.23977	11.93933	14.87368	13.11064	0	5.34752	5.05472	17.74979	13.55074	0	18.85733	0	4.4726	23.27389	9.79227	4.43873	17.74833	6.74373	2.63752	6.07787	15.66803	11.62723	18.66151	0.15158	3.85801	11.78292	2.01724	2.03022	6.41483	4.74841	5.90602	2.27844	5.40343	1.049	1.95611	8.28164	4.34254	6.59049	1.76671	11.9848	3.29362	9.00804	13.11235	9.97478	4.02524	36.33389	1.36443	14.4694	6.80112	8.8397	9.07041	10.42715	15.17341	8.72501	15.17572	1.77434	6.30981	17.20678	12.62672	2.02317	4.49218	8.82069	0	0	12.81687	10.10696	3.65538	26.89338	4.79011	7.0521	17.30846	8.21358	5.78114	0	10.86849	11.73501	2.05937	0.96521	10.56088	0.1638	27.19672	16.71842	8.34639	17.0511	4.11235	5.75428	5.17349	11.06868	3.05422	10.87416	7.59746	1.50276	5.26584	13.40639	6.35995	17.99547	3.92166	4.83674	5.66553	0	8.57997	21.43859	13.32083	9.42498	12.33908	1.14344	0	18.53925	7.47946	9.8523	11.65367	14.80193	6.40467	2.95263	2.32476	17.49439	5.49474	7.20124	0	12.26817	0.27277	25.69989	0	7.57406	11.91849	18.53653	11.04834	15.75997	5.4046	16.99632	4.68188	0	3.34578	2.51129	11.356	12.08201	4.64127	16.70869	14.19822	23.1741	6.30808	13.11542	6.20394	20.08122	5.82207	13.04588	0	2.02418	26.01662	5.15914	13.24549	0	6.58333	28.34612	13.39613	6.27274	8.14948	0	10.71915	1.36201	0	14.57873	4.94626	13.47501	1.18145	0.11809	1.75497	6.40139	0	0.66342	0	2.41361	0.70227	0.77234	6.2657	0	2.80005	1.17059	2.74815	4.71171	4.78202	3.62223	2.00465	0.87834	1.37364	0.3005	0	4.08355	0.62641	5.43845	0	0	0	0	0.6489	7.44089	2.11263	0	0.93945	0.10085	0.98233	1.2422	2.92065	0	0.92715	1.58014	0	1.11399	1.00664	9.16288	0	0	0	0.57594	0.59569	2.20615	2.34116	0	0.46785	2.95395	16.82205	5.4468	0	2.98619	0.50808	2.0679	3.32044	0.99972	0	0	3.23617	0	0.79124	0	1.16578	0.41865	0	4.30387	0.75469	4.09281	1.12337	0.33255	0	2.22212	4.82547	4.7904	1.70118	2.02802	0.70228	0	8.71113	0	1.96743	5.42726	0.3223	0.86685	0.76677	3.12519	1.92967	0.85923	0	2.3551	0	3.11539	0.4647	0	3.82762	0	5.08612	0.11129	0.57141	2.24579	0.64468	11.79522	2.5231	0	3.58251	1.56821	5.07262	1.30733	4.77318	1.59154	2.97526	12.40564	3.06057	0.70823	0	1.39068	2.45191	0	2.87388	0	1.72106	0	0.79251	6.6249	1.02675	0	0.11591	2.13704	0	2.11676	0	2.67337	2.4975	2.32991	3.48986	0	6.52516	6.29313	0	0	0.68398	2.37125	2.20182	4.31364	1.70087	2.36953	0	0	0.46921	1.85619	1.78348	3.98388	1.05176	0	0	0	0	1.66565	4.72913	1.3524	10.4663	0	0	5.06099	0	5.67028	1.11145	2.60792	0.9584	1.84715	1.52489	2.8506	5.62811	2.03361	0	0	1.6877	0.88309	0	0.34075	0.69513	0.38178	3.21215	3.14537	0	1.27376	7.71555	0.80015	0.66749	0	17.25094	0.62179	2.72364	1.05998	1.74164	0	3.83953	0	0	0.51923	0.42038	1.22684	0	4.31958	0	2.99184	2.10292	1.0259	3.47207	4.74452
s__Flavonifractor_plautii	0	0	0	0	0	0.10166	0.17144	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2578	0	1.06647	0	0	0	0.12001	0	0	0	0	0	0	0	0	2.65002	0	0	0	0	0	0	0.16873	0	0	0	0.46642	0.21056	0	0.36242	0.12829	1.07063	0	0	0	0	0	0	0	0	0	0.25017	0	2.25553	0	0	0	0	0	0	0	0.13666	0	0	0	0	0	0	0.15559	0	0	0	0	0	0.10678	0	0	0.11787	0.14792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12734	0	0	0	2.19374	0.10548	0	0	0.406	0	0.88713	0	0	0	0	0.10082	0	0	0.48684	0	0	0	0	0	0	0	0	0	0	0	0.50194	0	0.18112	0.16087	0.30335	0	0.37454	0.26367	0	0	0	0	0	0.10742	0	0	0	0	0	0	0	0.14707	0.22914	0	0	0	0	0	0	0	0	0	0	0.60658	0	0	0	0.36831	0	0	0	0.55318	0	0	0	0	0.19154	0	0	0	0.1372	0	0.12557	0	0	0	0	0	0	0	0	0.21867	0.18988	0	0	0.11895	0	0	0	0	0.14105	0.18874	0.1309	0	0	0.19971	0	0	0	0	0	0	0	0	0	0.12136	0	0	0	0	0	0	0	0	0	0	0	0.10523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08421	0.16038	0.23431	0	0	0	0	0	0.20052	0	1.91266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20036	0	0	0	0	0.15477	0	0	0	0	0	0	0.10786	0	0	0.17436	0.15273	0	0	0	0.15783	0	0	0	0.11159	0	0	0	0	0	0	1.59351	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16709	0.11779	0	0	0	0.31806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19349	0	0	0	0	0.12322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14457	0	0.1317	0	0	0	0	0	0	0.45997	0	0	0	0	0	0	0	0	0	0	0	1.42689	0	0	0.10148	0	0	0.16998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22958	0	0.10485	0	0	0	0	0
s__Fusobacterium_mortiferum	0	0	0	2.28924	0.48849	0	0	0	0	0	0	0	0.15242	0	0	0	2.38452	0	2.16174	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14751	0	0	1.94705	0	0	0	0	0	0	0	0	0	0	0	1.38542	0.32582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96023	0	0.36079	0	0	0	0	1.2228	0	0	0	0	0.69949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05845	4.53728	0	0	0	0	0	1.55244	0.79828	0	0	0	0.62814	0	0	0	0	0.34209	3.10624	0	0	0.68031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21498	0	0	0	0	1.2141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16436	0	0	0	0	0	0	0	0
s__Fusobacterium_ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26048	0	0	0.54665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14841	0	0	0	0.20785	0	0	0	0	0	0	0	0	0	0.50722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10117	0.12795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82482	0	0	0	0	0	0	0	0	0	0	0.11801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_varium	0	0	0	0	0	0	1.66458	0	0	0	0	0	0	0	0	0	0	0.14719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12687	0	0	0	0	0	0	0	0	0	0	0	0	0.31746	0.91096	0	0	0	0	0	0	0	0	0	0.91235	0	0	0.44995	0	0	0	0	0	0	0	0	0.66722	0	0	0	0.12464	0	2.65345	0	0	0	0	0	0	0.10703	0.20172	0	0	0	0	0	0	0.76278	0	0	0	0	0	0	0	0.49696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Haemophilus_parainfluenzae	0	0	0.64073	0.11907	0	0	0	0	0	0	0	2.80535	0	0.102	7.1994	0.27679	0	0	0	0	0	0.19913	0	0.57198	0	0.20833	0.74183	0.17442	0	0	0.15251	0	0	0.42321	0	0	0.27278	0	0	0	0	0	0	0	0	0.10481	0	2.39438	0	0	0.16789	0	0.25062	0.11668	0	0	0.13829	0.94727	2.24736	0.29734	0.1522	0.11692	0	0	0	2.2464	0.21541	0	1.11123	0	0.59395	0.93024	0	1.60868	0	0	0	0	0.17468	0	0.93808	0	1.31153	1.03195	0	0.24725	0.56008	0	0	0	0	0	0	0	0	0	3.57413	0.85031	0	1.88856	0.12989	0.79258	1.00851	0.60883	0	0	0	1.29657	0.31072	0	1.21246	0	0	1.42378	0.15565	0	5.04882	0.17579	0.3836	3.78152	0	1.15755	0.17654	0	0	0.11001	0.12047	0.52667	0	0.19568	0	2.33355	0	0	0	1.6566	0	0.15629	0.1175	0	0	0	0	0	0.41663	0	0	0.13225	0	0.72504	0	0.11061	0	0	1.09414	0.16706	0.11196	0	0	0	0.36233	0	7.95631	0	0	0.27036	0.37442	0.28334	11.49562	0	0	0.20477	0	0	0	0.11177	0	0	0	0.16311	0	0	0	0	0	0.11989	0	0	0	0	2.4054	0	0	0	0	0	0	0	0	0.1996	0	0	0	0	0	0	0	0.14768	0	0	0	0	0	0.51863	0.38656	0	0	0	0	0	0	0	0	0.19461	0	0	0	0	0	0.24361	0	0.17212	0	0	0	0	0	0	0	0	0	0	0	0	0.13421	0	0	0	8.42874	0	0	0	0	0	0.20493	0	0	0.36194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0791	0	0	0	0	0	0	0	3.23734	0	0	0	0	0	0	0	0	0	0	0.6435	0.16447	1.63882	0.56903	0	0	0	0	0	0.22729	0	0	0	0	0	0.65301	0	0	5.83016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15052	0	0	0	0	0.84397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51322	0	0	0	0	0	0	1.48618	0	0	0	0	0	0.1881	0	0	0	0	0	0	0	0	0.23849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01151	0	0	0	0	0	0	0	0	0	0	0	0.2959	0	0	0	0	0	0.16339	0	1.08804	0	0.19553	0	0.22169	0	0	0	0	0	0	0	0	0	0.15758	0
s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15842	0	0	0	0	0	0.12304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Human_adenovirus_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
