Index,CON.001,CON.002,CON.003,CON.004,CON.005,CON.006,CON.007,CON.008,CON.009,CON.010,CON.011,CON.012,CON.013,CON.014,CON.015,CON.016,CON.017,CON.018,CON.019,CON.020,CON.021,CON.022,CON.023,CON.026,CON.027,CON.028,CON.029,CON.031,CON.032,CON.033,CON.034,CON.035,CON.036,CON.037,CON.038,CON.039,CON.040,CON.041,CON.042,CON.043,CON.044,CON.045,CON.046,CON.047,CON.048,CON.049,CON.050,CON.051,CON.052,CON.053,CON.054,CON.055,CON.056,CON.057,CON.058,CON.059,CON.060,CON.061,CON.062,CON.063,CON.064,CON.065,CON.066,CON.067,CON.068,CON.069,CON.070,CON.071,CON.072,CON.073,CON.074,CON.075,CON.076,CON.077,CON.078,CON.079,CON.080,CON.081,CON.082,CON.083,CON.084,CON.085,CON.086,CON.087,CON.088,CON.089,CON.090,CON.091,CON.092,CON.093,CON.095,CON.096,CON.097,CON.098,CON.099,CON.101,CON.104,CON.105,CON.106,CON.107,NLF001,NLF002,NLF005,NLF006,NLF007,NLF008,NLF009,NLF010,NLF011,NLF012,NLF013,NLF014,NLF015,NLM001,NLM002,NLM003,NLM004,NLM005,NLM006,NLM007,NLM008,NLM009,NLM010,NLM015,NLM016,NLM017,NLM021,NLM022,NLM023,NLM024,NLM026,NLM027,NLM028,NLM029,NLM031,NLM032,NOF001,NOF002,NOF004,NOF005,NOF006,NOF007,NOF008,NOF009,NOF010,NOF011,NOF012,NOF013,NOF014,NOM001,NOM002,NOM004,NOM005,NOM008,NOM009,NOM010,NOM012,NOM013,NOM014,NOM015,NOM016,NOM017,NOM018,NOM019,NOM020,NOM022,NOM023,NOM025,NOM026,NOM027,NOM028,MBE033,MBE034,MBE035,MBE036,MBE037,MBE038,MBE039,MBH207,MBH208,MBM135,MBM137,MBM139,MHS226,MHS229,MHS231,MHS232,MHS234,MHS235,MHS236,MHS238,MHS239,MHS240,MHS243,MHS244,MHS246,MHS247,MHS248,MHS249,MHS250,MHS251,MHS253,MHS255,MHS257,MHS258,MHS259,MHS266,MHS267,MHS269,MHS276,MHS277,MHS279,MHS282,MHS283,MHS285,MHS286,MHS287,MHS288,MHS289,WFC023,WFC024,MBS1236,MBS1233,MBS1232,MBS1239,MBS1237,MBS1235,MBS1242,MBS1243,MBS1219,MBS1238,MBS1216,MBS1215,MBS1217,MBS1218,MBS1220,MBS1223,MBS1222,MBS1226,MBS1228,MBS1227,MBS1230,MBS1231,MBS1234,MBS1240,MBS1249,MBS1251,MBS1247,MBS1248,MBS1256,MBS1253,MBS1255,MBS1254,MBS1257,MBS1258,MBS1263,MBS1259,MBS1261,MBS1260,MBS1262,MBS1264,MBS1557,MBS1537,MBS1590,MBS1559,MBS1549,MBS1536,MBS1558,MBS1547,MBS1568,MBS1555,MBS1525,MBS1516,MBS1526,MBS1515,MBS1538,MBS1523,MBS1539,MBS1563,MBS1542,MBS1545,MBS1530,MBS1517,MBS1560,MBS1548,MBS1534,MBS1524,MBS1564,MBS1519,MBS1565,MBS1528,MBS1553,MBS1529,MBS1543,MBS1520,MBS1551,MBS1552,MBS1546,MBS1561,MBS1544,MBS1540,MBS1531,MBS1527,MBS1532,MBS1541,MBS1535,MBS1562,MBS1550,MBS1556,MBS1566,MBS1567,MBS1533,MBS1439,MBS1570,MBS1571,MBS1572,MBS1573,MBS1433,MBS1575,MBS1576,MBS1582,MBS1435,MBS1436,MBS1583,MBS1586,MBS1589,MBS1588,MBS1593,MBS1591,MBS1574,MBS1578,MBS1577,MBS1584,MBS1580,MBS1579,MBS1585,MBS1587,MBS1599,MBS1592,MBS1594,MBS1598,MBS1595,MBS1596,MBS1601,MBS1612,MBS1613,MBS1615,MBS1614,MBS1603,MBS1609,MBS1602,MBS1600,MBS1606,MBS1605,MBS1604,MBS1608,MBS1610,MBS1611,MBS1616,MBS1518,MBS1521,MBS1522,MBS1554,MBS1434,MBS1438,MBS1440,MBS1454,MBS1457,MBS1453,MBS1456,MBS1455,MBS1460,MBS1441,MBS1442,MBS1444,MBS1443,MBS1447,MBS1446,MBS1448,MBS1449,MBS1450,MBS1452,MBS1451,MBS1458,MBS1461,MBS1459,MBS1464,MBS1465,MBS1467,MBS1468,MBS1469,MBS1470,MBS1474,MBS1471,MBS1472,MBS1473,MBS1475,MBS1483,MBS1477,MBS1478,MBS1479,MBS1480,MBS1481,MBS1482,MBS1486,MBS1484,MBS1492,MBS1485,MBS1487,MBS1494,MBS1488,MBS1489,MBS1490,MBS1491,MBS1493,MBS1495,MBS1496,MBS1497,MBS1499,MBS1498,MBS1500,MBS1501,MBS1502,MBS1503,MBS1504,MBS1505,MBS1506,MBS1509,MBS1508,MBS1511,MBS1507,MBS1510,MBS1513,MBS1514
g__Rothia,0,0,0.01514,0.02864,0.02185,0,0.00487,0,0,0.00286,0,0,0,0,0.01767,0.01207,0,0,0.00497,0,0,0.01324,0,0.00483,0,0,0.00678,0.00371,0,0,0,0,0.00697,0,0,0,0.01534,0,0,0,0,0,0,0,0.00285,0.00232,0,0.02257,0,0,0,0,0.00545,0,0,0,0,0.00563,0.02791,0,0,0.00444,0,0,0.00095,0,0.00539,0,0.03495,0,0.01184,0,0,0,0.00113,0.00175,0,0.00434,0,0,0,0,0.01608,0.00384,0.00318,0.00539,0.01399,0,0.00532,0,0.00164,0,0,0,0,0.00118,0.01842,0.01051,0,0.01758,0.00631,0.00788,0.00307,0,0,0,0,0,0,0.00543,0,0,0,0,0.00755,0,0.03148,0,0,0,0,0,0.003,0,0,0,0.00228,0,0.00135,0,0.00935,0.10817,0,0,0.03065,0.0194,0,0,0,0,0,0,0,0,0.00841,0,0,0,0,0.00139,0,0,0.01417,0,0.00283,0,0,0,0,0.00185,0,0,0.04081,0,0,0.02803,0,0,0.09239,0.01336,0.01236,0.1876,0.00086,0.04207,0.02621,0.02205,0,0.10069,0.00949,0.01025,0.01133,0.00645,0.00361,0,0.08681,0.01353,0.0074,0.04381,0.11652,0.02153,0.01379,0.00269,0.02785,0,0.06575,0,0.0541,0,0.00507,0.00549,0,0.03191,0,0.00159,0.03484,0.07172,0.20833,0.02773,0.19174,0.13287,0.00456,0.02291,0,0.30755,0.0267,0.00675,0.01784,0.00192,0,0.01009,0.01632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01251,0,0,0,0,0,0,0,0,0,0,0,0.00945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00618,0,0.00662,0,0,0,0,0,0.00519,0,0,0,0,0,0,0,0,0,0,0,0,0.40165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04795,0,0,0,0,0.04403,0,0,0,0,0,0,0,0,0,0,0,0,0.04302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0.02848,0,0.02208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202,0,0,0,0,0.00517,0
g__Ruminococcaceae_noname,0,0.07847,0,0.0005,0.00233,0.08326,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0.584,0,0.00186,0.01013,0,0,0.05542,0.00025,0,0,0.00648,0.03083,0,0,0,0.00397,0.10857,0.09331,0,0.04868,0.01892,0.00092,0,0,0,0,0,0,0.01748,0,0,1.87665,0,0,0,0,0,0,0.00615,0,0,0,0,0.00063,0.00238,0,0,0,0,0,0,0.00536,0,0,0,0,0,0,0,0.00802,0.05236,0.11624,0,0,0.00119,0,0,0,0.00057,0,0.03616,0,0,0,0.01822,0.00827,0,0,0,0,0.00335,0,0,0.05952,0,0.00098,0,0,0,0,0,0,0.25488,0,0,0,0,0.01165,0,0,0.01478,0,0,0.00047,0,0.00263,0,0,0.62567,0,0.05021,0,0,0.00103,0.0055,0,0,0,0,0.01619,0,0.30603,0.04231,0,0.0004,0,0.00133,0,0.00522,0,0,0,0,0,0,0.04374,0,0.20561,0,0.0093,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0.11833,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06513,0.00064,0.05775,0,0,0.00092,0,0,0,0,0,0,0,0,0,0,0.17367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37924,0,0,0,0,0.00379,0,0,0.01602,0,0,0,0,0,0,0,0,0,0.01174,0.96565,0,0,0,0,0,0,0,0,0.04466,0,0,0,0.0483,0,0,0.11458,0,0.02086,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.11508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04518,0,0,0,0,0,0,0,0,0,0,1.17933,0,0,0,0,0,0,0,0,0,0,0,0,1.013,0,0.01191,0,0,0,0,0.07109,0,0,0.02923,0,0,0,0.31214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07903,0,0.23812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66814,0,0,0,0.07916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Ruminococcus,0.03262,0.99928,0.91999,6.74394,2.27841,3.72965,0,0,0,0.47326,6.04348,0.0006,0,0.72472,1.69018,0.00442,9.07905,0.16223,3.87787,1.21199,16.47328,11.85652,0.63959,3.88386,0.203,4.1995,0,0.81206,1.02712,0.19187,0.64694,1.63721,4.20384,0.85654,2.20674,0.84477,1.36676,3.97506,1.34399,4.32623,0.22635,25.65508,0.0814,2.60783,0.021,4.57882,0,7.51221,4.87305,4.10589,0.88288,0,3.93829,2.49231,1.15818,18.39941,0,0.98986,0.0101,2.98818,0,3.85541,2.4078,0.44069,0.43438,0,1.91972,0.49411,12.63758,5.39221,0,3.60317,0.32602,16.03981,1.83785,0,0,1.17218,1.56117,0.50101,0.10685,8.4493,0,0.13585,0,0.07143,5.98473,3.15307,0.6857,0.08056,1.55983,4.00517,0.79348,2.71713,2.34611,6.70099,0.30754,2.27006,3.04348,0.62106,2.32761,3.86973,1.85323,6.36032,5.78873,2.73138,2.27812,0.93159,1.22034,1.965,1.40669,0.03855,3.51463,3.52687,0,1.72339,5.0263,2.71688,2.57051,0,3.65802,7.44607,2.69373,0.40803,1.60181,5.58799,2.60716,3.54612,1.85691,0,4.71502,4.77279,2.9006,0.82343,0.06215,18.52935,0.70848,8.40263,0.0402,5.76775,0.00613,1.39239,3.54933,0,0.96674,2.90566,4.04091,0,0.99242,1.18384,4.30675,0,1.80415,1.3129,12.14019,0.40114,2.96164,3.03342,3.13064,1.77615,1.98202,2.55796,0.00492,2.68901,0,1.96892,0,0,1.97902,3.27074,10.34389,3.78187,2.65691,4.96388,0,1.78079,17.58568,11.75762,0,2.68829,1.14784,7.0619,10.0652,4.6857,2.7646,0,10.63727,7.5444,2.89509,10.71309,0,4.62537,18.79628,16.12404,13.67443,5.8627,1.98296,13.38327,7.27232,0,15.58678,3.19283,3.15564,0,17.75781,10.76553,1.98833,4.56325,13.07838,0,4.92595,3.15937,0,0.11171,10.17674,10.1468,2.09252,19.48574,1.67814,14.75988,0,0,0,1.3927,0.21505,1.86199,3.49341,1.57542,2.23458,0.09566,0.64109,0,0.132,14.77352,0.28109,0.07727,1.16602,0.84082,0,1.36378,1.22515,5.64886,0,0,0.05576,0,1.1018,0.49586,0,0,0.00908,13.84059,0,2.71321,0,0.00468,0,0.07442,2.24684,0,1.22452,0.40672,0.28156,0,0.00504,0.48318,0,1.11875,0,1.55322,0,0.00637,0.18546,1.46264,0,0,0.09336,0.53023,5.05726,0.88839,0,0,0.80763,0,0.01558,0,0.00273,0.74886,3.61186,2.46347,0.04876,0,0,0.03432,0,1.12356,0,0,1.75807,0.6015,0,0.49151,1.98472,0,0,6.71371,1.60046,2.19975,0.02193,0.00242,0.37124,0.00493,0.84087,0.80264,0.00292,2.59862,3.91865,0.07289,0,0.00335,0.03975,0.42043,0,1.76325,0.01764,2.35262,0.49796,0.09233,0.02087,0.50549,0,1.07017,3.33011,4.09137,2.31049,0.35978,0.30715,0,27.31649,0.92471,1.03168,0,0.87238,0.00195,0.43856,5.23224,0.0178,1.31719,0.00424,0.02653,0.08815,0.48027,0,0.01913,0.11329,0.67133,1.55814,0.40565,0.50034,0.05507,0,0.14844,0,0.01321,1.20086,2.34284,1.26642,0.19268,0.90191,9.29467,0,0,0.08181,6.63028,0.92318,0,0,0,0,0.0634,1.11539,0.17625,2.29677,0,0.36093,0.15248,0.72558,0.04661,1.34248,0.9517,1.53338,0,0,0.34452,0.00368,0,9.95494,0.70715,0,0,1.20623,0,1.33566,2.03518,0.57086,0.67819,1.03355,0.71654,0,0.92434,0.13933,10.12436,0.03582,5.0118,0.53372,0,0,0.34245,0.12571,0,0,0,0.15992,1.3523,0.10264,0.17908,0,0,0,0.14726,2.73957,0,2.6033,0.33924
g__Saccharomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094,0,0,0,0,0.00521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Saccharomycetaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Scardovia,0,0,0,0,0,0.00711,0,0,0,0.01296,0,0,0,0,0,0.00907,0,0,0,0,0.00239,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0.00796,0.00728,0,0.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365,0,0,0,0,0,0,0,0,0,0,0,0.01322,0,0,0.01258,0,0,0,0.01859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562,0,0,0,0,0,0,0,0.01135,0,0.00033,0,0,0,0,0,0,0,0.00395,0,0,0,0.00141,0,0,0,0.00604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0.00202,0.00018,0,0.00015,0.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02077,0,0,0,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Selenomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69415,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Serratia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Shewanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Shigella,0,0,0,0,0,0.00769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654,0,0,0.0229,0,0,0,0,0.00866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01355,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03798,0,0.01489,0,0,0,0,0,0,0,0,0,0,0,0.00329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01385,0,0,0,0,0,0,0,0,0,0,0,0.01729,0,0,0,0,0,0,0,0,0.01664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Shinella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
