UniRef90	KIDS	GeneName
UniRef90_R4K0R7	K01034	atoD
UniRef90_U4KBM7	K01034	atoD
UniRef90_U5LEU7	K01034	atoD
UniRef90_U5MXH7	K01034	atoD
UniRef90_W0LGK2	K01034	atoD
UniRef90_W0Q4W3	K01034	atoD
UniRef90_W0Q8N0	K01034	atoD
UniRef90_X2H9F9	K01034	atoD
UniRef90_X2HI02	K01034	atoD
UniRef90_A0LKM1	K01035	atoA
UniRef90_A0RDS2	K01035	atoA
UniRef90_A6LM39	K01035	atoA
UniRef90_A6M019	K01035	atoA
UniRef90_A6TVV6	K01035	atoA
UniRef90_A7GH65	K01035	atoA
UniRef90_A7GPD3	K01035	atoA
UniRef90_A7HJJ5	K01035	atoA
UniRef90_A8F7H6	K01035	atoA
UniRef90_A8FAN9	K01035	atoA
UniRef90_A8MJB0	K01035	atoA
UniRef90_A9BG39	K01035	atoA
UniRef90_B0UMD4	K01035	atoA
UniRef90_B0USP5	K01035	atoA
UniRef90_B1Y5P4	K01035	atoA
UniRef90_B2A667	K01035	atoA
UniRef90_B2TLN5	K01035	atoA
UniRef90_B7ID07	K01035	atoA
UniRef90_B8ENL5	K01035	atoA
UniRef90_B8IA28	K01035	atoA
UniRef90_B9DV53	K01035	atoA
UniRef90_C5CEY5	K01035	atoA
UniRef90_C6DBU2	K01035	atoA
UniRef90_C7XRT8	K01035	atoA
UniRef90_D0Z8V1	K01035	atoA
UniRef90_D3FSC5	K01035	atoA
UniRef90_D3P5B1	K01035	atoA
UniRef90_D4JC08	K01035	atoA
UniRef90_D4N0U0	K01035	atoA
UniRef90_D9QS53	K01035	atoA
UniRef90_E0RM92	K01035	atoA
UniRef90_E3DP49	K01035	atoA
UniRef90_E3PXS9	K01035	atoA
UniRef90_F4KNX6	K01035	atoA
UniRef90_F5XAF8	K01035	atoA
UniRef90_F7V217	K01035	atoA
UniRef90_F7V958	K01035	atoA
UniRef90_F9Z8C4	K01035	atoA
UniRef90_G0VR12	K01035	atoA
UniRef90_G2HRM5	K01035	atoA
UniRef90_G7WDG8	K01035	atoA
UniRef90_H0Q657	K01035	atoA
UniRef90_H2J4Y2	K01035	atoA
UniRef90_I0HKD5	K01035	atoA
UniRef90_I0HKE9	K01035	atoA
UniRef90_I0HMU7	K01035	atoA
UniRef90_I0JQU7	K01035	atoA
UniRef90_I2F2R0	K01035	atoA
UniRef90_I8TR54	K01035	atoA
UniRef90_I8TSB9	K01035	atoA
UniRef90_J7MAU1	K01035	atoA
UniRef90_J7Q850	K01035	atoA
UniRef90_M1MDN2	K01035	atoA
UniRef90_M1SQL0	K01035	atoA
UniRef90_N0ATS3	K01035	atoA
UniRef90_P23673	K01035	atoA
UniRef90_P44874	K01035	atoA
UniRef90_P76459	K01035	atoA
UniRef90_Q183B1	K01035	atoA
UniRef90_Q1QPW4	K01035	atoA
UniRef90_Q216X6	K01035	atoA
UniRef90_Q21B36	K01035	atoA
UniRef90_Q5XE60	K01035	atoA
UniRef90_Q7N0S9	K01035	atoA
UniRef90_Q89PL9	K01035	atoA
UniRef90_Q8RBT8	K01035	atoA
UniRef90_R4K285	K01035	atoA
UniRef90_U4KI92	K01035	atoA
UniRef90_U5MUQ0	K01035	atoA
UniRef90_W0LHQ7	K01035	atoA
UniRef90_X2H976	K01035	atoA
UniRef90_X2HDJ9	K01035	atoA
