UniRef90	KIDS	GeneName
UniRef90_C8XJB0	K00626	thl
UniRef90_C9R6Z8	K00626	thl
UniRef90_C9SH34	K00626	thl
UniRef90_C9SJ83	K00626	thl
UniRef90_D0IWT8	K00626	thl
UniRef90_D0J0M8	K00626	thl
UniRef90_D0J349	K00626	thl
UniRef90_D0J357	K00626	thl
UniRef90_D0J362	K00626	thl
UniRef90_D0J7N6	K00626	thl
UniRef90_D0J7S2	K00626	thl
UniRef90_D0L3Y7	K00626	thl
UniRef90_D0L3Z2	K00626	thl
UniRef90_D0L411	K00626	thl
UniRef90_D0L567	K00626	thl
UniRef90_D0L714	K00626	thl
UniRef90_D0L7M3	K00626	thl
UniRef90_D0L9L6	K00626	thl
UniRef90_D0LD66	K00626	thl
UniRef90_D0LWW0	K00626	thl
UniRef90_D0LYD1	K00626	thl
UniRef90_D0MIP9	K00626	thl
UniRef90_D0MIW0	K00626	thl
UniRef90_D0MU28	K00626	thl
UniRef90_D0N5E7	K00626	thl
UniRef90_D0R597	K00626	thl
UniRef90_D1A5W9	K00626	thl
UniRef90_D1A6F7	K00626	thl
UniRef90_D1AAP1	K00626	thl
UniRef90_D1AB69	K00626	thl
UniRef90_D1AB90	K00626	thl
UniRef90_D1ACC9	K00626	thl
UniRef90_D1ACU4	K00626	thl
UniRef90_D1ADZ3	K00626	thl
UniRef90_D1AE84	K00626	thl
UniRef90_D1AVI5	K00626	thl
UniRef90_D1BEU7	K00626	thl
UniRef90_D1BLS7	K00626	thl
UniRef90_D1BUB2	K00626	thl
UniRef90_D1BZU7	K00626	thl
UniRef90_D1BZY6	K00626	thl
UniRef90_D1C5N5	K00626	thl
UniRef90_D1CEC9	K00626	thl
UniRef90_D1Z298	K00626	thl
UniRef90_D2AQD3	K00626	thl
UniRef90_D2AQI3	K00626	thl
UniRef90_D2AQJ5	K00626	thl
UniRef90_D2AS09	K00626	thl
UniRef90_D2AW88	K00626	thl
UniRef90_D2AXC4	K00626	thl
UniRef90_D2AZ01	K00626	thl
UniRef90_D2B2I5	K00626	thl
UniRef90_D2B9P8	K00626	thl
UniRef90_D2BDX1	K00626	thl
UniRef90_D2PGL6	K00626	thl
UniRef90_D2PKY9	K00626	thl
UniRef90_D2PNR6	K00626	thl
UniRef90_D2PTI3	K00626	thl
UniRef90_D2Q256	K00626	thl
UniRef90_D2QIA1	K00626	thl
UniRef90_D2QTE0	K00626	thl
UniRef90_D2R4Q1	K00626	thl
UniRef90_D2R9X7	K00626	thl
UniRef90_D2RDF1	K00626	thl
UniRef90_D2RFZ2	K00626	thl
UniRef90_D2RL85	K00626	thl
UniRef90_D2RP05	K00626	thl
UniRef90_D2RRN6	K00626	thl
UniRef90_D2RUQ2	K00626	thl
UniRef90_D2RXV7	K00626	thl
UniRef90_D2RZU6	K00626	thl
UniRef90_D2RZV1	K00626	thl
UniRef90_D2S1I5	K00626	thl
UniRef90_D2S349	K00626	thl
UniRef90_D2S4Z6	K00626	thl
UniRef90_D2S948	K00626	thl
UniRef90_D2SD51	K00626	thl
UniRef90_D2SEN9	K00626	thl
UniRef90_D3E4U5	K00626	thl
UniRef90_D3EZV6	K00626	thl
UniRef90_D3F3Q3	K00626	thl
UniRef90_D3F4B0	K00626	thl
UniRef90_D3F553	K00626	thl
UniRef90_D3F668	K00626	thl
UniRef90_D3F6K4	K00626	thl
UniRef90_D3F6L6	K00626	thl
UniRef90_D3F961	K00626	thl
UniRef90_D3FA16	K00626	thl
UniRef90_D3FPR0	K00626	thl
UniRef90_D3FRI3	K00626	thl
UniRef90_D3FSA9	K00626	thl
UniRef90_D3FXX5	K00626	thl
UniRef90_D3G0V4	K00626	thl
UniRef90_D3HRA3	K00626	thl
UniRef90_D3HTF2	K00626	thl
UniRef90_D3NX22	K00626	thl
UniRef90_D3NZC6	K00626	thl
UniRef90_D3P1T9	K00626	thl
UniRef90_D3P246	K00626	thl
UniRef90_D3P4Q3	K00626	thl
UniRef90_D3P9A2	K00626	thl
UniRef90_D3P9J0	K00626	thl
UniRef90_D3PRK2	K00626	thl
UniRef90_D3PT91	K00626	thl
UniRef90_D3PYW3	K00626	thl
UniRef90_D3Q096	K00626	thl
UniRef90_D3Q958	K00626	thl
UniRef90_D3QAA7	K00626	thl
UniRef90_D3RXC9	K00626	thl
UniRef90_D3RXF3	K00626	thl
UniRef90_D3RXI5	K00626	thl
UniRef90_D3RXY4	K00626	thl
UniRef90_D3S019	K00626	thl
UniRef90_D3S267	K00626	thl
UniRef90_D3S2U7	K00626	thl
UniRef90_D3S2U8	K00626	thl
UniRef90_D3SSM4	K00626	thl
UniRef90_D3ST92	K00626	thl
UniRef90_D3SY66	K00626	thl
UniRef90_D3SYS1	K00626	thl
UniRef90_D3UIL0	K00626	thl
UniRef90_D4GRI4	K00626	thl
UniRef90_D4GUH4	K00626	thl
UniRef90_D4GVK2	K00626	thl
UniRef90_D4H4E4	K00626	thl
UniRef90_D4HZT2	K00626	thl
UniRef90_D4IZ12	K00626	thl
UniRef90_D4J7N8	K00626	thl
UniRef90_D4JEP5	K00626	thl
UniRef90_D4JZK3	K00626	thl
UniRef90_D4KSU2	K00626	thl
UniRef90_D4LUY3	K00626	thl
UniRef90_D4LUY4	K00626	thl
UniRef90_D4M302	K00626	thl
UniRef90_D4MZK5	K00626	thl
UniRef90_D4YX92	K00626	thl
UniRef90_D4YXZ7	K00626	thl
UniRef90_D4Z0S2	K00626	thl
UniRef90_D4Z0T3	K00626	thl
UniRef90_D4Z0W1	K00626	thl
UniRef90_D4Z1Q0	K00626	thl
UniRef90_D4Z2T1	K00626	thl
UniRef90_D4Z724	K00626	thl
UniRef90_D4Z788	K00626	thl
UniRef90_D4Z881	K00626	thl
UniRef90_D4Z8D0	K00626	thl
UniRef90_D4Z8E1	K00626	thl
UniRef90_D4ZAM9	K00626	thl
UniRef90_D4ZXC1	K00626	thl
UniRef90_D5AMZ4	K00626	thl
UniRef90_D5AQD0	K00626	thl
UniRef90_D5AR97	K00626	thl
UniRef90_D5AST2	K00626	thl
UniRef90_D5AY04	K00626	thl
UniRef90_D5BF21	K00626	thl
UniRef90_D5BNN9	K00626	thl
UniRef90_D5BVY6	K00626	thl
UniRef90_D5BW04	K00626	thl
UniRef90_D5DEP8	K00626	thl
UniRef90_D5DFQ4	K00626	thl
UniRef90_D5DL95	K00626	thl
UniRef90_D5DM86	K00626	thl
UniRef90_D5E949	K00626	thl
UniRef90_D5EFK0	K00626	thl
UniRef90_D5G9Y3	K00626	thl
UniRef90_D5GEZ1	K00626	thl
UniRef90_D5H242	K00626	thl
UniRef90_D5MKS6	K00626	thl
UniRef90_D5ML89	K00626	thl
UniRef90_D5U0P6	K00626	thl
UniRef90_D5UKF9	K00626	thl
UniRef90_D5UP42	K00626	thl
UniRef90_D5URD1	K00626	thl
UniRef90_D5URL6	K00626	thl
UniRef90_D5UWM4	K00626	thl
UniRef90_D5UYU2	K00626	thl
UniRef90_D5UYU4	K00626	thl
UniRef90_D5UYV4	K00626	thl
UniRef90_D5V571	K00626	thl
UniRef90_D5VE84	K00626	thl
UniRef90_D5VGZ9	K00626	thl
UniRef90_D5VMV3	K00626	thl
UniRef90_D5VND5	K00626	thl
UniRef90_D5VUB9	K00626	thl
UniRef90_D5WAK0	K00626	thl
UniRef90_D5WHX6	K00626	thl
UniRef90_D5WHY6	K00626	thl
UniRef90_D5WX69	K00626	thl
UniRef90_D5WXA4	K00626	thl
UniRef90_D5X0Q8	K00626	thl
UniRef90_D5X1H2	K00626	thl
UniRef90_D5X6S4	K00626	thl
UniRef90_D6B0Z1	K00626	thl
UniRef90_D6B2X0	K00626	thl
UniRef90_D6GPX2	K00626	thl
UniRef90_D6RMQ8	K00626	thl
UniRef90_D6W7R3	K00626	thl
UniRef90_D6WAN7	K00626	thl
UniRef90_D6Y0V5	K00626	thl
UniRef90_D6Y4A7	K00626	thl
UniRef90_D6Y4Y3	K00626	thl
UniRef90_D6Y746	K00626	thl
UniRef90_D6Y879	K00626	thl
UniRef90_D6YBF4	K00626	thl
UniRef90_D6Z9U2	K00626	thl
UniRef90_D6ZBM2	K00626	thl
UniRef90_D6ZCL9	K00626	thl
UniRef90_D7A3Z5	K00626	thl
UniRef90_D7A5R1	K00626	thl
UniRef90_D7AV07	K00626	thl
UniRef90_D7AVE4	K00626	thl
UniRef90_D7B6X9	K00626	thl
UniRef90_D7BFE4	K00626	thl
UniRef90_D7BIK5	K00626	thl
UniRef90_D7BX97	K00626	thl
UniRef90_D7C0P2	K00626	thl
UniRef90_D7CDB4	K00626	thl
UniRef90_D7CH21	K00626	thl
UniRef90_D7CIV4	K00626	thl
UniRef90_D7CJV6	K00626	thl
UniRef90_D7CKL4	K00626	thl
UniRef90_D7CKM8	K00626	thl
UniRef90_D7CKP8	K00626	thl
UniRef90_D7CLS5	K00626	thl
UniRef90_D7CMS4	K00626	thl
UniRef90_D7CPV8	K00626	thl
UniRef90_D7CPW1	K00626	thl
UniRef90_D7CQW4	K00626	thl
UniRef90_D7DS32	K00626	thl
UniRef90_D7EBU7	K00626	thl
UniRef90_D7GI82	K00626	thl
UniRef90_D7GUE2	K00626	thl
UniRef90_D7GUN1	K00626	thl
UniRef90_D8GL62	K00626	thl
UniRef90_D8IBW3	K00626	thl
UniRef90_D8IC35	K00626	thl
UniRef90_D8IRV5	K00626	thl
UniRef90_D8ISR3	K00626	thl
UniRef90_D8IV46	K00626	thl
UniRef90_D8J0A6	K00626	thl
UniRef90_D8J3J2	K00626	thl
UniRef90_D8J5I4	K00626	thl
UniRef90_D8JB22	K00626	thl
UniRef90_D8JHA6	K00626	thl
UniRef90_D8JU19	K00626	thl
UniRef90_D8JX80	K00626	thl
UniRef90_D8PHR3	K00626	thl
UniRef90_D8PHS3	K00626	thl
UniRef90_D8PR34	K00626	thl
UniRef90_D8RD07	K00626	thl
UniRef90_D8RTG8	K00626	thl
UniRef90_D8TZN7	K00626	thl
UniRef90_D8TZN9	K00626	thl
UniRef90_D8TZP8	K00626	thl
UniRef90_D8UKX7	K00626	thl
UniRef90_D9PZE6	K00626	thl
UniRef90_D9Q090	K00626	thl
UniRef90_D9Q2A3	K00626	thl
UniRef90_D9Q2X8	K00626	thl
UniRef90_D9QFL8	K00626	thl
UniRef90_D9QGD5	K00626	thl
UniRef90_D9QIM0	K00626	thl
UniRef90_D9QL68	K00626	thl
UniRef90_D9QLZ1	K00626	thl
UniRef90_D9QS52	K00626	thl
UniRef90_D9STL4	K00626	thl
UniRef90_D9T064	K00626	thl
UniRef90_D9T4H5	K00626	thl
UniRef90_D9T5B9	K00626	thl
UniRef90_D9TBR0	K00626	thl
UniRef90_D9TPZ6	K00626	thl
UniRef90_E0RM95	K00626	thl
UniRef90_E0RVQ0	K00626	thl
UniRef90_E0RVR3	K00626	thl
UniRef90_E0SRL1	K00626	thl
UniRef90_E0TBL8	K00626	thl
UniRef90_E0TBZ4	K00626	thl
UniRef90_E0TEA3	K00626	thl
UniRef90_E0VC60	K00626	thl
UniRef90_E0VC61	K00626	thl
UniRef90_E0VWV0	K00626	thl
UniRef90_E1C0Q5	K00626	thl
UniRef90_E1QDE8	K00626	thl
UniRef90_E1QFK3	K00626	thl
UniRef90_E1QGC3	K00626	thl
UniRef90_E1QGG8	K00626	thl
UniRef90_E1QGG9	K00626	thl
UniRef90_E1QH59	K00626	thl
UniRef90_E1QLQ0	K00626	thl
UniRef90_E1QNX3	K00626	thl
UniRef90_E1QQD2	K00626	thl
UniRef90_E1QT74	K00626	thl
UniRef90_E1QU51	K00626	thl
UniRef90_E1QUM3	K00626	thl
UniRef90_E1QUU7	K00626	thl
UniRef90_E1QUU8	K00626	thl
UniRef90_E1QZ24	K00626	thl
UniRef90_E1RHL6	K00626	thl
UniRef90_E1SUN6	K00626	thl
UniRef90_E1T9P5	K00626	thl
UniRef90_E1TAH6	K00626	thl
UniRef90_E1THZ3	K00626	thl
UniRef90_E1VAH8	K00626	thl
UniRef90_E1VAR6	K00626	thl
UniRef90_E1VG92	K00626	thl
UniRef90_E1VI41	K00626	thl
UniRef90_E1VND7	K00626	thl
UniRef90_E1VP80	K00626	thl
UniRef90_E1VPP9	K00626	thl
UniRef90_E1VW27	K00626	thl
UniRef90_E1VWU2	K00626	thl
UniRef90_E1VXT0	K00626	thl
UniRef90_E1VZJ7	K00626	thl
UniRef90_E1WXM3	K00626	thl
UniRef90_E1WZP7	K00626	thl
UniRef90_E1X1Y4	K00626	thl
UniRef90_E1ZQ23	K00626	thl
UniRef90_E2A452	K00626	thl
UniRef90_E2A7A4	K00626	thl
UniRef90_E3D719	K00626	thl
UniRef90_E3DM80	K00626	thl
UniRef90_E3DP46	K00626	thl
UniRef90_E3G506	K00626	thl
UniRef90_E3GIR8	K00626	thl
UniRef90_E3GWZ7	K00626	thl
UniRef90_E3HAR3	K00626	thl
UniRef90_E3HH02	K00626	thl
UniRef90_E3HKC4	K00626	thl
UniRef90_E3HKD7	K00626	thl
UniRef90_E3HRD0	K00626	thl
UniRef90_E3HVC3	K00626	thl
UniRef90_E3HYU7	K00626	thl
UniRef90_E3I1B3	K00626	thl
UniRef90_E3I3E2	K00626	thl
UniRef90_E3I495	K00626	thl
UniRef90_E3I4Y1	K00626	thl
UniRef90_E3IUE0	K00626	thl
UniRef90_E3IVQ7	K00626	thl
UniRef90_E3IWL8	K00626	thl
UniRef90_E3IXL5	K00626	thl
UniRef90_E3J2F2	K00626	thl
UniRef90_E3J2N6	K00626	thl
UniRef90_E3J3F5	K00626	thl
UniRef90_E3J4Y6	K00626	thl
UniRef90_E3J6M6	K00626	thl
UniRef90_E3J850	K00626	thl
UniRef90_E3JAT3	K00626	thl
UniRef90_E3JAV5	K00626	thl
UniRef90_E3JCV4	K00626	thl
UniRef90_E3L3M4	K00626	thl
UniRef90_E3PXT9	K00626	thl
UniRef90_E4N5Y2	K00626	thl
UniRef90_E4N933	K00626	thl
UniRef90_E4NG74	K00626	thl
UniRef90_E4NH36	K00626	thl
UniRef90_E4NQ25	K00626	thl
UniRef90_E4NRA1	K00626	thl
UniRef90_E4NVJ8	K00626	thl
UniRef90_E4PFM4	K00626	thl
UniRef90_E4PGJ7	K00626	thl
UniRef90_E4PHI1	K00626	thl
UniRef90_E4PJZ7	K00626	thl
UniRef90_E4PNT0	K00626	thl
UniRef90_E4RQ93	K00626	thl
UniRef90_E4RZU8	K00626	thl
UniRef90_E4SMQ0	K00626	thl
UniRef90_E4SYX8	K00626	thl
UniRef90_E4TBM8	K00626	thl
UniRef90_E4TJR6	K00626	thl
UniRef90_E4TKN1	K00626	thl
UniRef90_E4TLI5	K00626	thl
UniRef90_E4TRW7	K00626	thl
UniRef90_E4U4F9	K00626	thl
UniRef90_E4WA04	K00626	thl
UniRef90_E4WA58	K00626	thl
UniRef90_E4WC63	K00626	thl
UniRef90_E4WD36	K00626	thl
UniRef90_E4WD40	K00626	thl
UniRef90_E4WFY5	K00626	thl
UniRef90_E4WK98	K00626	thl
UniRef90_E5AQL1	K00626	thl
UniRef90_E5S5K7	K00626	thl
UniRef90_E5T5J1	K00626	thl
UniRef90_E6K0V5	K00626	thl
UniRef90_E6N825	K00626	thl
UniRef90_E6N8C2	K00626	thl
UniRef90_E6P8H3	K00626	thl
UniRef90_E6RIU9	K00626	thl
UniRef90_E6RJH2	K00626	thl
UniRef90_E6S6C8	K00626	thl
UniRef90_E6S734	K00626	thl
UniRef90_E6SBB3	K00626	thl
UniRef90_E6SCQ8	K00626	thl
UniRef90_E6SMD9	K00626	thl
UniRef90_E6TXF0	K00626	thl
UniRef90_E6V6B3	K00626	thl
UniRef90_E6W698	K00626	thl
UniRef90_E6WTI0	K00626	thl
UniRef90_E6XEC0	K00626	thl
UniRef90_E7AAE9	K00626	thl
UniRef90_E8N5P3	K00626	thl
UniRef90_E8NCM5	K00626	thl
UniRef90_E8NCN8	K00626	thl
UniRef90_E8NCS3	K00626	thl
UniRef90_E8PN49	K00626	thl
UniRef90_E8QM06	K00626	thl
UniRef90_E8R0I3	K00626	thl
UniRef90_E8R876	K00626	thl
UniRef90_E8RCT0	K00626	thl
UniRef90_E8RDQ0	K00626	thl
UniRef90_E8RI60	K00626	thl
UniRef90_E8RKW4	K00626	thl
UniRef90_E8RM09	K00626	thl
UniRef90_E8RM64	K00626	thl
UniRef90_E8SJ65	K00626	thl
UniRef90_E8TKU5	K00626	thl
UniRef90_E8TN46	K00626	thl
UniRef90_E8TS88	K00626	thl
UniRef90_E8TSN1	K00626	thl
UniRef90_E8TTG3	K00626	thl
UniRef90_E8TUU6	K00626	thl
UniRef90_E8TVZ9	K00626	thl
UniRef90_E8U004	K00626	thl
UniRef90_E8U557	K00626	thl
UniRef90_E8U6Z6	K00626	thl
UniRef90_E8U7Q9	K00626	thl
UniRef90_E8VYT3	K00626	thl
UniRef90_E8W0D5	K00626	thl
UniRef90_E8WJN9	K00626	thl
UniRef90_E8WNV8	K00626	thl
UniRef90_E8WRL5	K00626	thl
UniRef90_E8X2V0	K00626	thl
UniRef90_E8YKS8	K00626	thl
UniRef90_E9DST4	K00626	thl
UniRef90_E9E9R0	K00626	thl
UniRef90_F0LHF5	K00626	thl
UniRef90_F0LXB4	K00626	thl
UniRef90_F0M0J4	K00626	thl
UniRef90_F0MAD8	K00626	thl
UniRef90_F0MBQ2	K00626	thl
UniRef90_F0NV29	K00626	thl
UniRef90_F0P1A8	K00626	thl
UniRef90_F0QD31	K00626	thl
UniRef90_F0RHG8	K00626	thl
UniRef90_F0RLC7	K00626	thl
UniRef90_F0RTC9	K00626	thl
UniRef90_F0SEC0	K00626	thl
UniRef90_F0SFM6	K00626	thl
UniRef90_F0T7Z1	K00626	thl
UniRef90_F1A0G5	K00626	thl
UniRef90_F1NT20	K00626	thl
UniRef90_F2F0M2	K00626	thl
UniRef90_F2F5X1	K00626	thl
UniRef90_F2F771	K00626	thl
UniRef90_F2F9Q8	K00626	thl
UniRef90_F2FAQ5	K00626	thl
UniRef90_F2G9F2	K00626	thl
UniRef90_F2GAA1	K00626	thl
UniRef90_F2HJN5	K00626	thl
UniRef90_F2I0S9	K00626	thl
UniRef90_F2I522	K00626	thl
UniRef90_F2ICE1	K00626	thl
UniRef90_F2IY54	K00626	thl
UniRef90_F2J0A6	K00626	thl
UniRef90_F2J111	K00626	thl
UniRef90_F2J1E3	K00626	thl
UniRef90_F2J2M5	K00626	thl
UniRef90_F2JZE9	K00626	thl
UniRef90_F2KA18	K00626	thl
UniRef90_F2KP59	K00626	thl
UniRef90_F2KS98	K00626	thl
UniRef90_F2L0H2	K00626	thl
UniRef90_F2L1W8	K00626	thl
UniRef90_F2L2W1	K00626	thl
UniRef90_F2L4K2	K00626	thl
UniRef90_F2L4K9	K00626	thl
UniRef90_F2L5X9	K00626	thl
UniRef90_F2LBI8	K00626	thl
UniRef90_F2LEJ0	K00626	thl
UniRef90_F2LF23	K00626	thl
UniRef90_F2LFU7	K00626	thl
UniRef90_F2LY44	K00626	thl
UniRef90_F2NMA9	K00626	thl
UniRef90_F2R3W4	K00626	thl
UniRef90_F2RF13	K00626	thl
UniRef90_F2RHW8	K00626	thl
UniRef90_F4AHZ4	K00626	thl
UniRef90_F4AK42	K00626	thl
UniRef90_F4B3A3	K00626	thl
UniRef90_F4B924	K00626	thl
UniRef90_F4BPR4	K00626	thl
UniRef90_F4BRW2	K00626	thl
UniRef90_F4BZK1	K00626	thl
UniRef90_F4CEC8	K00626	thl
UniRef90_F4DWL5	K00626	thl
UniRef90_F4FFX0	K00626	thl
UniRef90_F4FUM4	K00626	thl
UniRef90_F4FVC6	K00626	thl
UniRef90_F4FYP2	K00626	thl
UniRef90_F4G024	K00626	thl
UniRef90_F4G0A7	K00626	thl
UniRef90_F4G0U1	K00626	thl
UniRef90_F4G402	K00626	thl
UniRef90_F4G5P5	K00626	thl
UniRef90_F4G7P9	K00626	thl
UniRef90_F4GMD0	K00626	thl
UniRef90_F4GMU4	K00626	thl
UniRef90_F4GRH9	K00626	thl
UniRef90_F4GX35	K00626	thl
UniRef90_F4GYK3	K00626	thl
UniRef90_F4H0D9	K00626	thl
UniRef90_F4H585	K00626	thl
UniRef90_F4H623	K00626	thl
UniRef90_F4KW68	K00626	thl
UniRef90_F4KY66	K00626	thl
UniRef90_F4PMV0	K00626	thl
UniRef90_F4PY28	K00626	thl
UniRef90_F4RTZ2	K00626	thl
UniRef90_F5WVA9	K00626	thl
UniRef90_F5XJQ1	K00626	thl
UniRef90_F5XKD7	K00626	thl
UniRef90_F5XP79	K00626	thl
UniRef90_F5XW75	K00626	thl
UniRef90_F5XWE6	K00626	thl
UniRef90_F5XXW1	K00626	thl
UniRef90_F5YRQ1	K00626	thl
UniRef90_F5YS02	K00626	thl
UniRef90_F5YT71	K00626	thl
UniRef90_F5YTZ7	K00626	thl
UniRef90_F5YWN9	K00626	thl
UniRef90_F5YY26	K00626	thl
UniRef90_F5YZG5	K00626	thl
UniRef90_F5YZH8	K00626	thl
UniRef90_F5Z0D0	K00626	thl
UniRef90_F5Z295	K00626	thl
UniRef90_F5Z2C7	K00626	thl
UniRef90_F5Z331	K00626	thl
UniRef90_F5Z3Q5	K00626	thl
UniRef90_F5Z935	K00626	thl
UniRef90_F6A203	K00626	thl
UniRef90_F6ABT8	K00626	thl
UniRef90_F6AIC6	K00626	thl
UniRef90_F6AIP3	K00626	thl
UniRef90_F6AJ44	K00626	thl
UniRef90_F6AQ48	K00626	thl
UniRef90_F6AX49	K00626	thl
UniRef90_F6AXQ5	K00626	thl
UniRef90_F6B1Y8	K00626	thl
UniRef90_F6BAG5	K00626	thl
UniRef90_F6CBJ9	K00626	thl
UniRef90_F6CIN0	K00626	thl
UniRef90_F6CJH4	K00626	thl
UniRef90_F6CJJ5	K00626	thl
UniRef90_F6CJT4	K00626	thl
UniRef90_F6CLW5	K00626	thl
UniRef90_F6CLW8	K00626	thl
UniRef90_F6CU08	K00626	thl
UniRef90_F6D254	K00626	thl
UniRef90_F6EFK0	K00626	thl
UniRef90_F6EHB9	K00626	thl
UniRef90_F6EHU5	K00626	thl
UniRef90_F6EJC9	K00626	thl
UniRef90_F6EKP7	K00626	thl
UniRef90_F6EM44	K00626	thl
UniRef90_F6EN83	K00626	thl
UniRef90_F6ENL4	K00626	thl
UniRef90_F6EPI3	K00626	thl
UniRef90_F6EPK3	K00626	thl
UniRef90_F6EQG5	K00626	thl
UniRef90_F6EQL1	K00626	thl
UniRef90_F6ETY9	K00626	thl
UniRef90_F6EU57	K00626	thl
UniRef90_F6EUI6	K00626	thl
UniRef90_F6EUQ2	K00626	thl
UniRef90_F6EW85	K00626	thl
UniRef90_F6EYE2	K00626	thl
UniRef90_F6F144	K00626	thl
UniRef90_F6F1J6	K00626	thl
UniRef90_F6F1K0	K00626	thl
UniRef90_F6F1P9	K00626	thl
UniRef90_F6F1Q1	K00626	thl
UniRef90_F6F1U5	K00626	thl
UniRef90_F6F1Z6	K00626	thl
UniRef90_F6F210	K00626	thl
UniRef90_F6F2L3	K00626	thl
UniRef90_F6F346	K00626	thl
UniRef90_F6F3H0	K00626	thl
UniRef90_F6F3S6	K00626	thl
UniRef90_F6F3T5	K00626	thl
UniRef90_F6FPG3	K00626	thl
UniRef90_F6FSZ2	K00626	thl
UniRef90_F6G0V1	K00626	thl
UniRef90_F6G4F8	K00626	thl
UniRef90_F6GJK0	K00626	thl
UniRef90_F6ID63	K00626	thl
UniRef90_F6ID70	K00626	thl
UniRef90_F6IGP4	K00626	thl
UniRef90_F6IHL2	K00626	thl
UniRef90_F6IL80	K00626	thl
UniRef90_F6IQ18	K00626	thl
UniRef90_F6RDB9	K00626	thl
UniRef90_F6RL30	K00626	thl
UniRef90_F6S4Q0	K00626	thl
UniRef90_F7EQ19	K00626	thl
UniRef90_F7V2P8	K00626	thl
UniRef90_F7V3S2	K00626	thl
UniRef90_F7V3U2	K00626	thl
UniRef90_F7V4G6	K00626	thl
UniRef90_F7V739	K00626	thl
UniRef90_F7XEF6	K00626	thl
UniRef90_F7XFG6	K00626	thl
UniRef90_F7XKD8	K00626	thl
UniRef90_F7YUC1	K00626	thl
UniRef90_F7YZX5	K00626	thl
UniRef90_F7Z1J7	K00626	thl
UniRef90_F7ZDN2	K00626	thl
UniRef90_F7ZIH5	K00626	thl
UniRef90_F8A4I1	K00626	thl
UniRef90_F8AK73	K00626	thl
UniRef90_F8AY68	K00626	thl
UniRef90_F8B5V7	K00626	thl
UniRef90_F8CER3	K00626	thl
UniRef90_F8CR64	K00626	thl
UniRef90_F8D3B9	K00626	thl
UniRef90_F8D9R2	K00626	thl
UniRef90_F8E0U7	K00626	thl
UniRef90_F8E1B1	K00626	thl
UniRef90_F8E549	K00626	thl
UniRef90_F8E7L8	K00626	thl
UniRef90_F8EBR2	K00626	thl
UniRef90_F8FAQ5	K00626	thl
UniRef90_F8FAQ6	K00626	thl
UniRef90_F8GH86	K00626	thl
UniRef90_F8GU70	K00626	thl
UniRef90_F8GUD4	K00626	thl
UniRef90_F8GUW0	K00626	thl
UniRef90_F8GWA6	K00626	thl
UniRef90_F8GWT2	K00626	thl
UniRef90_F8GXD7	K00626	thl
UniRef90_F8GYK2	K00626	thl
UniRef90_F8GYL8	K00626	thl
UniRef90_F8HZG7	K00626	thl
UniRef90_F8I210	K00626	thl
UniRef90_F8I7E4	K00626	thl
UniRef90_F8IB43	K00626	thl
UniRef90_F8JA70	K00626	thl
UniRef90_F8JF62	K00626	thl
UniRef90_F8JJU8	K00626	thl
UniRef90_F8JRT5	K00626	thl
UniRef90_F8JST5	K00626	thl
UniRef90_F8JV43	K00626	thl
UniRef90_F8JXE4	K00626	thl
UniRef90_F8K393	K00626	thl
UniRef90_F8KQM0	K00626	thl
UniRef90_F8L1P2	K00626	thl
UniRef90_F8MIQ0	K00626	thl
UniRef90_F8N162	K00626	thl
UniRef90_F8NMM5	K00626	thl
UniRef90_F9T107	K00626	thl
UniRef90_F9T2S6	K00626	thl
UniRef90_F9T8M4	K00626	thl
UniRef90_F9VN18	K00626	thl
UniRef90_F9WXR2	K00626	thl
UniRef90_F9XC90	K00626	thl
UniRef90_F9ZDF7	K00626	thl
UniRef90_G0ADA0	K00626	thl
UniRef90_G0AFJ7	K00626	thl
UniRef90_G0AHP8	K00626	thl
UniRef90_G0AJB0	K00626	thl
UniRef90_G0EDF0	K00626	thl
UniRef90_G0EGR6	K00626	thl
UniRef90_G0ESQ6	K00626	thl
UniRef90_G0HAI3	K00626	thl
UniRef90_G0HC83	K00626	thl
UniRef90_G0HCR1	K00626	thl
UniRef90_G0HD31	K00626	thl
UniRef90_G0HHF6	K00626	thl
UniRef90_G0HI17	K00626	thl
UniRef90_G0HMW4	K00626	thl
UniRef90_G0HRY6	K00626	thl
UniRef90_G0HVB1	K00626	thl
UniRef90_G0IYK9	K00626	thl
UniRef90_G0LGT2	K00626	thl
UniRef90_G0LKV3	K00626	thl
UniRef90_G0RNE6	K00626	thl
UniRef90_G0S665	K00626	thl
UniRef90_G0TH29	K00626	thl
UniRef90_G0VCN0	K00626	thl
UniRef90_G0VP69	K00626	thl
UniRef90_G0WBL7	K00626	thl
UniRef90_G2HRM6	K00626	thl
UniRef90_G2HXE3	K00626	thl
UniRef90_G2IHN9	K00626	thl
UniRef90_G2IIW8	K00626	thl
UniRef90_G2IIX8	K00626	thl
UniRef90_G2IMN0	K00626	thl
UniRef90_G2IVM9	K00626	thl
UniRef90_G2J2D1	K00626	thl
UniRef90_G2J428	K00626	thl
UniRef90_G2KLR4	K00626	thl
UniRef90_G2KRE4	K00626	thl
UniRef90_G2KUT5	K00626	thl
UniRef90_G2LG89	K00626	thl
UniRef90_G2LK80	K00626	thl
UniRef90_G2MI39	K00626	thl
UniRef90_G2MI89	K00626	thl
