feature	s__Acidaminococcus_unclassified	s__Akkermansia_muciniphila	s__Alistipes_finegoldii	s__Alistipes_indistinctus	s__Alistipes_onderdonkii	s__Alistipes_putredinis	s__Alistipes_senegalensis	s__Alistipes_shahii	s__Alistipes_unclassified	s__Bacteroidales_bacterium_ph8	s__Bacteroides_caccae	s__Bacteroides_cellulosilyticus	s__Bacteroides_clarus	s__Bacteroides_dorei	s__Bacteroides_eggerthii	s__Bacteroides_finegoldii	s__Bacteroides_fragilis	s__Bacteroides_intestinalis	s__Bacteroides_massiliensis	s__Bacteroides_ovatus	s__Bacteroides_plebeius	s__Bacteroides_salyersiae	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Bacteroides_xylanisolvens	s__Barnesiella_intestinihominis	s__Bifidobacterium_adolescentis	s__Bifidobacterium_bifidum	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Bilophila_unclassified	s__Clostridium_bolteae	s__Collinsella_aerofaciens	s__Coprococcus_comes	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Eggerthella_unclassified	s__Escherichia_coli	s__Escherichia_unclassified	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_rectale	s__Faecalibacterium_prausnitzii	s__Klebsiella_pneumoniae	s__Megamonas_unclassified	s__Megasphaera_unclassified	s__Odoribacter_splanchnicus	s__Oscillibacter_unclassified	s__Parabacteroides_distasonis	s__Parabacteroides_goldsteinii	s__Parabacteroides_johnsonii	s__Parabacteroides_merdae	s__Parabacteroides_unclassified	s__Phascolarctobacterium_succinatutens	s__Prevotella_copri	s__Roseburia_hominis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Ruminococcus_bromii	s__Ruminococcus_gnavus	s__Ruminococcus_obeum	s__Ruminococcus_torques	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Subdoligranulum_unclassified	s__Sutterella_wadsworthensis	s__Veillonella_unclassified
MBS1441	0	0	0	0	0	0.00542515210150776	0	0.0283146995624624	0	0	0.00811130728437446	0	0	0.00462849234460395	0.0517573709179255	0	0	0	0.0374355461919462	0.249035335793096	0	0.00105027992001939	0.30448325824563	0.0036032214903709	0.0225556562641054	0.00477249615888986	0.00277943496452948	0	0	0	0	0	0	0	0	0	0	0	0	0.073780576103999	0.0379729385773311	0	0	0	0.00473165474097263	0	0	0	0	0	0	0	0	0.00312351130510617	0.00129936214781084	0.00143812212572219	0	0	0.00228812783343639	0.00209743370681549	0	0	0	0.00130268996704854	0.00429681969391324	0.00113266865690426	0.00120487225006162	0	0.00284589050627627
MBS1442	0	0.00186845224034581	0.00344183257521154	0	0.136050962744017	0.0940240620387924	0	0.0140842070409426	0	0	0	0.00147091780183039	0	0.0108847513542216	0.00366967290729109	0.0132221084871281	0.0367293353765271	0	0	0	0	0	0.00109044362743614	0.00627757150673426	0.0100471832393505	0.00181202213594507	0.00277486710155198	0	0.00215625586762043	0	0.00231545134998173	0	0.00136482112969233	0.00241932715933479	0.00235330696563518	0	0	0	0	0.0402795864349701	0.0329384235508366	0.0097984466074302	0	0.0149005760110478	0.0187379240586065	0	0	0.00335764168599827	0.00922768487168461	0.00297000018170696	0.0524224565568955	0	0	0.0772272730025863	0.0543470360567168	0	0.172190255257893	0.00129042222639475	0	0.0018946988005322	0.00463867571971096	0	0	0.0103966662830631	0.00640294930577848	0.00320995431079561	0.0314134984040072	0	0.00473265859483993
MBS1443	0.0209221569337585	0	0.0537249317058529	0.00101972550201442	0.0344772201855185	0	0.00543485420347207	0.0564367347625366	0.0187963692381152	0.0196527440982487	0.0159674239097105	0	0	0	0.0307706198265119	0	0	0	0	0.0145822874805109	0.00961883971998538	0.00992365282840826	0.0180081922576254	0.00595642104823688	0.023887700689741	0.0024810652083197	0	0.0578076844114239	0.0228785139388157	0	0	0	0.00601853887917545	0	0.0111797908909116	0.00399803736027795	0	0.00715277196513862	0	0.00120293763633243	0.0018718443280543	0.018276727742107	0	0.0285052950130833	0.0403703073930758	0.048786513479164	0.00154666305646886	0	0.00688180446117494	0.0035836820410156	0.00229927175203291	0.00416017199241777	0.028608149170347	0.0353205229409358	0	0.0111227397672274	0.0704602657670356	0.0105873914787307	0	0.00282924933083997	0	0	0.00169856293995486	0.00133031465670728	0.00626761820780026	0.0347814252890708	0.0132621062383124	0.00422684985988528	0
MBS1444	0.030753654613317	0.134387693345062	0	0.00339234694400214	0	0.00119927974244697	0	0	0.0730868906775981	0	0.10209071662746	0	0	0.00102370859611952	0.0248297766229909	0.00227015216470298	0	0	0.0994190126613066	0.01876390001634	0	0	0.106319131138866	0.0424659033429619	0	0.0461152677825121	0.00215848039572174	0	0.00900768222657076	0	0	0	0.00401764799374719	0.00107279954633471	0.00601891563568064	0	0	0	0	0.039381997679134	0.0117985636028538	0	0.00103851702325055	0	0.0180894065887967	0	0	0	0.00639166200353353	0.0114239915385053	0.0180648611136891	0	0.00141390050826376	0.0530622458034591	0	0	0	0	0	0.00323635132121091	0.00524796457661946	0	0.00475117227464845	0.0325934495429724	0	0.0148808464253522	0.0189257784389504	0	0
MBS1446	0.0894512791172455	0	0	0	0	0	0	0	0	0	0.0527349325032817	0.0230686401566711	0	0	0	0	0	0	0	0.00113205000202693	0	0	0.385901166131655	0.0210899818328699	0	0.0590788007103026	0.00869259769899736	0	0.00951956362110563	0	0.00201219667642239	0	0.00914311912112381	0	0.00188995408275636	0	0	0	0	0.117782619652513	0.0833591052761575	0.00433344770503635	0	0.00703271044637144	0	0	0	0.0158730440662609	0	0	0	0	0	0	0.00301249632749815	0	0	0	0	0.00189214818059139	0	0	0	0.00693867768201295	0	0.00637228699802698	0.00820070186055317	0.0357249278350774	0.00107082422434462
MBS1447	0.0122461765544036	0	0.0032485412849105	0.00385368765392546	0	0.0437917201773889	0.00219991256509927	0.0176521033058511	0	0.00845546563255956	0.0115387820177928	0	0	0.00571022950694916	0.0029208384512526	0	0	0	0	0.00759047665653986	0	0	0.0111384372023803	0.00123888152916866	0.00639361352858223	0.0378988683213506	0	0.0155275796882031	0.00130348609277398	0.00217712292376448	0.00144185177230666	0	0.00207446779828766	0	0.00210946617605181	0	0	0	0	0.268109956356819	0.117409281712218	0	0	0.00118506134940925	0.0107005505224474	0.0214767952107569	0	0.0043185352934731	0	0.00295451421590357	0.0100316135055891	0	0	0.045040775653582	0	0	0.309241799824133	0	0	0.001378773300755	0	0	0	0.00160748362986489	0	0	0.00479101339328908	0	0
MBS1448	0	0.0267870733100655	0.0171144895647005	0	0.00180849714622515	0.00178129867079036	0	0.135373158549886	0	0.0252958917105796	0.0716434034076869	0	0.019594789054165	0.137194046112698	0.0097394718479158	0	0.00102054723936985	0	0	0.0734778902082164	0.00129716580805109	0	0.00146096107122505	0.0404099837745984	0.00489310646581298	0	0.0286202505543704	0.127037027299311	0.00338439695993574	0.0046220283273129	0	0	0.00889702425509672	0.0135030357024314	0	0	0	0.0145466512783737	0.00111926763168872	0.00843465017270528	0	0.00189392050610923	0	0.0047458317580883	0	0	0.0080015900027269	0	0	0.00573797170089293	0.00325938470802991	0	0.0416923415238016	0.101341922410405	0	0	0	0	0	0.00110858971170321	0	0.00514363464509566	0	0	0	0	0.0207688565771001	0.00967479991743752	0
MBS1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180097981194547	0.00119718116862854	0	0.0129050241366842	0	0	0.023470700643886	0	0	0.235573895602664	0.0161749353602653	0.20556510445612	0	0.0129982435026357	0	0.00123579334315923	0	0.00166786255736684	0	0.00929096535224644	0.00276907362465523	0	0	0	0	0	0.00410898739623233	0.0011493998761354	0	0	0.0285518183023134	0	0	0.00901925382329296	0.0982018646522047	0	0.00325483311848732	0.0199500649835766	0	0.0138052277624184	0	0.0619013266389264	0	0	0	0.001256271039942	0	0	0	0	0	0	0	0.0103349203718138	0	0
MBS1450	0	0.375723071681482	0	0.00390564228968659	0.00816140163426422	0	0	0.00613438684928357	0	0.0564016408434673	0	0.00176151694312486	0	0	0	0	0.00754983550369131	0	0	0	0	0.00104923775397531	0	0.00143913393652527	0.111460204727886	0	0.0116854477120574	0.0258133136185412	0	0	0	0.00135562813418785	0	0	0.022558004395543	0	0	0	0.00571240419480517	0.159068633975646	0.0440910636341543	0	0	0.00111007046573868	0	0.010543493212699	0	0	0	0.00475416246058906	0	0	0	0.0601136508908854	0	0.00411061107724206	0	0	0	0	0.0108189105316809	0.00251742158779856	0	0	0	0	0.00280731324585232	0	0
MBS1451	0	0.134461843826449	0.00209938375664679	0.0184888153033059	0.0921056909961581	0.122954211622326	0.0055382733108847	0.0690869932522837	0	0.0623749230781348	0.0407305693904395	0	0	0.00302002260750531	0.00167970896623678	0	0	0.0130615195176042	0.0161984774974134	0.00313938151084136	0.0102108411409742	0	0.0237660541259303	0.00588090001056256	0.0252414796222442	0.0120376786369577	0.00545466149027366	0.0421108712937394	0.0336514352453714	0	0.00541164381445204	0	0	0	0.01009400674913	0.00294499412596666	0	0.00257015465965243	0	0.00936331214292047	0.00790020626268693	0.00400852032726555	0	0	0.0477549721263637	0.00128952047005192	0	0	0	0.0016011461686095	0.00129749792636626	0	0.00379656234240737	0.0134884649011108	0	0	0	0.00488291012759285	0.00343969739791532	0	0.00610164329541248	0	0.00207080628655871	0	0.00146088431012069	0.00506871417339516	0.0383822688006935	0.00207827884057468	0.00172676586044541
MBS1452	0.00832201703690554	0	0	0.00307115434315664	0.024255058953479	0	0	0	0	0	0	0	0	0.00476402171312797	0	0	0	0	0	0.0114535586780947	0.0053710303822961	0.00101201828612351	0.00170480321782366	0.00319283930049862	0.00684490528955305	0.00310878260926738	0	0	0	0	0.00800743664011952	0	0	0	0.0028032046739971	0	0	0.00211476924617534	0	0	0.00156440527867929	0	0	0.00854576360851026	0.0168482584535895	0.022946161739842	0	0.0136326601211691	0	0.012238492401265	0.00434697509706727	0	0	0.0110026263922838	0	0	0.357322667945218	0	0	0	0.00178279083387576	0	0	0.0010221334114221	0	0	0.00976918801337422	0.0132800468532604	0
MBS1453	0	0	0.0476955682373515	0.0265199980613815	0.0582964793880428	0.199273220004927	0.00747519174148522	0.0441412323959305	0	0.0456787991873958	0.00580888856578581	0.0239123542502191	0	0.0182513863141612	0	0	0	0.0133342622546941	0.0424776554024855	0.00771206668847613	0	0.00741390312561844	0.160993986243886	0.0162073554416617	0.00592490276616626	0.00211349803512938	0.00170790269750686	0	0	0	0	0	0.00481948634687539	0	0.00214883743472308	0	0	0	0	0.0117076401762527	0.00512905948731618	0	0	0.00700628839373342	0.0171736355962665	0	0.0043928893089229	0	0.01101963255102	0.00193215643035715	0	0.00641612042051866	0.00303757284964802	0	0.0494316414848202	0	0	0.00226868848420228	0.00384654219120433	0.0103960436027609	0.00910655939644344	0	0	0.00538441189180893	0	0	0.0232412085670782	0	0
MBS1454	0	0	0	0	0.0406777010348441	0.0129324987854594	0	0.00508487658602857	0.0120114154203017	0.00938276114136042	0.0122456968940552	0.00886112667998836	0	0	0	0.00887081273575078	0.00633225895468288	0.00689072060723498	0.0094775028742866	0	0.0391137057184556	0.00112388515768344	0.0518363399623959	0.00202549551490215	0.00913990347240054	0.00365446812203018	0	0.00303203814288042	0	0	0	0	0.00258617688856647	0.00210409382155763	0.00359766344084014	0	0.00134020706971085	0	0	0.146005283945211	0.0538362077880933	0.00746966423186803	0	0.00116797689068529	0.0222155742695982	0.0274409995605961	0	0	0.00596045566838577	0.00446063047142336	0	0	0.00135160836451453	0.0171167739784112	0.0316918663869145	0	0.0153285868296884	0	0	0	0.0127777236860891	0	0	0	0	0.00253562778505633	0.00432946513297391	0	0.00683240247983207
MBS1455	0	0	0.00694787662128059	0	0.0253379757099633	0.117462580784613	0	0.0017663206758981	0	0	0.0675427450423872	0	0.00704703092835091	0.0988863751113051	0.0538514526977559	0	0.0152829906989774	0	0	0.0559977794357043	0	0.010241604285927	0.185479359292963	0.00384599767279612	0.055334870857411	0.00258242112054416	0.001501977549086	0	0.00139626080597379	0	0.00156165470184187	0	0.00153150851127447	0	0	0	0	0	0	0.00199856938894287	0.00122902122496892	0	0	0	0	0	0.00336714491786496	0	0.00656202588963049	0.0044134433142927	0.0445796534131435	0.0133495329801376	0	0.0429581164824194	0.0668313359602218	0	0	0.00830968463803448	0.0368373118785424	0	0	0.00369167788774871	0	0.00527548081123194	0.00169997854903719	0.0023272038813528	0.0130121827523595	0.017872384407816	0.00123343036168456
MBS1456	0.0771535611835952	0	0.0028890758322317	0	0.00751331100463469	0.0623665633833726	0	0.0171769697413041	0	0.101074599102324	0.0709630426944922	0	0	0.0354848654269188	0.0661369087118501	0	0.0206942100395542	0	0	0.00910561544128789	0	0	0.109842253491689	0.00382176055344519	0.00236196527382265	0.0393340056326842	0.00731517428402732	0.00692119989758756	0	0	0.010655387364604	0	0	0	0.00199108593762246	0	0	0	0	0.00230469790942769	0.00171007874262604	0.00407622411603956	0	0	0.0247621784589018	0	0.0191044136626555	0.0113615106879921	0	0	0.014676434166044	0	0	0.00801816253272234	0.00398008182544949	0	0	0	0	0.0210612227836328	0.0971316156607431	0	0	0.00302879566105662	0	0	0	0	0
MBS1457	0.0129575537534239	0	0	0	0.122474026260566	0.0044588865572313	0	0	0	0.149875565481444	0	0	0.00323946504801689	0.0287205532892715	0.0224592967764289	0.00440148038465813	0.00132800293527362	0	0	0.0130774734092974	0.0429118290219459	0	0.0031561137369498	0.0135176214477632	0.0248923174606288	0	0	0	0.00783175456144136	0.0013559909980584	0.00415336722953317	0	0	0.00120358884596024	0.0194043077918767	0	0	0.0010697773049089	0	0.0102852044885498	0	0	0	0.0390898241123903	0.0440621996901292	0.0723997046748645	0	0.00610793504481359	0	0.0074031490452189	0.00608107059038878	0	0.0125948325455817	0.0508935342263364	0	0	0.0941339676204671	0	0.0092857037792465	0.00943146642739937	0	0.00565195434309361	0	0.00641130930200631	0.00121247556662548	0.0137785028797061	0.0112954305503801	0.0015604877195735	0.00265038782874738
MBS1458	0	0.00140410659597445	0	0	0	0	0	0	0	0	0.0843453858279083	0	0	0	0	0	0.0294708154191045	0	0	0	0	0	0.481959967085298	0.0192712093028085	0.0271069486895761	0.0213010097491106	0.00321758047504548	0	0.0125123649382819	0.0196211019005993	0.0285822232988148	0	0	0	0.00381948445125077	0	0	0	0	0.0840596049247862	0.0440757820391894	0	0	0	0.013632807526713	0	0	0	0	0	0.0519376298047607	0	0	0.024980678287617	0.0289935058683874	0	0	0	0	0	0	0.00137255477139695	0	0.00950092977077952	0	0	0.00117175210507625	0	0.00178988561405143
MBS1459	0	0	0	0	0	0.0686312974889288	0	0	0	0	0	0.00158346323413913	0	0.0954099993449196	0	0	0.00951104333784712	0	0	0.0276029359275994	0	0	0	0.0366669950454385	0.0505718067269213	0	0.017700856867341	0	0	0	0	0	0.00106030453089248	0.00178662873170693	0	0	0	0	0	0.398464998629966	0.152149926678286	0	0	0	0	0.041440629537325	0	0	0	0.00350473061653735	0.00112893200456322	0	0.0113935694044635	0	0.0663365034463168	0	0	0	0.00120289269832862	0	0.00153435735855068	0.00141179392316802	0	0.00184992298528303	0	0	0.00641666878821491	0	0
MBS1460	0.0101082368010806	0.055308912002604	0	0	0.175508562388158	0	0	0.0136821049273558	0	0	0	0	0	0	0	0	0.0261476213919883	0	0	0	0	0	0	0.023799879619637	0	0.0395541421438014	0	0	0	0	0	0	0.00164822877301727	0	0	0	0	0	0	0.253246535817623	0.155244399329994	0	0	0	0	0.0449010433641238	0	0.00153326674397094	0	0.00117945156719728	0.00943591693836128	0	0	0.023502480054646	0.00265264988998956	0	0	0	0	0	0	0	0	0	0.00235322098644524	0.00195080315131925	0.138516054300229	0.00468432218265914	0.00466473906561947
MBS1461	0.00145320762740751	0	0	0	0.00298229653267196	0.00313771112849663	0	0.0201561165990904	0.0800058513798219	0.00419741143396949	0.029895701792259	0	0	0.0177690011589141	0	0	0	0	0	0.00264742474362678	0.0996408421442183	0	0.00988982606550299	0	0.00110423490571244	0.00255409482968508	0	0.00696799108577587	0.00873486838047441	0	0	0	0	0	0.00442982320879606	0.0022518885105195	0.00157423217885582	0.0026292659886316	0	0.0798399878914581	0.0361739645248939	0.0273974020198216	0.00129901037828643	0.0461229333510795	0.10617596503131	0.00548861050424124	0.00392766769356624	0.00185067132612881	0.0103591132197359	0.00713223144520154	0.00350372670404192	0.00128927160465773	0.00512320360204774	0.00434065256275828	0.00173279158699809	0.0174315932309031	0.0464099228364503	0.00246634442146815	0	0	0.00289880683791759	0	0.00228232217810918	0.00168308326326827	0	0	0.0433302385674913	0.0103851847283044	0
MBS1464	0	0	0	0	0.0128668718481409	0.0559687603310274	0	0.0252310655118009	0	0	0.044182475600546	0.0124134758386091	0.0251395414726097	0	0	0	0	0	0	0.0219724074131253	0	0.0178247592238882	0.00109094643198562	0.0403371584682416	0.00306575358530337	0.0446823376607441	0.0369294469343118	0	0	0.00161947261434797	0.0012415085052485	0	0.00370481264576586	0.0517795743086189	0	0	0	0	0	0.0225606756606301	0.0145198362262808	0	0	0	0	0.00145161149191928	0.00769727227184691	0.052572413870096	0	0.0201020985858731	0.126607818385731	0	0	0.00751623571080938	0.117941799360599	0.00716140405117582	0	0	0	0	0.00729758377542294	0.0109397376558964	0	0.00202026744531162	0	0.00116275760119717	0.0161952290228159	0	0
MBS1465	0.0132998500653607	0.0244650960515924	0	0.0073502435154463	0.00104076943338044	0.177413270145745	0	0.0502508246201847	0	0.00546978317371243	0.00844916103594274	0	0	0.0063694520040911	0	0	0	0	0.257991066949288	0.0079949553484702	0	0.00511245707893491	0.025817953994494	0.00520496539934673	0.0209230439547693	0.010684711007565	0.00394166770950314	0.028936297652332	0.0450896736011649	0	0	0	0	0	0.00691382788959142	0	0	0	0	0.00509761508467104	0	0	0	0.00613015026095987	0.0514487565407703	0.00113083797391326	0.00173631001388336	0.00813686921143163	0	0.00622459007377589	0.0214291966221654	0	0	0.0106356104375003	0.00562115118370495	0.00475767242153134	0.108639026739276	0	0	0.0047887796149885	0	0	0	0.0334019080908489	0	0.0012766148216831	0.00584083303030928	0	0.00137461264682265
MBS1467	0	0.00465921727829361	0	0.0176547418799921	0	0.143532880962038	0	0	0	0.0228309056236224	0	0.0657774537854123	0	0.0546478288248456	0	0	0.00287187969570702	0	0	0.0324173037907513	0	0.0118870281658175	0	0.0297185854282201	0.202056742512549	0.00473412528760413	0.0079804435284961	0	0	0	0.00175201510665155	0	0.00342739668074288	0.0011285937066716	0.00883731807402373	0	0	0	0.00276692728157819	0.104298034811721	0.0743718790866988	0	0	0.0418531754296857	0	0	0	0	0	0.0156127373660233	0.0191428534308071	0.00332285027208457	0.00516225805626505	0	0.0677290205808233	0	0	0	0	0	0.0136263556015154	0.00127485717742561	0	0	0	0	0.0300424762923256	0	0
MBS1468	0	0	0	0	0	0	0	0	0.00356166356326549	0.118106596268071	0	0.00556377196129965	0.015748159702656	0	0	0	0.00181602568588672	0	0	0.0809287873596441	0	0.00214167043214474	0.00233088823346423	0.0189817513538529	0.0267768977503814	0.0692547266020204	0.00178305668362581	0	0.0250701956578813	0.00242332279808529	0.00846403284117153	0	0	0	0	0	0	0	0	0.170338193193499	0.0757112910539927	0	0	0	0.0573446239693142	0.0665899008057786	0	0.0706120179497002	0	0.00172146735118136	0.00396922515563189	0	0.00210071200909054	0.0515860719517123	0.0347881630359637	0	0	0.0045613524815141	0.00266169070706981	0	0.00962472375819118	0	0	0.00340349325794017	0	0.00239106171918582	0.00209868937091503	0	0.00875074180255087
MBS1469	0.0222906901177401	0	0.0122953378888949	0.0172886916778454	0.00444274037468968	0	0	0	0.050430859573239	0.0853940994663708	0	0	0	0	0.0440378859455265	0	0.056488217340763	0.00942541547717965	0	0	0	0	0.00364082187239071	0.0377362405124956	0.0198663231858691	0.00979123676478515	0.00227039044328753	0.0117102475726329	0.0510602918637562	0.0323024163324916	0.0532226750211285	0.0022418122442836	0.00602125363710976	0	0.0362235282990276	0	0	0	0	0.115260961671652	0.0577194190387758	0.0074743686099503	0	0	0.0113036438729257	0.0121585490004241	0	0	0	0.0037776107608615	0.00449643891231985	0.00101966200431826	0	0.0201175265721315	0.0225849133551721	0	0	0	0	0.00370001230591487	0.0155947468998756	0	0.00257702129736887	0.0170888476883695	0	0	0.0803086038685322	0	0
MBS1470	0	0	0	0	0.0031932541613548	0.0249134349726732	0	0	0	0.00256266664521811	0.0798738824967727	0	0	0.00965265405759741	0.0108593363548985	0	0.00215356897252038	0	0.0915581503838621	0.0654512038671745	0	0.007503810469844	0.139851080001769	0.0390665655903514	0.00545269186067555	0.0433086540897702	0.0101523383616789	0	0	0	0	0.0025185295406926	0	0	0	0	0	0	0	0.188373944831636	0.0870193680451385	0.0193209923710171	0	0.0178742203115135	0.0262200541307906	0.00113017128011679	0	0.00644612860285453	0	0	0.0145555926436819	0	0	0.00452913048898684	0.0217715568031465	0	0	0.00483065025315998	0.00701186775357219	0.0139459174686415	0	0	0	0.00895802249685309	0	0	0.00224405506380275	0.006881668322227	0
MBS1471	0	0	0.00162834348464298	0	0.00627741714282493	0.0301668347422625	0	0.0113855193797638	0	0.00575124556800861	0.012582013609392	0.00640365000198308	0	0.00390949405990846	0.0102505309531225	0.0124798394849538	0	0	0	0	0	0	0	0.00622466912193269	0.104306392717874	0.02113494413441	0.00581224805018551	0.00778888953537651	0	0	0	0.00250361837330338	0.00168280279628936	0.00124088712507381	0	0	0	0	0	0.438557615435118	0.210662207110071	0.00134044398129982	0	0	0.0185941806853256	0.0188025555006824	0	0	0.00295217787921146	0	0	0.00168008486391514	0	0.0273279040453101	0	0	0	0	0.00207468837898688	0	0.00346808170950296	0	0	0.00330742170693804	0	0	0.00407891184456809	0	0
MBS1472	0.0287019663092473	0	0	0	0.0671492594134528	0.081722368945943	0	0	0	0.00638054225552083	0	0	0	0.0065568266064291	0.0564527864565044	0	0	0	0.09895016698439	0.010193526215264	0	0	0.0540169860395343	0	0.00258364854365041	0.0787592334241606	0	0.00682712253138661	0	0	0	0	0.00155721216519888	0	0	0	0	0	0	0.312649808809401	0.100817344113327	0	0	0.0099218135389215	0.0154313572822337	0.0181173155151885	0.00138285054831315	0.0186491032672108	0	0.00147483819181235	0.00193214529959333	0	0	0.0068968469388354	0.00336782043526246	0	0	0.00124512207438309	0	0	0	0	0	0.00379517337090288	0	0	0.00156014686449643	0.0029066678594364	0
MBS1473	0.0307083813902884	0	0.00359844303185732	0	0.00378001726190384	0.0823245618775434	0	0.0795856113745344	0	0	0.0109919315782187	0	0	0.0103839049473316	0	0.00328346732667458	0	0	0.060391033073993	0.00449344752746645	0	0.0170316421917162	0.17566925904024	0.014159701946519	0.07291121442177	0.0362276615575754	0.00296653588998907	0	0.0429442611375049	0.00128625372939984	0.0300164641712562	0.00473091450519736	0.00262098901342095	0	0.00528922438261931	0	0	0	0	0.00247564728279414	0	0	0	0.0108900276736008	0.029342148535749	0	0.0705040177415727	0.0142081835011402	0.00871237211188637	0.00220328593772436	0.00940923012629393	0	0	0.00652586429179102	0.00618155261406675	0	0	0	0	0	0	0	0.00122552311957703	0.00977145218725409	0	0	0.0491443417342295	0	0
MBS1474	0	0	0	0	0	0.0229307747436779	0	0.0785230075869029	0	0.00945319123504168	0.0220827644711233	0	0.0139208042934114	0.00693528562977144	0.0145923937301508	0.0180210504655382	0	0	0.026805779219764	0.050319479069317	0.0801764611836335	0	0.140467096606295	0.00339658021978465	0.10863811486923	0.00299471594883695	0.00698804040228792	0	0.123712362420244	0	0.0673147871223885	0	0.00516008249111465	0	0	0	0	0	0.00357249670787019	0.00336288979144717	0.00379642709981395	0	0.0106391144864303	0.0274952225661313	0.00966733728103113	0.00158102926275962	0	0.0209475786013328	0.00728318469365162	0.00254352646993407	0.00445903914696642	0	0	0.00885644700137536	0.00629728575182359	0	0	0	0	0	0	0.00677823174677306	0.00321219068984178	0.00915824868276982	0	0	0.00494129644601285	0	0
MBS1475	0.0100429269043919	0	0	0	0.0146976673879562	0.137853500370736	0	0.0174681019587375	0	0.00523773857690968	0	0.0015768071798059	0	0.0496826322541689	0	0	0	0	0.0109391125080671	0.0976085497447517	0	0	0.119523954984298	0.00374687256925401	0.00526983953482868	0	0.00427105276818446	0.083373095516705	0.0554351035961911	0	0.0369650657262034	0	0	0	0.00289233694262553	0	0	0	0	0.00942325651418339	0	0.0107138978760848	0.00251890934354252	0	0.0571733298333808	0.0137910184973643	0	0.00102926235960529	0.0051871490925943	0.00351149940628466	0.00479543613773465	0	0	0.0271954033053625	0	0	0	0.00221395024331205	0.00493785874217273	0.010841387439972	0.0932660825037284	0	0	0.00196831696404581	0	0	0.0101651340321658	0.0511103121990853	0
MBS1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391707998142986	0	0	0	0	0	0	0	0	0	0.112318223793562	0.16370010967204	0	0	0	0	0	0	0	0	0.0069043304805679	0	0	0	0	0	0.0572232194549435	0.0178075204203846	0	0	0	0	0.00198483977401623	0	0	0	0	0.00832202990405766	0	0	0	0.106371277112833	0	0	0	0	0	0	0.0162361468623922	0	0.0015330055086422	0.00883939275897979	0.0204738979131214	0	0	0.028505138390525
MBS1478	0	0	0	0	0	0	0	0	0.111118254579114	0	0.115998048122827	0.0249171206793337	0	0	0	0	0.00133019423190112	0	0	0.156803247762636	0	0	0	0.0169516507950881	0.00761101301419135	0.139043278348752	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128351015931946	0	0	0.00239557708657179	0.0901724996604337	0	0	0	0	0	0.00411805838527439	0.0172953421570255	0	0	0	0.21711906953814	0	0	0	0.00916577373316632	0.00183063944099848	0	0.00293103535010539	0	0	0	0	0.0151478748182692	0	0
MBS1479	0	0.00577133162644566	0.00790873863850369	0.00207963925497539	0.298227406959634	0	0	0	0	0	0.260243544024677	0.0169802928270794	0	0.119464024095909	0	0	0.00541605487957086	0	0	0.00288062499672347	0	0	0	0.0464771346547262	0.0144696637614089	0	0.0840040979821813	0	0.00882616724138696	0.00305705357420102	0	0	0.00377637808865949	0	0	0	0	0	0	0.00326927194882402	0.00360428461337139	0	0.00355800991790728	0	0.017014772011935	0.026949313985201	0	0	0	0.00279462866724441	0.0132798294349003	0	0	0	0.0239092983707678	0	0	0.00274321233895095	0.00204374864149995	0.00232180007960457	0.0121607681720427	0	0	0	0	0	0.00379704543630686	0	0
MBS1480	0	0	0	0	0.00339329991660944	0.0753825428372352	0.0014318572095523	0.0185839940547675	0	0.00517576047247255	0.0257977310104979	0	0	0	0.0153430558454562	0	0	0	0.0154477225907742	0.0169995734678876	0.26212183088153	0	0.0216374799716452	0.00605796601658333	0.0199047310780574	0.0147559943895398	0.00402432543896003	0.0132691820969448	0	0	0	0.00279474326901068	0	0	0	0	0	0	0	0.00399740249001985	0.00172679962771713	0	0	0.00797322628688167	0.00890463931819396	0	0.012036877381597	0	0.00535081005809105	0	0.00102972717070057	0	0.0109089369065229	0	0.128397257690939	0	0	0	0	0	0	0	0	0	0	0	0.00413040387448461	0.0704688525681166	0
MBS1481	0	0	0.00196037091212903	0.00425477347446204	0.369957479463249	0	0	0.0150105724643689	0	0.00158644887185242	0.0201872571760646	0.0602404322748311	0.00319314513866595	0.00106374373526964	0.0218520765617465	0	0	0	0	0.116488199143303	0	0.00583094754887152	0	0.0859888732002358	0.0153058217908911	0.0122705257462752	0.0281061040053276	0.00137500965780593	0	0	0.00154746508155419	0	0.00518796684222132	0.00354671905067319	0.00235333154766756	0	0	0	0.00966384992832322	0.0178220390980219	0.00137057739224231	0	0	0	0	0	0.0100564076306287	0	0.00655199656942645	0.00254623583299344	0.0282685868315577	0.0118116855271319	0	0	0.00628606063560904	0	0	0	0	0	0.0134545450516122	0	0.00130550367510365	0	0	0	0.0183263100391923	0.00249435817923739	0
