Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MBS1533,MBS1558,MBS1559,MBS1563,MBS1567,MBS1579,MBS1587,MBS1592,MBS1594,MBS1605,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,290.5616607353,402.1271142354,504.4313057028,272.8294190139,604.756130368,217.1638710913,340.2546774432,287.141926453,196.2999447269,132.6066657953,346.2666396914,248.6742618824,86.5354053072,303.711618025,322.6658876488,79.3077944897,358.0141960437,476.7932152256,79.8337727567,180.6677728435,363.6253432603,140.2890730413,265.5467514731,440.1617418256,565.200921408,310.2609155505,219.5596296766,235.4786590702,310.2626373296,243.4153709928
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),103.8880918945,257.8594288113,120.1863706827,58.772252054,808.5526021369,120.8291168054,112.0054993896,4.737683451,145.0369737228,26.6399393844,159.7671531781,135.3105432988,530.7985757351,43.7190135787,89.1069538641,48.2582605304,260.7619681994,125.806550198,0.0,61.871468484,60.7765396304,41.9791935537,270.3645853031,154.0978178621,259.376695011,0.0,3.0308049328,104.0056369574,113.1231138645,42.424997386
PWY-6823: molybdenum cofactor biosynthesis,7.2100947387,5.9072693812,0.0,4.223785663,669.7689321587,0.0,32.8896347468,11.6272994284,30.2596949151,2.4759189191,0.0,0.0,2.4047730637,18.7607016407,5.4522007431,10.5878647558,4.6930864543,5.3072201288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0435400958,29.1632023181,0.0,1.1948191244
PWY-6263: superpathway of menaquinol-8 biosynthesis II,13.6945160708,0.0,41.9828933409,5.3578224031,0.0,0.0,85.0229468928,0.0,0.0,0.0,0.0,0.0,0.0,35.2946362205,12.3890048994,5.5265239619,0.0,14.5290690266,6.5040965003,0.0,19.610724833,0.0,0.0,14.7843890814,0.0,0.0,0.0,17.1368786412,11.1631058889,2.7278905903
PWY-5838: superpathway of menaquinol-8 biosynthesis I,66.2932541918,6.6455809583,69.9681095635,50.879778543,690.8263370072,0.0,239.911198754,238.758407904,158.7886625347,5.9608262815,16.6970004591,197.1298480105,40.7264502462,57.3518444826,92.4705901101,39.4832607298,55.5292458544,53.3514625741,3.6071485323,0.0,24.9455546855,0.0,0.0,30.675462144,0.0,9.3420707817,130.3545821045,165.311067884,28.3330616673,18.6803153922
PWY-5667: CDP-diacylglycerol biosynthesis I,1166.0103012661,825.1883698093,790.4846670153,862.8763195544,1235.6315622262,1004.715762082,810.7378450777,717.3441200788,842.2302632856,692.7242695733,598.566891223,555.8664839417,608.6995376979,527.4578719798,242.2336613603,371.8444975578,938.4253264329,847.6732144222,757.9319096457,843.635354101,690.6220984613,416.9365894433,878.5822814458,834.5419724499,1228.0322097972,620.970808621,709.1504619419,674.5608589848,590.7005865674,150.8132387378
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),0.0,0.0,0.0,0.0,0.0,58.7178565595,0.0,0.0,0.0,0.0,0.0,13.6898070756,0.0,0.0,0.0,0.0,7.3075051412,7.2858977272,0.0,0.0,15.7531133311,0.0,0.0,87.0142227798,7.3439910001,0.0,0.0,3.4589688652,0.0,0.0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome),44.7101805045,1.0962489959,19.9778417271,46.5491158411,68.9287063999,32.9132686823,0.0,4.1490483571,20.7561074586,10.5633030332,3.9801456843,49.5805525164,33.229652765,10.0153396099,75.9782619881,16.626090984,0.0,41.6545749113,4.1528353751,34.8584794765,67.1359467521,16.627122901,22.2995375162,23.151750606,2.1019983096,0.0,0.6016485911,62.5389690898,5.2701579719,53.1824087299
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),1023.9083156288,763.1132754088,816.4143177074,729.8155545581,1157.7258071718,855.6876193708,697.215618677,513.536829847,655.8382525137,491.2593928171,678.7289231211,332.9065767284,707.6430315719,286.2384446843,337.6629819834,301.4727631966,897.2512300757,881.8372851394,797.9231333104,712.2981170736,616.517867662,464.2654449396,963.5646615411,930.3536056353,1365.0759286867,693.540865871,947.8898672045,742.1136277283,300.515922357,292.6080791956
PWY0-862: (5Z)-dodec-5-enoate biosynthesis,55.5920542866,25.4835274877,54.8567641079,45.4622852539,1004.9130952215,8.0627452809,180.4752561628,254.9705173646,114.1044665858,14.1358885827,18.8758220508,124.5910117763,9.2513030989,76.1752116738,157.7870047468,52.764668177,26.2925736733,22.984415459,46.5165270243,0.0,11.0182285833,0.0,0.0,6.3844667447,15.1599679911,30.5978300522,29.0901117883,116.4585099526,12.2022054822,52.3385341636
PWY-5941: glycogen degradation II (eukaryotic),0.0,18.3151910108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3706716244,7.7512533759,1.9776374463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0622106977,0.0,0.0,0.0,0.0,0.0,0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing),1080.916071409,1085.3129120802,1315.2314793313,1051.2464714912,1226.3618332128,1080.5907353602,890.4663771376,813.9840138602,1088.9282121969,1212.119009512,1099.2441377355,704.075752908,828.8068076104,692.6420104022,415.2173468527,646.9144498513,1137.947920037,1044.05976337,1218.4378468077,834.1320500732,778.3495446384,528.015323433,1895.0992397785,1518.2592162537,2149.9665319996,776.3019778322,1070.0949537688,1035.6350956668,1182.9674212039,404.9083715225
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),646.263247197,18.7258196585,120.6547843242,311.3299920237,611.9350094645,312.8119422271,116.0264589803,124.9934206,27.2891381685,66.3196630301,30.012767763,121.588669913,38.6450379335,71.9006183167,135.6936393144,27.5571290451,14.4924106791,99.0794711889,459.2553898321,447.1162706292,393.7291922066,140.1184515358,535.5877134694,320.6950300306,161.5026396701,32.9482149106,90.4737830209,186.2223652604,70.4746991371,59.91874812
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5997473224,16.8484313954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3545677596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9674744417,0.0
PWY-7446: sulfoglycolysis,5.9876008667,9.7951673175,0.0,1.7482593858,651.0958112634,0.0,57.1763664428,10.9134491091,34.4801293825,2.6191302753,1.7420085358,0.0,1.4838545868,16.537516493,7.4678977963,2.9902027095,2.9894958535,6.4529014661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3995921754,45.2938750109,0.0,3.1190212885
PWY-6876: isopropanol biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6401348627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0119461773,0.0
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",261.9431517843,6.7362646022,411.0176388862,407.7941963753,711.4047632169,286.301022205,204.616593392,173.6135320581,62.8507324936,125.1688236493,33.301035761,192.3598197079,36.2350808243,194.2443262471,190.1132684918,122.0616514435,273.6254879701,293.9580948795,532.8547449333,177.3778700229,262.9285223237,187.028002374,839.9346538836,535.441236573,555.9703037297,38.5616361049,236.4221127953,187.7367189462,302.8614329021,199.4367448351
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",58.7281098369,32.1576256265,68.1630309548,0.0,0.0,5.5935852402,47.7208678785,0.0,0.0,0.0,1.6024665515,21.9919620026,0.0,57.5398810916,0.0,0.0,33.938003839,19.9381814901,0.0,12.4867203855,7.8833977701,0.0,15.494710617,31.3562288555,10.1833524476,0.0,23.0034332141,52.3260540755,38.9163334774,0.0
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I,183.0206334553,99.6411016831,127.9372243658,124.5067709548,920.1207619258,0.0,437.3980357973,405.4397667863,489.7782957818,108.7703316538,62.4145526507,288.1545129658,188.2207181974,247.6819187867,173.6760184703,82.5290485739,113.5006382315,222.8838778726,21.6852412822,0.0,41.3088701328,0.0,0.0,21.0520198521,0.0,27.6596836338,260.342109236,459.5695372377,86.3353370465,64.6278221686
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,322.4620144815,538.924989079,80.5076204014,111.990137325,160.9219413946,118.5315322054,445.222624656,502.5917560142,802.7608455704,511.4829905074,375.1841028622,361.1496825555,588.1812803168,287.984057731,190.6796087573,246.4217068861,471.9494045004,233.2338803702,82.5333511591,59.1540491096,317.6901354171,105.7489021931,60.0666924315,77.4447221455,82.2607704527,330.3637351103,438.6954224223,51.8195302711,236.6297305239,85.8589810487
PWY-4981: L-proline biosynthesis II (from arginine),135.5356593579,103.2628816407,386.7828326537,430.8309895145,430.3615141072,423.7463143932,114.7855597574,27.5537389091,15.8750230176,8.8512066297,15.447414928,20.5094245339,3.4136329659,29.5945160577,137.7223326516,86.4278711628,414.549371853,247.5457280106,32.3621319017,379.0557883734,145.7255637473,179.9919092509,604.2741549309,936.0004114408,1015.3153739301,38.8497341316,123.7257104929,274.0843765828,624.6712576789,208.272570474
PWY-7279: aerobic respiration II (cytochrome c) (yeast),4.3618332694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4000625028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5920: superpathway of heme biosynthesis from glycine,0.0,0.0,0.0,0.0,0.0,3.7464688042,32.4371531703,37.7800456839,0.0,4.1194340549,3.1935422503,0.0,4.6648307528,17.2839223898,37.2655273505,14.0689775549,0.0,15.2108038009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2528366857
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism,0.0,0.0,0.0,0.0,0.0,0.0,92.1058305357,0.0,0.0,0.0,0.0,0.0,0.0,16.6504967905,0.0,26.287706576,0.0,24.5842852381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6609: adenine and adenosine salvage III,748.1313000005,815.5070913763,569.3723253481,499.6721777635,1040.0358123787,721.1900772958,477.8395214367,508.7251727622,757.4638940812,377.9127690115,250.9061936381,307.9988077163,610.1507771843,357.4442475782,278.4387894725,107.7341629706,554.1812209464,621.1000109614,731.6980001113,513.2724201594,582.421776143,266.2013708473,718.7448239746,850.4521155367,903.3113055084,246.3844958027,445.7690280492,330.141260969,295.7600335821,120.165038363
FUCCAT-PWY: fucose degradation,28.9869881834,11.5206342015,31.0995885618,44.1791421533,716.5380124313,70.2193864532,83.3964746115,88.7986371066,52.5312792002,7.0707229668,5.6250568934,34.7467529501,9.3555903323,19.8535657171,65.7865916497,10.9508467827,8.3110644443,11.4489665563,2.9642810201,28.4692059595,69.9874822769,5.3870992158,107.6651375472,24.055029452,5.8660611564,0.0,36.5123236816,48.2566603495,7.2285072282,49.8781379701
PWY-1861: formaldehyde assimilation II (RuMP Cycle),0.0,0.0,9.7250166105,185.2556192875,0.0,8.3277296212,0.0,0.0,0.0,14.7494197155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0072928097,0.0,0.0,0.0,8.5281059189,0.0,0.0,0.0,17.2297590716,81.782494771,26.9432325407
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",119.5876553587,31.7256455839,449.0204851597,68.5003596555,1006.2252841763,134.9668852526,161.1689902992,138.440757732,77.3470012513,47.3274951243,51.1973807199,80.2688051704,37.5656358775,73.9330909583,161.6390594545,66.2488073633,27.688320226,53.9826815644,570.7575778739,93.5769729697,254.2755842387,60.6717969762,312.682118989,180.5281789138,85.9620132191,14.9300233771,52.5353386074,124.8147306838,19.0096389359,39.5960468377
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,13.1974176428,12.3784141055,0.0,15.8671910658,223.7708766037,0.0,41.7749309813,45.9773903756,26.2086131514,5.9382624897,0.0,0.0,0.0,24.4835779372,3.1315043269,10.7345863195,4.3057778051,3.0251790968,0.0,0.0,6.5051309444,0.0,0.0,0.0,0.0,0.0,22.274162387,49.8199735821,2.9537612476,9.4377548553
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast),831.4328372131,418.8768745114,1074.0447950437,821.9465154707,1180.0756507911,928.0481689731,340.7100510908,300.6655281399,158.0907345378,240.5765486154,224.1753163267,265.5737971704,131.762092442,389.8563410474,215.1783689645,126.0236926803,606.2751280586,796.9290888081,964.6060547767,667.8176532821,609.1858055925,389.3096268187,932.1083423362,966.8603217862,1103.5972891941,124.9758832106,446.7496800221,699.7634179174,262.4292653921,187.2766936221
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),164.2325502329,121.9322631427,81.0030089747,61.202533708,1269.2187207845,372.8249457912,249.4320818943,194.4726911248,73.3561142428,218.0001953602,167.8495112667,205.6610339122,136.7932427769,217.2658494702,142.7241840604,68.8551835188,190.9554186402,218.9029445713,21.8710853576,67.4950418763,92.5648146195,43.54546391,28.7988684689,29.6602236393,91.4807000818,39.8947944553,431.5582460705,273.5271490253,56.8956891061,36.7709955897
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis,0.0,7.3499830758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6398696402,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),105.6485088921,16.1655876111,70.8187296705,111.802691771,613.2787948257,14.9559632825,215.349829588,133.5759344948,32.9094778911,54.4687682613,22.235689176,156.2072878836,42.298748332,105.309489998,127.1097518349,91.691128194,45.9031703286,97.3350940138,3.3454087526,11.0420183813,110.9116214909,0.0,0.0,27.6667399856,15.9983042576,23.7314098667,63.3594683323,82.0052764477,47.0015592093,87.44953282
PWY-5686: UMP biosynthesis,1571.64810699,1113.9817853189,1430.8130419761,1157.0323792905,1361.8399941416,1358.2267263151,1084.2661747271,913.8703795957,1055.6368815077,1320.9689176449,1260.4072022568,803.1109920611,870.1572257557,882.6718798194,472.5045800455,627.5343671312,1184.8268011915,1148.7216599475,1305.4316988486,1061.9030533485,1055.7661753872,560.9675347207,1491.6606616622,1519.7912322501,2004.2493512258,759.8624010545,1055.1453952432,1536.2553785976,1110.7033670541,418.3847643282
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast),10.2945718498,22.1466477809,0.0,11.9977508214,1048.1111015361,0.0,89.4625272231,61.0386907882,70.4381750801,6.7223492506,0.0,4.0294747061,5.7993466888,37.1789758258,15.4883116534,7.0905351676,10.5893558856,8.4276786565,0.0,0.0,11.5835384602,0.0,0.0,0.0,0.0,4.8790483653,48.8817325127,66.2224366002,2.5184253183,2.7910437703
PWY-6123: inosine-5'-phosphate biosynthesis I,859.1077930062,819.2204722593,754.7843640008,545.7581502927,1155.8821555689,692.2484312072,438.0189403353,494.0502918248,690.8783684377,298.3730710187,286.9725371748,379.0653575013,633.4497801604,305.4226177866,246.4384430831,257.5834088085,627.8883661166,590.9801225232,698.1329208933,638.0655391504,569.6156014677,332.0318323515,653.5658996629,1034.535048466,1026.5881886148,205.5348240084,411.7881209927,575.0462781533,503.7596328095,271.0866723166
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,163.3038968584,171.3117475013,239.5138214225,99.8899433785,251.4854527655,138.956440485,166.1170823957,197.3189949569,196.1682871866,99.2839080567,338.0071904887,114.7083161685,198.224998636,182.8559555976,291.0608093944,55.3818748916,233.9736509019,333.7424345451,210.5630617552,70.4013406433,168.8691125187,103.6496813765,103.8482787168,299.5963643063,244.6142623865,355.5112893831,456.0474306642,147.3995345632,134.0081318165,136.8292815206
PWY-5913: TCA cycle VI (obligate autotrophs),3.261458505,11.1215204588,300.9471265921,241.8206434156,705.3186936994,3.6252005184,313.0264518451,99.7339129809,37.0450957566,5.4566615638,4.7608725762,0.7942837777,0.8024509385,36.0310906775,86.7421258041,14.4260010278,4.9877194262,45.054411818,0.7445987591,1.670800665,3.2899433646,0.0,61.4507664662,227.654743444,173.2199945166,3.1152804157,9.7922134134,31.5370517757,524.0975154992,99.1843020449
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),183.2561106028,33.3534245789,70.7675542718,152.0473432649,1067.1049622782,167.4311957735,201.0040843681,162.5856101664,85.3115587777,54.6460622456,113.8878960718,122.8073523259,16.6036136983,187.4604651028,163.8405414646,52.2118287013,87.0003323127,122.3467137077,228.3648545215,78.7955328927,148.587196511,34.7554173358,17.6476474957,91.2675031602,7.0285750582,23.3121729818,87.1420989645,139.2916227331,105.2755979866,70.837601299
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),39.2179534015,8.2726876288,46.9921710895,43.2243176799,229.6811643696,4.4667198656,76.6976353432,35.0654818372,2.3622499331,0.0,5.6837345826,43.6750319479,8.4028606093,34.7038005758,51.5135827688,13.9459156867,27.6116938649,47.2351846001,0.0,2.2838310787,44.0287068495,0.0,0.0,18.3868856004,12.7629705207,14.7545141927,22.8719635663,14.389796909,32.2104491596,39.0216940113
"PWY-7013: L-1,2-propanediol degradation",131.092112929,5.1472943926,60.4821202094,117.198705823,400.2238605009,0.0,203.8825158403,123.5670394206,5.8555613585,5.0666954168,10.4246634091,106.2045218598,38.4899386976,74.9010281493,195.9486228685,96.3724336284,54.8108717329,52.2386447998,3.7775895179,0.0,6.2128656149,0.0,0.0,11.1960398871,11.0892985803,1.2914384425,40.1243627134,32.9275459946,19.121296335,0.0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,163.3038968584,171.3117475013,239.5138214225,99.8899433785,251.4854527655,138.956440485,166.1170823957,197.3189949569,196.1682871866,99.2839080567,338.0071904887,114.7083161685,198.224998636,182.8559555976,291.0608093944,55.3818748916,233.9736509019,333.7424345451,210.5630617552,70.4013406433,168.8691125187,103.6496813765,103.8482787168,299.5963643063,244.6142623865,355.5112893831,456.0474306642,147.3995345632,134.0081318165,136.8292815206
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation",9.4892472006,1.0105701957,0.0,3.3129504431,24.4537717221,0.0,0.0,0.5769617397,18.7142257415,0.0,1.2958389044,0.0,0.0,6.2851289955,26.8483686752,0.0,0.0,2.1653791553,1.4928197823,0.0,1.4896166838,0.0,0.0,0.0,0.0,0.0,0.2424830262,13.2035110733,1.66114695,0.0
CENTFERM-PWY: pyruvate fermentation to butanoate,0.0,0.0,0.0,4.5636854143,0.0,0.0,0.0,13.369471554,0.0,0.0,0.0,0.0,0.0,0.0,7.4257166449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALACTUROCAT-PWY: D-galacturonate degradation I,779.4164931802,35.0914744616,355.2158310288,332.8265294593,1033.3036740506,551.4329065139,164.0432830219,133.8372449364,52.461627484,80.4516127026,85.0752677317,133.0278463408,95.3248268817,40.088465859,200.8052771077,57.7185117946,402.7312970356,483.3083275637,373.6885017019,462.836124931,426.8074721699,278.1034074527,328.5583255671,473.9285329734,743.0745259808,13.5922906846,100.5469753591,401.9840667167,95.132972834,45.6603946949
PWY490-3: nitrate reduction VI (assimilatory),3.3490449105,0.0,0.0,13.6989336593,2.0958707023,6.5998499982,0.0,0.0,0.0,5.8569096025,0.0,1.0415401818,0.9322546805,32.4557839247,0.0,0.0,0.0,0.0,0.0,2.3611506146,4.7745959223,0.0,0.0,24.0268513559,0.0,0.0,0.0,6.3103476375,0.0,7.4018579061
PWY-5189: tetrapyrrole biosynthesis II (from glycine),6.4362362786,15.2805478645,30.6430016984,56.3686294342,893.7518081934,4.8047615651,68.6058562849,26.7915085329,42.7351523448,3.0538673531,17.8015196697,0.0,2.9537588655,25.2483581933,98.4577013447,13.8646661164,12.5626610065,33.7308669578,3.3659724031,5.8454449873,11.9651826669,0.0,7.1201754494,9.1391155213,4.4874239449,2.9028597401,46.8249802983,64.726431085,67.1501445629,52.5343756181
PWY-5103: L-isoleucine biosynthesis III,1393.6629967658,588.5972164438,1356.6964870234,1009.5496600301,1036.2447087331,913.3499148978,301.5647433256,211.9866335154,73.5827414686,161.8508471423,160.7096567101,283.8055774689,165.1459018801,93.4284019718,290.3275633423,93.3626080865,895.6285222786,918.5069397862,1114.110832204,976.3457722704,885.6019042001,514.9481118696,1371.4532943633,1365.7385551871,1630.1223959598,134.227893581,560.8232085431,776.3156827555,789.8736195797,428.5753680971
PWY-5871: ubiquinol-9 biosynthesis (eukaryotic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8452078336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METSYN-PWY: L-homoserine and L-methionine biosynthesis,365.897438029,83.6968954319,641.4069525055,601.3045202372,755.7578674525,501.1826068162,231.4835775487,167.3896342869,47.7904935821,196.7177891066,28.7383755165,202.6581762126,36.6088766062,479.3426541212,177.4202869818,133.744750061,257.8307123877,374.597390115,508.8055459622,292.5880678566,390.1709806747,226.6829861517,855.5172198679,823.3637756934,808.7457208797,42.6576212404,260.2945720715,179.6742545627,249.960778615,204.8703065389
PWY-5840: superpathway of menaquinol-7 biosynthesis,66.2932541918,75.3640114161,115.3703720427,41.2345491129,662.2949749718,0.0,216.234559549,223.7111232213,142.6240855518,0.0,0.0,183.0293837004,27.721088735,51.1435838446,73.3273101331,39.0307850929,41.8695662042,31.0116067877,4.1300064482,0.0,31.4489184727,0.0,23.0518323477,62.6396556851,0.0,9.3420707817,111.0011965322,153.3082391422,24.1532903975,34.4866601175
PWY-6305: putrescine biosynthesis IV,159.502256583,16.6060819651,366.3395267639,236.6553305191,872.9746626171,299.8360699061,108.6383051024,87.43201603,25.6125657739,31.9690560273,31.8961537716,93.3786882996,50.6298607146,37.9755261534,127.2144595505,40.4824202524,39.5213483425,208.509970887,376.7447865427,161.2092292602,178.6370819755,104.3002435096,191.4420925551,201.9826631197,412.6169331888,51.2744887155,63.2399470405,174.0428079461,81.806234042,84.9748522835
PWY0-1533: methylphosphonate degradation I,4.7942138232,11.8189571267,0.0,10.1557780608,851.8257870191,0.0,61.2740192737,19.5655634208,45.1889974001,2.8190401699,3.4541219263,2.1730845881,1.233870303,27.7034853004,1.8925353129,30.063696388,5.7577264153,8.4387131942,1.2026458208,0.0,3.3754229259,0.0,0.0,0.0,0.0,0.0,25.3685298764,55.8066601601,6.5519761517,11.7703150921
PWY-7242: D-fructuronate degradation,918.1757962547,36.4715730441,430.8985831487,404.0652339679,1359.1479595986,645.4208131255,220.1956316944,94.2028775276,56.5815495273,138.8352823002,111.0834949804,127.6400776607,123.2314524295,53.1563771114,122.9090667635,54.2510020152,407.190077887,500.9654934023,375.5875948374,497.305514333,498.6066813555,330.2964423074,420.3858690231,528.5317065666,858.8487868279,0.0,138.7785034551,429.4929381333,114.5322212709,70.4847320671
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,1282.4294642534,889.7457321664,1226.3374376887,1129.3831581194,1251.5193897744,1048.5847500021,639.5899200771,455.8396909793,306.6528516315,534.8649181536,523.3016601171,491.0235046759,242.366925154,529.2031772988,377.3961888178,221.055113649,883.6867607758,1049.8630425322,987.1073677243,916.6675372388,826.3778951403,482.6011788559,1310.2573282559,1250.4585164345,1576.0277639115,497.124614083,728.5573209629,945.5468799673,945.2716267681,350.0304011384
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens),50.5004214821,0.0,0.0,188.7830466266,1.9010808525,71.6931377831,0.0,8.1578865507,0.0,28.6492428009,0.0,8.1773518232,2.52050581,169.9648142371,0.0,0.0,61.5209281097,56.0711470262,107.3788445411,96.9663380691,105.7722055797,11.2296530976,96.5402933081,24.3005206569,22.5991199652,0.0,35.9243224356,5.7177080475,0.0,12.2486185179
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,10.0513484392,21.9899827395,0.0,6.0098916323,896.2497334797,0.0,115.234643936,24.0814025676,57.55965506,13.8009225946,13.6744416988,3.3428160235,4.8348966466,34.0337326042,27.1926581657,10.2750569096,10.8545502405,24.9769979685,0.0,0.0,12.3258654383,0.0,0.0,0.0,0.0,0.0,38.7967888556,104.0230013831,5.4635543565,2.0319040443
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,17.1287500233,0.0,9.4846532279,16.4836866262,762.0121131068,0.0,8.0901414766,60.8030123523,33.1315613274,3.3858961397,0.0,35.601013401,7.7265117697,26.2628714813,53.0357655782,6.0291266591,9.1477086851,14.7854727658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3564894035,13.922622702,87.0082069272,3.8622507081,2.1709843355
NONMEVIPP-PWY: methylerythritol phosphate pathway I,1034.1764711513,973.4487561789,1232.5167367271,977.5204423151,914.970725009,944.3272161039,811.8305294049,815.2340067089,752.3977082413,867.2573245111,1000.7883785132,604.9391437041,776.41831644,661.7107542359,361.5891888972,521.4776426596,1119.0311006585,926.8621746864,810.8146927524,753.139462746,730.9448196171,449.8007312226,1799.3358962161,1098.582101384,1663.6344571657,719.1246551677,1020.3674019292,1067.2373532693,1155.304833876,383.3693109263
PWY66-399: gluconeogenesis III,105.4151249269,159.1483847811,0.0,75.6416244681,9.5205304417,44.1768054115,165.9721740871,0.0,34.3938250418,34.0615136509,0.0,23.8313924728,0.0,248.1697953746,108.6374355657,33.5835480109,0.0,101.0739013735,0.0,26.1531581492,138.8425257996,0.0,30.098333224,46.8281836865,19.6871684757,17.5429314682,85.4592222606,34.7564943629,83.1877390458,34.7776405399
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,64.8213147304,37.9482108815,68.4466723419,49.021793329,926.1214962996,8.0546465262,192.2263487439,246.1398364118,148.9808247808,19.3685396581,9.299461839,163.3291133833,16.2676880347,81.1706827134,148.1429001442,59.0636836096,37.4439527496,35.0410237967,34.3601617798,0.0,16.5181881293,0.0,0.0,8.255864324,13.1181110843,9.6314099428,53.4656966243,110.8499711057,15.4195692848,43.3683936309
PWY-7391: isoprene biosynthesis II (engineered),0.0,0.0,0.0,0.0,0.0,0.0,7.3842299492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059581717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6167: flavin biosynthesis II (archaea),0.0,0.0,0.0,14.5585746504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1904252386
PWY-7664: oleate biosynthesis IV (anaerobic),63.2921537201,29.5404929039,62.8191322098,49.185983295,1007.4092070933,6.8172950204,203.2169604623,284.1613068553,130.5834895798,15.4962739754,7.536478105,140.2259581775,10.7721802161,86.6366426811,172.8019767646,60.0065428598,30.4263557391,26.6064339674,50.8207171284,0.0,12.7895974873,0.0,0.0,7.4331646223,13.3968031278,35.3532795234,33.6811672295,130.986200932,14.1405398905,56.6625013044
