Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,249.2355635581,91.6755152136,240.8225888398,146.3396576111,3723.5924224946,41.2519018153,117.9448338079,108.977693528,84.7207172399,27.7661921938,74.0834697648,0.0,19.7053309957,51.8813640452,49.3923770468,44.7736403681,252.3860697103,405.6671986372,63.8529374216,193.797512271
SO4ASSIM-PWY: sulfate reduction I (assimilatory),328.6094279972,93.9710270655,341.338917121,295.0749089031,3216.3157553653,44.9501214901,227.9940838456,204.6275669499,6.7906335938,17.3253981605,296.6797307604,0.0,11.1654021202,84.5831583508,52.1379164962,112.4379170761,298.6788797574,248.8581755221,88.4614308115,184.0450944089
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),2269.2175815737,2891.7606377181,2523.3657094288,1812.7710196071,5315.0794372618,1874.9208697811,2181.3267964632,2064.8742013424,230.6752560262,1764.9081257603,1613.4249867331,1364.4291535219,3702.0886085981,4290.1963980532,4975.1443447429,1043.3287798585,1309.2445663237,3589.1381354526,3250.6028540217,1403.4618611063
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,208.7291288904,135.3097877426,240.7565839631,143.2495778382,2392.9204328844,0.0,130.039985256,153.3925953813,0.0,0.0,50.3986566692,0.0,14.2280788058,61.3905735308,0.0,0.0,271.7270414404,445.0214156472,49.8852296776,24.4713524156
PWY-6305: putrescine biosynthesis IV,650.3855798708,47.375263963,1452.4763873074,863.5014421883,3560.1833083654,1245.9903259584,160.9730282126,847.5627966456,1417.7570542005,679.9269481033,788.356413388,433.4020801401,706.6863868405,863.0888798389,1616.2889786078,245.2769289068,301.0911513082,642.2935628605,333.8788881874,406.7379183891
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",433.5234384522,233.4463134946,290.8305633885,437.3291084382,729.8602196762,549.0260507731,520.0385803486,762.9838130813,31.9359309923,341.047986803,690.3004666963,430.2996857824,938.080370448,1674.111859377,802.7848013619,68.0880324688,995.3151472621,539.4638675078,694.7485198235,242.9346451709
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate,0.0,0.0,0.0,18.7249359403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7199: pyrimidine deoxyribonucleosides salvage,1478.34751733,166.4760723277,630.857590186,859.9172553182,3045.9962684387,1023.9312675808,1042.4087983728,1255.3046327599,932.0264934769,1217.014628002,1105.8759294714,792.0455105994,1559.1983206884,997.6520140118,483.9932257624,125.6265918607,235.5936647256,1092.4752313865,356.7936694649,212.3176828601
UNMAPPED,3988030.9282441484,3506633.250004242,4274962.011372681,4884683.421001419,4014274.8230865146,4653696.826693889,3578917.719632413,4253052.579324336,4053962.6483257287,4918294.01083656,4599859.589997073,2813755.21285449,3128375.8694091733,4876283.005301744,2958733.311207959,3094904.486639001,3165283.3019425725,3966668.4152111625,3907640.7721079653,3461426.619966581
PWY-5198: factor 420 biosynthesis,0.0,0.0,0.0,145.8247221483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.2532153281
PWY-5656: mannosylglycerate biosynthesis I,0.0,23.9158568497,0.0,9.4725943806,272.9271546373,2.0013497502,2.2428297627,11.3199867812,0.7180971391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0484497233,20.0947575019,0.0,0.0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,59.9282397797,2.4155420738,29.9350791673,41.990656006,2313.882530545,0.0,32.3404654402,28.7973800578,1.3124818071,0.0,0.0,0.0,0.0,0.0,5.7364506912,4.6739304385,28.787056382,279.4997888516,14.6010391461,6.2654844795
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis,2418.07587008,3076.6613984283,2095.113612185,1923.1355610026,3957.3342828134,1549.4729410423,2792.5951449251,2388.355665178,1211.1154585264,1347.590094182,1857.4572601172,1189.2995452461,2416.6583646553,2355.87693559,2771.0087218701,2359.4020022231,3071.6152990361,1050.3024033307,2004.4478146386,784.3409735941
PWY-7399: methylphosphonate degradation II,45.1173188258,55.2535231834,20.2040351092,0.0,22.7770125128,0.0,0.0,57.0128973065,9.1179300665,0.0,6.94159807,0.0,1.4415321,0.0,10.7665532377,0.0,137.6538807132,0.0,0.0,11.0951109784
PWY-5747: 2-methylcitrate cycle II,25.6959424995,0.0,0.0,27.4953363657,254.9723504185,3.5207755557,14.6456109495,18.351333525,0.0,0.0,2.635955755,0.0,0.0,0.0,3.7682637272,0.0,0.0,30.6069942429,6.7562169521,10.0025461746
COA-PWY-1: coenzyme A biosynthesis II (mammalian),4254.1451030624,3846.6941308497,5045.2975660704,3741.1008748832,5675.917331199,4220.6346577904,5096.9655616429,4201.2454523667,4760.3834905727,3418.639504794,3484.9101044308,2396.6261170528,6498.7318123691,5606.3356886828,7709.6382139968,2999.4931524112,4162.9282808011,4213.0380643722,4773.3850241215,1799.7880440431
PWY-5177: glutaryl-CoA degradation,2285.8440981777,0.9937988528,1059.3482086844,1387.6927307393,936.9378499555,1887.9296748312,898.1849851335,1326.3416672162,1206.0061924166,1483.1242539645,1487.7493687805,837.5165004781,1072.2542860534,1372.0835299696,1520.5802669781,0.0,159.130864651,998.2076806224,276.874571393,245.9598292709
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,4.6449948024,495.1496259449,176.3802956779,497.1919585852,118.0097548931,165.3404886467,38.1853347579,216.4828746764,110.8926206749,30.239248684,39.117001791,21.0320481781,11.5628427472,33.5914242537,4.1906836447,0.0,502.2388971287,622.2729900413,21.1335048724,10.0723738671
PWY-7400: L-arginine biosynthesis IV (archaebacteria),2502.5651962609,2925.373306731,2756.8266818827,1988.7026908576,5241.6051309603,2046.6017258391,2354.9771009988,2243.1198561853,267.0038481814,1929.7354641049,1780.2042886392,1456.2818681731,3953.0658435216,4473.0701495155,5293.2366263919,1113.3146989081,1404.6058742735,3617.6220545022,3410.0694956103,1438.7158313225
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate,59.9282397797,2.4155420738,29.9350791673,41.990656006,2313.882530545,0.0,32.3404654402,28.7973800578,1.3124818071,0.0,0.0,0.0,0.0,0.0,5.7364506912,4.6739304385,28.787056382,279.4997888516,14.6010391461,6.2654844795
PWY0-781: aspartate superpathway,1043.185627882,51.2868424704,1576.0657968292,1553.42389781,2551.7122644916,1146.195900577,1108.8206239387,1215.297739769,2193.695921329,811.3850816719,1141.2057477928,754.0789765728,2884.1546829177,1827.4979003694,1355.9700932777,191.4779633755,989.7725509041,722.1827709197,1412.3836335068,753.0688964851
PWY-6353: purine nucleotides degradation II (aerobic),359.135397851,94.6109998687,0.0,474.8621918713,5241.6223390477,853.3169443535,119.3580428772,277.0650560516,16.1746971215,504.5356923811,515.5003486763,190.1130435309,956.7951861868,403.8912211602,64.7829928141,15.6275979041,352.0229511799,607.5834657458,374.5650044812,157.4759737529
PWY-4242: pantothenate and coenzyme A biosynthesis III,578.1224582223,1506.7102644254,703.818691915,724.944615598,3189.9325612307,642.4406834469,540.0691004652,611.34897703,83.1651593467,520.4016898442,782.2077269913,359.0152821967,425.0070170913,829.8663701653,352.9891341989,30.5486935845,1251.3480548533,744.8373380853,243.6262102768,492.2216148349
P108-PWY: pyruvate fermentation to propanoate I,185.9705408463,0.0,13.130640183,58.1161765966,0.0,19.224171293,0.0,87.2111707189,0.0,20.9091954455,286.705495667,0.0,148.3962867292,105.918432742,24.430240593,0.0,0.0,251.5172900875,20.0799407928,99.0003775285
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia),0.0,0.0,0.0,0.0,0.0,0.0,3.143914783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7116658146,0.0,0.0,0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),619.0532430447,860.2679021897,600.759039152,409.1941357939,4652.8577057988,1752.4019134819,915.8831623128,543.07057144,173.9516635481,236.3141894696,512.1378826328,260.3866675123,151.8640660181,130.3287614381,415.478145954,218.4254244802,1618.0215936518,1154.1369531231,359.3341235692,265.9964135148
FAO-PWY: fatty acid &beta;-oxidation I,247.205571362,1.4498275271,131.6380113214,330.326106781,491.056658428,147.3999415792,17.535279991,197.7024300183,10.1318039585,147.2716517621,280.4330111273,64.9942652242,138.1797704827,122.586957736,23.521030249,0.0,14.9876110985,348.257236661,31.3702147244,262.9825914599
LACTOSECAT-PWY: lactose and galactose degradation I,118.3516887583,91.2791145832,793.5786254324,391.5657216344,375.883376462,172.7933736542,616.3387026915,458.9429529914,17.8865391929,225.840764503,181.6931208973,376.616305463,1925.998990129,1686.7524617506,136.7755989529,39.8255926357,271.8888354327,112.9514675512,110.2663039896,29.0438518129
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,26.1245605036,58.8145710102,0.0,36.9241004099,3826.4784084438,0.0,25.1500425325,49.0740868002,3.6948116637,0.0,53.705986079,0.0,1.9025633295,0.0,4.8107455952,3.7433996123,150.6262837616,376.2194701959,16.4715424081,33.6395354356
PWY66-399: gluconeogenesis III,542.3966892184,664.0540156321,53.3319120466,297.6333040953,14.3852404842,188.0629357512,135.0698156097,412.4703547715,64.6114541914,112.6856159543,585.9926721265,12.8922866936,119.5017665729,209.533874519,95.6301113446,172.5463009894,402.7238073441,115.4798001708,393.8687182797,166.4265387755
GLUDEG-I-PWY: GABA shunt,202.3824330588,67.9023826555,89.8141351904,172.7084298891,535.6950560299,6.1492900607,110.4177572794,97.2678860759,0.0,11.4672134017,319.5435960119,1.6313372399,13.1908618349,33.7310909853,33.7577118406,60.5107115824,298.9023237377,38.7936479693,139.4396472711,45.6327358558
PWY-5973: cis-vaccenate biosynthesis,1915.4404643587,2625.1787804616,2425.7356820374,665.6450109493,3646.7734069126,2396.4000687764,2355.4677619533,2012.7957526433,594.9817221672,594.6758275204,1592.958473192,688.1282075389,1596.2999954212,2144.5587511856,1190.0946574572,2162.956848049,2532.6691078098,3406.5610325958,1349.7327734313,466.8949695905
PYRIDNUCSAL-PWY: NAD salvage pathway I,281.7525936253,142.3265205715,650.590641415,937.3589980402,3002.0035750706,293.7155382703,540.8266525144,472.371557745,69.0255051541,180.0294611052,317.4293932637,461.8252897521,1206.7265505321,667.8634884684,281.744473094,26.3132449379,409.5162665765,505.4112718215,563.5409611008,317.8858642269
PWY-7664: oleate biosynthesis IV (anaerobic),285.2344343056,72.238575527,273.0345459437,163.6034519597,3973.5073519528,40.860414496,116.5548455759,105.9132896158,166.9645668346,27.3598213705,73.499561889,0.0,19.0728187322,66.3497053261,59.5316931222,133.7063215247,223.4434866972,514.8754574836,75.3109447653,273.9665242866
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3323314011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5488619187,0.0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),1115.3239178849,524.914520924,1739.4363163222,1605.0304950699,3394.4515102074,869.1267174493,933.6528665319,1087.3590512945,1364.3432202405,942.6882522469,1424.9412957342,346.4163831272,1153.3989896137,881.7953991246,1178.4892966523,298.5003323862,541.1200267134,659.533432313,589.867652818,528.4207834261
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens),195.5622663888,0.0,0.0,777.0364814865,12.4544635061,218.9301756277,256.25044594,228.5861558632,463.5900338917,393.0497710093,442.9092719071,55.9080287398,359.1691263001,114.0549124734,105.8211910329,0.0,114.2687620532,23.5281485616,0.0,52.542648943
PWY66-389: phytol degradation,0.0,0.0,0.0,0.0,2.7984022008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5877091887,0.0,0.0,0.0,0.0,0.0,1.4888311526
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),4174.04768491,3081.9766251627,3247.4970382457,2909.1594774969,4766.6869240757,3406.8778578154,3718.3900827905,3440.6214380728,3147.4833732569,2828.3467304573,2817.7919252361,1956.3319168026,3904.8263718676,3718.3078542808,5656.9510460398,2838.1033625533,3691.5009613312,3054.9664375694,1294.0959605062,1137.0311028765
PWY-5384: sucrose degradation IV (sucrose phosphorylase),31.8467339202,42.266601253,0.0,23.5612965212,1918.3545067634,2.5209369808,19.1138311308,22.0929566484,2.7147273727,16.5487535834,157.2752825945,83.7798153895,2.7130116485,229.5351933349,11.2393438165,26.2631313564,99.3495504689,168.5534888844,35.0350436652,22.6815147817
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,625.628433772,45.2073315984,1794.5949403462,523.0478227822,2304.6391131286,273.2448880377,247.7220945143,159.2424743601,335.4130676264,310.0103388994,528.5523503588,130.7507881368,80.1146549458,421.5358770412,90.3869018226,18.0821887178,327.8057500158,594.786028723,131.6514772756,193.1159639522
PWY-6124: inosine-5'-phosphate biosynthesis II,3482.2903678239,2926.8003298855,2038.9269651803,2088.3043821762,4294.0345372195,2470.0569502279,2248.1722572911,2116.5286198602,2246.3034547127,2352.200835587,2551.1794622569,1336.5753078059,1897.3456460554,3616.9581563597,3369.4406011061,768.666632807,1205.0547778557,1952.7153027043,1195.5135166655,854.1583979903
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,1229.5854593725,1619.4499208896,2066.3171073652,1290.5611594019,2182.867088402,831.966861258,1435.7462014142,1903.0021173875,296.0897733347,702.0093328698,1602.3998184688,571.0890309884,990.2864114258,1879.8115318904,2296.0187380849,1273.1282047298,1092.7107419013,908.5901232878,1150.7994163055,1020.7793288355
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",0.0,0.0,0.0,0.0,0.0,16.5019021216,0.0,0.0,0.0,0.0,32.3173571469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3695673243,0.0
PWY-5676: acetyl-CoA fermentation to butanoate II,389.0198225812,23.0017139994,286.1807135133,328.8118626282,956.8636678229,408.2135885986,113.3332016037,61.9572729803,39.3459547501,301.383309311,122.5385723938,299.9249459956,348.8770498744,656.061575994,283.9414081844,26.4101784732,62.1308644059,125.6070117058,122.1288671237,0.0
PWY-5898: superpathway of menaquinol-12 biosynthesis,336.2448387349,440.0934388146,446.9500661533,205.7214653538,2784.0562611818,33.3459328026,231.2177824691,346.8652511235,7.9227939486,0.0,91.278905466,0.0,28.3307307103,271.7690727177,203.2886477529,74.3319950078,943.0547583511,739.9444434831,93.3156723183,85.3616742762
PWY490-3: nitrate reduction VI (assimilatory),25.9698419116,0.0,0.0,52.0758236151,12.6767335902,16.0674632578,0.0,0.0,2.4259973294,11.6507720045,10.7913701881,0.0,7.3283452762,58.6745065637,7.0374556636,0.0,0.0,32.2606341033,0.0,24.4125066809
PWY-7254: TCA cycle VII (acetate-producers),45.2000812167,60.2632033562,75.421223322,48.777280424,3352.4857588546,19.3279432605,31.4598592777,59.2682272611,2.0004447853,1.9895416842,24.996978132,0.0,13.2097006608,32.7407918146,8.9940806476,34.9326583967,160.0853839812,264.1318267223,13.5186191047,50.2808717784
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8376919042,0.0,44.1657126276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALACTUROCAT-PWY: D-galacturonate degradation I,3144.3320299671,116.7716602859,1378.3412020736,1358.3432743709,4179.5379079828,2248.5043552334,1683.7404122273,1896.361242464,1485.4910588805,1883.1580913874,1737.9707831166,1270.40437641,1320.2729091291,1915.2701862593,2916.9715212865,62.9881023413,404.4826234596,1618.9219163229,396.5240046834,191.149437413
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,113.821375488,125.2115010567,63.5302290427,127.5670433048,3045.9350273692,2.5171185026,56.9974077134,67.6518293641,31.1431289074,0.0,30.0624114994,0.0,3.3535365739,19.3415571408,6.3032574945,18.53182227,174.6387213601,418.2023409407,50.5242494131,38.8993918346
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,1185.2554604091,1214.3290685954,2246.5312206948,884.5014343139,1469.4724138231,995.8236465427,1707.0739609644,1992.2790818211,1348.9676958473,541.3727507822,1226.9997064804,609.928615863,707.2371957605,2256.8364183881,1752.0314581173,2065.0686466335,2847.6392995421,1103.6460260899,864.663271857,883.7676072742
PWY-6859: all-trans-farnesol biosynthesis,14.7865416874,39.0875817111,0.0,170.372056264,1948.2464504004,0.0,11.5811161593,18.1178565842,7.3832627818,0.0,25.6407238326,0.0,16.9592261949,0.0,17.3578297051,3.6167544668,75.3208155294,136.1423316929,67.2527862043,168.7148030545
AEROBACTINSYN-PWY: aerobactin biosynthesis,0.0,19.253527874,0.0,0.0,0.0,0.0,7.5276434573,1.4286096481,0.0,0.0,0.0,0.0,1.1090570509,0.0,0.6583278473,0.0,0.0,0.7470799745,4.5404157166,6.9361388822
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",173.1383940989,167.9075283849,186.1459880106,177.8151846221,4277.0323157883,35.4231752663,139.8762308863,202.9142999364,4.0320400296,5.229057908,77.7102904343,0.0,22.2745478959,64.7732178279,33.0852602071,80.2660096705,366.4168717147,435.1602663183,95.4218838392,80.5807357515
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,878.2647330237,1778.0057142708,201.8089949413,317.4359667332,2422.3887111005,350.7557228272,1620.1601477919,804.8038034393,255.2641127609,202.746215978,1093.7454985867,439.4144499832,142.8923395536,217.7971783191,362.0109173327,1147.3439881097,1527.3313176126,286.2404954866,781.5003446112,210.0992946094
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,3657.7175062711,95.8317525046,1573.3472109432,1387.3315864783,4166.9382145338,2605.6683494756,1708.1900921324,1961.9164467001,1458.429095837,1949.3199733312,2001.1401048196,1394.6281858222,1226.9188319619,2163.6769324098,3473.7721049574,31.2980212531,345.1858001198,1803.1310376347,421.6866733504,258.1847691021
GALACTARDEG-PWY: D-galactarate degradation I,29.8677485344,34.8325063924,69.4839082188,29.1719726702,1534.8988877962,7.1825846955,18.9111533355,32.3013782369,2.3626882221,0.0,1.3941039657,0.0,2.0437363259,1.7653091257,3.8016549095,6.7226763706,53.759844562,140.9872376317,7.8236681926,18.7094296258
PWY-7234: inosine-5'-phosphate biosynthesis III,852.2535872293,2263.5888159546,2125.0234080518,1738.6694134197,4575.0231942927,625.5424021799,2309.6457981986,1720.1093703282,2459.764866099,838.9776411102,1275.6988994698,1110.7454808611,2690.3971193134,3184.7923207407,3980.3397578885,462.8958815742,1514.0603399998,1272.0560370366,1617.3311290683,1123.9558080217
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1298966369,0.0,0.0,0.0,0.0,2.0560065562
PWY-5030: L-histidine degradation III,615.754688796,50.9829145355,69.7510746843,206.4242658815,217.2637868068,124.0185778461,45.6766559696,105.8196820243,2.5523257544,89.5118252235,374.072595833,245.8906633925,52.3464383426,131.544532997,40.8356964975,29.2768156861,1.5211463576,64.9938241091,209.5549116967,30.887762779
PWY0-1296: purine ribonucleosides degradation,4865.3998270956,2243.1808923694,3347.9572069254,2632.557151579,4892.3185800013,3549.2408424305,2628.3660248351,2663.9772577351,3482.9801165861,2905.2612862132,3061.2643204475,1562.6452433847,3784.7886115909,3930.8990488873,4841.3444134393,2313.3498406409,1023.6638312951,1718.7511471769,1407.883609467,352.9904802158
PWY-7279: aerobic respiration II (cytochrome c) (yeast),13.7218587841,0.0,0.0,4.8224631272,0.0,0.0,0.0,8.8129425937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,3651.6484405491,181.0123164342,1893.4823208403,3078.8655871492,3194.9358605258,2851.7121279249,1970.0533713995,2431.2498299085,2883.0643893957,2276.3724175658,2977.6899557395,1430.061496531,2922.6716112931,2844.1237673147,3244.6979979685,71.7367935595,768.4505384933,2170.6052773189,863.4000428234,702.8769944119
PWY-5896: superpathway of menaquinol-10 biosynthesis,289.5406193494,197.6064408889,323.3531646052,185.0828533562,2680.3670788729,0.0,189.3934141497,221.4224838714,0.0,0.0,74.1953463056,0.0,20.9780163856,88.7242171265,0.0,0.0,391.0242387235,633.8499583617,73.5345573685,35.0763369117
PWY-6608: guanosine nucleotides degradation III,306.3002613272,246.1209290432,1388.1813149573,393.3699881516,5457.2305858009,730.3695845425,78.4491768806,328.2144988369,736.5226020105,479.2045768916,543.9479702214,321.7205306799,848.0046903452,267.1000528374,39.3186531657,12.9155608214,259.6861654209,570.8141187898,364.1109272023,212.634692497
GLUTORN-PWY: L-ornithine biosynthesis,652.7699623301,2196.5843162639,788.089441099,535.9111234895,4568.9592678321,579.4678114778,735.0131062825,658.1365535488,49.9224276667,534.0124919867,459.5847028321,508.3439615182,1393.6931159502,1948.6120553475,1882.1435493612,402.6442963852,463.6498773534,3071.2386550366,1386.0946542818,801.7032007834
PWY-5838: superpathway of menaquinol-8 biosynthesis I,289.5406193494,197.6064408889,323.3531646052,188.3729776722,2759.389230784,12.1782421332,192.5225385797,240.6303307646,7.7498356363,0.0,75.8014988438,0.0,20.9780163856,88.7242171265,37.3754875183,41.0885042579,493.9724294388,656.1925626617,77.5040503443,36.0152804232
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast),40.0556821654,72.2503851118,0.0,39.2362227047,4086.0576912664,4.9557755589,47.0089737475,52.4758398206,5.4062128162,0.0,29.4601751946,0.0,2.1925958574,0.0,3.3305693677,10.293410829,156.4665931816,307.6571072306,27.0863019817,34.8906073351
PWY0-321: phenylacetate degradation I (aerobic),0.0,0.0,0.0,4.9574255929,0.0,0.0,0.0,11.9015645853,0.0,0.0,0.0,0.0,0.0,0.0,1.7657482468,0.0,0.0,91.7678554721,0.0,0.0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,869.28434519,540.4936738804,1431.4518707078,683.7267818409,1097.3968232965,753.8550192197,1192.29260099,1494.1977893099,1132.9293133868,408.6965507356,937.9620437884,460.7030837166,527.425626351,1759.524541968,1296.0185558278,639.1301505271,1781.1807967582,799.4554180768,624.7384871211,482.5783324812
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),64.8520483322,931.1009299833,0.0,832.8152808457,3620.0775067251,393.9211980502,324.3317971664,828.4227210461,118.2001554928,268.4407463989,407.6427076262,417.6360839563,177.9192023204,273.5235380075,58.5965287955,41.2812819371,744.6376745754,885.915848411,629.8996874226,448.6625440009
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),5313.4679846084,4419.9569042055,5570.551643734,4324.8137918077,4903.5139837909,4342.8102841758,4951.7359149806,4414.0255832136,4783.7430007353,3635.0782865292,3922.5895010159,2460.0661487137,8515.5989937508,6286.4859394717,8830.2340782663,3225.57350625,4258.7429683111,3930.4368734224,5169.1959042783,1686.0666924503
HEMESYN2-PWY: heme biosynthesis II (anaerobic),137.1441997775,76.8669875971,220.0210384539,29.0529647904,3267.6091377839,129.6683084253,125.2687746907,141.5177275117,130.3693477397,31.2059621829,150.7974905378,67.1514409856,132.5792301172,133.3800713442,338.5407201728,105.6799659217,296.6904991363,229.0367315132,32.5282490924,35.3101579416
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,137.0191932802,56.8273357715,5.9561335545,291.9679933824,1.7704884564,233.4467220257,12.1764064778,89.5403095215,705.7213334128,139.2422402517,331.5659421944,164.8270206302,1219.467656536,325.0908050227,300.370593172,0.0,179.521430783,73.2958096755,270.4176669556,156.2680155633
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast),3612.0021260386,1896.1465340194,4339.821060911,3471.1383084231,4951.9298625947,3565.6044677949,2542.2506311605,3240.2404809151,3880.7879883508,2530.3338189018,2697.7815542494,1666.217182056,3957.6883382661,3769.283351426,4452.8670650921,606.5836504096,1752.3258553934,2665.6145295345,1216.7773887652,681.693445544
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.0,10.9880090688,155.0595547683,174.2147031417,73.0475564602,0.0,79.0080871935,97.5027614673,4.9472299776,12.9143946911,0.0,0.0,44.0136161731,183.5332854738,119.8842946983,9.2694822863,0.0,104.4921762467,101.3866568114,75.5194766632
PWY-3781: aerobic respiration I (cytochrome c),14.5438026687,0.0,0.0,4.9370571627,0.0,0.0,0.0,9.7603553075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)",134.5876048669,162.9384442675,188.6871957595,87.9824239555,3166.6613773458,11.2994118995,82.2596002822,130.1645747399,2.6639401058,0.0,31.8530235018,0.0,9.691216926,109.0978445359,75.148178868,25.4005619125,393.6763486246,285.7473454731,32.1087930949,32.7161397984
PWY-6876: isopropanol biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8153218009,0.0
PWY-6892: thiazole biosynthesis I (E. coli),144.9298417219,102.8623939945,148.6486536929,112.8466131293,3148.1957825554,7.2777039958,100.2209652417,136.233578543,6.0657548893,0.0,37.2767747388,0.0,0.0,33.1535884685,12.3740868066,25.8595739466,301.2263047224,581.0419645799,49.3779693754,97.6066600642
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),11.227116668,0.0,0.0,0.0,0.0,0.0,3.3374540141,14.1270052881,0.0,0.0,4.5208962559,0.0,19.3561652807,37.427654821,29.1550349726,0.0,0.0,30.4847412004,11.1008750319,0.0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),141.6306396384,32.2472554541,201.7685098046,188.7587727901,933.0103258257,27.689963726,115.6377157266,196.8974529924,7.2046890976,21.7326443984,193.8552152315,0.0,23.0731789938,117.550097211,94.1498996556,58.8729122643,137.3262038162,97.3779105124,141.8142449727,158.9928543299
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),376.3600052551,105.6658050196,480.2263690981,723.4818547798,2764.9333856863,221.380514033,44.8355959106,304.2790772275,49.6643007233,61.2435127122,264.6310153874,43.8243181379,615.1613872198,1023.0834249415,430.6284719833,9.9245777205,200.5038116041,354.0493603129,284.4584101648,390.0513428052
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),584.5778944257,522.0520671966,380.6452740961,256.7655014966,5260.1005156708,1505.1478876447,779.6507520612,845.0638415981,106.4567781143,145.5942308456,323.9384123407,164.9209125049,92.4847905299,79.4333483319,258.8920413821,135.5964066724,1637.000337558,1274.4201303499,226.7855930474,190.0278110564
P161-PWY: acetylene degradation,252.2864957076,182.4784003427,148.1332207335,180.8405420738,1394.3100134807,16.8064248316,111.9324588484,181.961640198,12.9304361683,19.6473102884,206.2767701022,0.0,91.8565383359,58.7302762279,90.0400825509,113.922870113,129.9153630588,594.3704673989,36.9798786405,23.8419176283
PWY-4041: &gamma;-glutamyl cycle,177.3663673025,45.5021642815,93.0517809021,145.1990790983,3661.340348834,2.0308961263,115.7415278039,100.9907260538,7.5430582695,9.0736397119,18.9728004538,0.0,12.687011412,17.4419634484,17.0090741587,17.4450411691,155.7829757986,285.0207175858,44.9640934179,32.621356988
