Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
PYRIDNUCSAL-PWY: NAD salvage pathway I,344.3994249709,194.8652536786,913.445711674,1276.8515070358,4184.1553453265,360.0064379693,736.9203152407,673.5379341848,69.9449844001,312.7940187328,418.3778150255,638.8386639045,1552.3615515982,902.1468811608,378.1240236571,39.1276095364,542.1223626481,666.2222251167,791.2104044955,435.3241217021
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),791.1868114697,724.7198337357,453.5715143741,370.6757943573,7341.2521948847,2000.0388559203,1082.9508991265,1261.1346811401,441.6957759767,234.2736318979,428.9677153495,210.8915791507,114.8368918142,131.7824493136,308.4932123705,176.9715649259,2233.0345738466,1743.3287007545,319.1621089465,235.5084310437
PWY-6124: inosine-5'-phosphate biosynthesis II,4721.8105721795,4152.9551004844,2761.4929763983,2852.2534419951,5992.4160242012,3315.4493098031,3044.9544147884,3051.3167813662,3242.9846970248,3360.325172869,3360.1791751162,1847.8017206023,2524.5566239098,4727.5739033361,4512.3286267049,1014.0569344397,1637.0402755284,2703.1171096775,1667.4018344731,1125.718959204
PWY0-1338: polymyxin resistance,25.3425918079,16.9955865776,0.0,33.0119341467,2522.7189586672,1.0483480216,22.5555121072,21.8606820019,2.8414989261,0.5740567903,4.8486218434,0.0,0.0,0.0,3.012855921,0.0,62.6286759926,134.6309676758,10.0642484708,11.5827110863
PWY-2723: trehalose degradation V,23.7347792244,60.7284118598,0.0,26.3048239734,3190.8133406011,2.5213843983,19.6474607518,31.1994151843,2.7151131797,0.0,31.8504723541,0.0,2.7128371589,0.0,6.5488013643,2.5467269525,130.0720619324,236.8384202852,26.3053065297,21.2501930791
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic),119.3577765387,44.7475311005,133.1762639886,122.9876081476,3543.1150671862,6.6764910937,45.6939073311,112.4825067263,0.0,8.8234631734,28.051431597,0.0,2.8415889586,13.1484431764,10.6665549595,38.1301490502,86.7699419914,254.5665678658,23.6625455953,33.1577141743
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,47.3906220816,50.9855453326,95.0706399724,35.7374867943,2151.0630207513,9.6001440555,23.7326539457,42.0447942708,3.0138704419,0.0,2.7430729189,0.0,4.092566522,3.4863685502,4.927194472,11.2188898483,73.9616796286,193.6202863639,12.1282314674,27.9986047927
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,326.690120149,146.7229475175,338.9795312798,203.3555524447,5214.2557988283,74.5820500836,165.1482449179,185.5979724681,172.5830786598,39.1820953476,95.901268328,25.1173151953,21.4598580751,61.1864774114,64.3050534041,67.8614106929,380.2036862547,544.3558163286,77.1995588258,274.7039013916
PWY-6703: preQ0 biosynthesis,1486.8873176956,2856.6821561638,2022.2063547358,949.2230883889,3996.6555518716,1360.1301718792,2811.7587655097,2612.4264090397,2111.2447385255,990.3420833457,2789.3353227788,1094.2533362071,1529.8640546847,2098.3425710864,1663.4157811781,2306.7822635004,3998.4528407648,881.7455310969,1715.4187362319,856.6061779935
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,13.7223447091,26.4249124855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0452166452,0.0,0.0,12.3936065121
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,77.7071797812,2.5975080764,41.6647992117,55.4405615645,3226.9110647447,0.0,40.8698191061,43.1823209635,1.7097384405,0.0,0.0,0.0,0.0,2.6490346324,7.9789550903,5.7567211784,40.2338482878,374.5766977109,20.7019029809,7.6841798304
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),442.8068412179,105.4797671762,340.972376468,262.3400644424,5297.9472882097,93.5897495621,180.9365810009,166.0747121551,203.8710022213,48.480637837,114.2045923894,31.3164403496,26.4893408713,105.6700645967,58.656876167,144.9733720555,304.474459453,585.5433516676,98.1980581858,332.9760654618
PWY-5840: superpathway of menaquinol-7 biosynthesis,382.3588957619,549.6701603053,631.154071887,256.3073169356,3689.9150570015,37.7002459881,259.1953519583,303.3718272229,22.8332547973,0.0,128.4644736439,0.0,53.6463289412,324.7923850235,67.4757708575,34.8470490449,595.1426755934,863.4336680049,132.7195337267,147.9061762112
ARO-PWY: chorismate biosynthesis I,7611.4291033903,4788.8865363133,6588.8039417735,6392.3421603328,7474.6952941241,5817.2123396918,5459.9027109732,6065.9283470674,5898.9421144202,5492.7905258012,5694.1240686916,3081.8346956324,7979.3810327294,7248.1355830181,9036.6776463443,2637.0006863957,4020.6613843864,5392.982691369,5762.1656128689,2090.7468727223
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),7288.6725686803,6278.0046566014,7720.3536422559,6007.7638643157,6812.0319642044,5896.2414353356,6956.7923332549,6508.028868403,7134.235820468,5337.9076449635,5259.959405469,3493.7005305654,11756.1967543227,8486.2051356298,12267.0087320362,4629.3998614596,6166.1508437302,5679.0256048725,7528.7324206982,2417.4836768274
PWY-5838: superpathway of menaquinol-8 biosynthesis I,382.3588957619,266.1859194692,491.790210433,265.9584928529,3841.0141604406,20.8850319788,282.3783021022,366.2613644275,16.1131714231,0.0,95.8896019487,0.0,40.280002533,173.98302458,54.994825867,44.606600377,679.0303104377,954.9728898233,132.7195337267,79.9628144449
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,545.314340205,576.9311385139,337.4644862921,570.6455081237,1013.2646117309,918.901892834,905.3885396611,1611.0300785555,107.6837376624,494.5563067535,1012.3292736343,595.9928102131,1122.7752954795,2742.7401538019,1141.0745697378,405.1416575871,2443.1322517265,752.8204176808,1007.3747962909,369.1598759611
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,187.2031989259,82.3561332924,57.3379017094,415.1970532744,3.5258273371,319.7950950213,16.0691351521,129.8420859915,1007.3200667148,202.0007512918,459.1832285128,221.8801429334,1625.8066492391,439.0895927014,396.3996903349,0.0,244.8278609947,112.451669204,353.8861443553,220.3037684082
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,158.3819089732,2.8542024438,148.3950148632,173.6168348776,801.3333259068,35.5362697718,30.7868148716,188.8444906383,4.1980740747,1.3657265308,93.1006729941,0.0,4.8802327129,0.0,24.9554140238,0.0,18.2491321335,451.4933335815,53.3505119652,78.8297374139
ENTBACSYN-PWY: enterobactin biosynthesis,186.3095247078,425.9570414298,0.0,147.9641183734,6732.9052668516,11.8536686985,133.1574746593,252.1008365784,16.932768435,21.9762367969,141.4390757616,0.0,95.6180579645,0.0,0.0,30.7144939759,444.8293984991,791.2071166165,278.1003953769,195.1832860568
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),70.967475273,57.1897625825,18.5411915302,158.7669299113,3173.6094345207,0.0,22.3137313491,69.4110990849,13.0042051223,6.7145292156,32.8063391647,0.0,27.300442433,0.0,36.2006463415,14.5906434299,106.3086576433,268.1909839124,59.2266783609,35.1672939723
FAO-PWY: fatty acid &beta;-oxidation I,342.6734613313,1.4429536362,207.5941751807,453.5314327304,702.5468786841,200.7163112986,33.1949007466,272.3307145395,10.1532457181,214.7050217128,378.9494354899,90.5246242201,190.7928925787,151.9328560236,27.4424517222,0.0,17.8177800933,488.5560379696,52.1123859356,353.5157475914
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.9162917922,0.0,19.0866530564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6759291146,0.0,0.0
PWY-7664: oleate biosynthesis IV (anaerobic),367.4164455914,122.5639873982,392.4276232248,229.065931121,5543.6530724738,74.8438757583,162.7754970512,192.2710823965,246.4911547581,38.5873049335,95.1399368754,24.9686912318,20.72068022,87.3889256974,76.1790024536,167.7807752577,349.6516368287,672.152519343,89.3128730324,361.2339294816
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",342.6009354788,197.3527044823,351.5108317306,13.5694604121,143.5927164853,68.0032300969,162.1618458988,221.1467893914,75.5011841713,74.1772982352,97.9714327435,0.0,77.867401406,187.3078331974,97.1017840054,62.74451982,168.4855941837,362.8686700259,199.7738434523,49.8416021082
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,1180.8623786088,2527.663075236,284.0752615546,403.5306207217,3371.0859093586,450.6873754287,2174.4725024267,1137.195771297,417.7170881993,281.7138055024,1433.5515247159,586.316571181,209.2821355917,260.4154559065,475.880352968,1564.4670021688,2148.3712594289,382.3690414003,1111.9795729145,298.5744834574
PWY0-1261: anhydromuropeptides recycling,725.8972519361,478.815268622,907.3745484798,448.0116896068,8104.4016487198,197.3158848416,538.3137681384,429.679855409,837.5676636011,106.2724485301,254.6774210828,432.5718972401,19.9944290216,216.1968138029,188.0646413671,221.461231523,1025.4082851573,1021.9104609851,753.7183691545,343.2817249949
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,0.0,0.0,0.0,11.9656793309,8.4688834351,51.9083393941,0.0,11.7845178034,0.0,21.9370953943,49.1469395855,17.1269364533,0.0,27.7296181864,8.4842133032,0.0,0.0,5.9217578664,38.5602195343,0.0
PWY-922: mevalonate pathway I,11.982016919,38.468241073,29.4829601658,0.0,4.8505550877,5.0156450244,2.9778748203,18.0561913425,0.0,2.2781403636,3.5948318392,0.0,25.2902294773,177.4778175418,61.6398901802,13.6568564039,0.0,37.9851185254,12.3607550952,2.2574883052
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.3276365919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.3520414507,0.0,0.0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,2082.4331565158,628.0959943,3533.3091244428,3653.8852705245,4670.5014871709,2926.2321636311,1517.6293994975,2505.2940480786,2975.4389067422,1490.6063023972,2374.3406268754,1358.9952902129,5092.160006765,4412.4663233468,4832.2660133073,247.4001484184,1671.7286301675,1136.1103188874,1743.1384399885,1150.332781966
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,942.0846507636,1004.1696308375,1392.7434782625,697.217538452,1255.952311441,757.5589546072,1392.3010536344,1699.5279152325,1182.203771788,402.8559941816,957.9177892335,467.2460216474,499.4435107321,1834.9071643315,1306.1742317309,1831.3281062638,2553.5143777004,805.3867294151,699.657904087,732.4011914696
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),543.9152640275,1613.3969708329,641.9349996731,314.3183912062,4044.3890598264,672.5221710809,1537.7820745614,745.3371630082,238.4859357358,484.8940923244,371.7774569043,297.6276161218,1536.8585414513,710.2630151621,1367.4730092128,7.7236877531,99.5010550397,529.9122494725,665.7737048914,295.0771986528
FASYN-ELONG-PWY: fatty acid elongation -- saturated,409.3732490985,139.4151528742,439.1536983395,251.1618051942,5561.9568943355,85.20612346,184.6244149132,217.5043395883,256.4579107481,43.7489959704,107.9479436046,28.4199001423,23.6095862012,99.3696680658,76.30375592,189.9960320745,393.927285868,750.3126423,101.3610239942,379.4024537648
PWY-5083: NAD/NADH phosphorylation and dephosphorylation,309.4594857361,97.3591483455,274.5016749627,319.3179730245,5141.2978498421,15.4079874725,177.7027611646,159.2043714737,145.9535543345,18.7698688537,45.8265321654,0.0,9.5604154124,34.3534524147,62.4809103145,117.3273198115,246.0505918616,480.1067239589,101.5960159393,60.5093179876
PWY-6895: superpathway of thiamin diphosphate biosynthesis II,692.031255187,491.4365180408,614.3672608124,481.5791925232,5040.8043287941,17.659871595,477.6806626295,672.9818180779,38.2762259257,36.493261047,165.8937429132,0.0,19.3845327585,187.6457938736,67.2071381093,114.85807783,1184.8035691051,2030.8473129485,199.4930578612,332.0428390608
COA-PWY: coenzyme A biosynthesis I,1346.1636003647,2192.3457433377,1245.4081479509,1086.9467206927,4851.8965055778,3062.3473378062,874.447043068,1415.3122209229,4715.2409087743,2136.9186950298,2367.115447256,1130.4713240997,2619.7693298705,2332.004277268,3903.7063447117,42.3505211215,1761.2696911671,1277.6552100832,358.768846819,984.9936646397
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),1229.0490311756,3360.5740191664,331.3822056376,489.8900985114,5585.4785760416,708.9920110192,1366.5060851938,1142.5756432972,112.0396290278,518.4992165066,850.5922060621,716.6748619986,1445.9711028617,359.9893019996,424.0696786337,734.3685399749,821.6663504952,612.6360674134,1959.9928409833,242.0237946919
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),1437.5111982287,1557.0079490953,1698.172977433,1034.1392582424,14661.2905406497,1424.2973816655,1508.7330591388,1173.6698189702,2386.0838768623,575.7313657253,1595.5214221886,765.6964818546,1242.42732052,766.7233743981,2688.3063516888,257.273034454,782.5812637639,1179.2939287225,391.0174899048,1001.9974825249
PWY0-1061: superpathway of L-alanine biosynthesis,291.5237073275,298.7034816115,393.2856400282,304.4598067367,5982.3944373892,53.9771618305,241.3010138415,243.8916910138,268.8674629084,7.8461644464,133.4830101621,0.0,60.1073927291,353.0116371423,203.6039627584,149.6006988093,408.4089730172,996.5726286245,160.9948891833,155.4779605856
PWY-5384: sucrose degradation IV (sucrose phosphorylase),48.1378924459,57.0870580419,0.0,26.2677376822,2653.1901080818,6.1771787229,25.4883112977,31.1654775505,2.7150128776,28.9666061418,208.086371412,111.43462779,2.7131772939,291.9675743018,20.3182284355,33.3651859074,127.9669781434,234.0443645973,52.6623697679,30.3293414659
PWY-6609: adenine and adenosine salvage III,4025.4671064908,4676.3285899886,2791.5744391716,2882.4687447822,5450.7765359481,3759.4747236186,3222.4903796509,3365.2765228304,4218.3186081716,2867.7814358008,3552.4712042156,1828.1473504409,3988.5862652229,4406.3440571078,4845.2940560022,1405.2397831691,2158.0360917546,1870.1011439553,1787.6772377271,844.0683517459
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,8.8203071398,767.8472006721,340.6543930567,771.9831747682,208.1365496896,271.5454130311,90.1110083407,395.9468024889,192.7594729516,50.1545480671,73.9064208885,45.2079436953,16.412871321,63.4518383034,17.9744671656,0.0,843.5130994294,902.9935633909,52.4122553148,60.4617027794
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",264.3713081556,82.5864459961,276.5485075386,174.9079454612,5463.2659698741,50.4084946019,110.5524892272,131.7934530965,176.9187627911,26.3390148856,64.8026692331,16.8361354928,13.9370249693,59.141975067,45.7415950877,114.0813869556,241.416579006,466.6669004139,60.3873766125,322.3418571985
PWY-1042: glycolysis IV (plant cytosol),7460.9925047249,3580.1442053669,7486.8778021536,5539.5128827249,9296.2955063572,7028.1489380041,4506.0602447015,5734.658057879,9240.5937165357,5695.8813338325,7793.1517948545,3478.3672078769,7617.0019514814,6605.1492320152,9140.2958477246,601.2567707731,3383.1428791061,4075.1935533396,2849.8088470944,1810.1666739807
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),7.3900539631,13.9245191884,0.0,6.6896749518,0.0,451.1985788691,46.5300526633,7.3869905099,0.0,0.0,105.4954334228,0.0,0.0,494.5419790424,36.5585068757,50.5842844797,0.0,20.6396952755,20.5013801616,6.9440532914
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,283.5282020686,107.5849990041,301.7571280406,613.4525916045,4433.5363506785,118.6596072771,452.7765937222,395.8310766791,14.515941367,62.5429506211,570.9522254314,27.9401785651,31.7674843373,212.2520724468,129.6284645343,104.4560997156,388.6966301948,447.4469585405,221.533620158,402.2678182275
PWY-5101: L-isoleucine biosynthesis II,1590.7615167915,0.0,53.8481194208,766.9612077425,667.8872712071,532.8848717417,1953.6682004569,1168.186252634,352.0002490742,422.8336716328,1689.94922157,686.8707508572,32.1349895238,184.7536766849,400.1355278249,518.0970853681,0.0,121.6519682896,993.1035082345,539.8541740778
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate,77.7071797812,2.5975080764,41.6647992117,55.4405615645,3226.9110647447,0.0,40.8698191061,43.1823209635,1.7097384405,0.0,0.0,0.0,0.0,2.6490346324,7.9789550903,5.7567211784,40.2338482878,374.5766977109,20.7019029809,7.6841798304
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia),0.0,0.0,0.0,0.0,0.0,0.0,3.4474553226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6257371545,0.0,0.0,0.0
COA-PWY-1: coenzyme A biosynthesis II (mammalian),5805.2777559921,5391.2265256957,6671.8973537856,5136.4957979909,7921.6130237835,5656.1045369625,6933.3627378452,6073.6970693992,6693.8183885149,4913.1083250918,4624.4993533905,3290.5704016519,8661.9740722347,7381.8597880082,10222.2116128607,3902.359478786,5780.7793334223,5716.1367464574,6788.1012822279,2484.8688174453
THRESYN-PWY: superpathway of L-threonine biosynthesis,3869.674222442,2996.3477617293,4298.1346275763,3519.4207860922,5845.9829574742,3226.4912481737,4116.2034547186,3472.404125686,5682.2106610939,3282.2770381618,2695.7955538014,2114.6639340124,7938.0500425733,6152.6597670929,6746.5725120835,1152.1762740594,2966.934233983,2935.9462448093,4123.5605563024,1814.3604776858
PWY66-400: glycolysis VI (metazoan),888.7802472919,2799.6676514035,4790.5472372534,559.8911858935,7064.7379987368,529.7671776034,1400.6147970702,1091.3188433245,2948.6765431721,393.553857281,827.6412745421,94.9009110769,383.9608727713,1688.7579629984,702.9882555451,508.0459985242,2240.3311841667,1228.7936866782,920.6202319137,171.3543837585
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),651.2438061004,94.3967222157,368.1086946462,787.9444071115,3364.6611531653,101.1946413456,243.4462955142,599.3401793363,18.1934134547,71.8487500281,700.1413630363,34.9177092397,37.254755192,244.8097576824,152.2469557535,125.0854229183,490.0856936176,487.1964720985,301.6607463229,470.1677519708
PWYG-321: mycolate biosynthesis,384.826284516,111.5624937795,397.1614585755,243.280823959,5714.2528677859,77.7629417796,168.4436841642,199.8805891187,247.3489839016,40.2458464318,99.0706300294,25.9742326571,21.5570213905,90.7559355832,70.0318356664,163.4985080469,358.5145973062,670.3666190274,92.8507619719,379.8716893223
VALSYN-PWY: L-valine biosynthesis,11359.0166406904,7270.5612069163,8598.9518093631,7922.7615503844,6537.5409109711,6851.1862132095,7730.1273232384,7825.3240165936,8679.9735670012,7071.9374556817,7545.6691817818,4243.9276426469,8895.7464927557,8697.8752910506,9353.4707556954,4340.6577706235,6036.3802912652,6107.3426764408,5211.0983261918,2769.5283679073
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic),119.3577765387,44.7475311005,133.1762639886,122.9876081476,3543.1150671862,6.6764910937,45.6939073311,112.4825067263,0.0,8.8234631734,28.051431597,0.0,2.8415889586,13.1484431764,10.6665549595,38.1301490502,86.7699419914,254.5665678658,23.6625455953,33.1577141743
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,175.946800151,45.0657336408,171.6350059097,105.7945000161,3526.4994782678,18.0237275293,89.8917419126,93.1817249157,47.6314981852,9.7486933189,22.2092823866,0.0,4.4305480724,22.3472499868,37.3217726814,58.9929405382,134.7758261511,306.529636844,37.3083535749,44.5307364507
GLUDEG-I-PWY: GABA shunt,301.8838201724,87.5637684696,117.6397333888,225.5318930108,757.2606397918,7.7949317025,157.1609451331,131.9200601898,3.4655114436,17.1859750339,410.9062124602,1.6324754571,22.3408574795,39.8790861739,48.9618611392,80.1461055798,405.5911815882,54.0509359888,194.37221893,61.7238206374
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),5002.9302146422,4512.321250748,3493.9489485842,3586.2127538143,7227.7866227436,3388.8598639265,4224.5173274992,4884.5539663411,7228.6372270977,3122.1551665689,5007.0451722536,2902.2172635998,4064.8469061442,4785.1112406861,7808.9126223081,864.9874752242,4267.4446654991,2340.2407502848,3560.3463626241,1835.9183618237
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,1396.6823841178,1505.8744371362,2247.3149250999,1063.4537788974,1765.067021223,1125.8143987723,2052.0521656157,2417.4524736406,1643.637708737,604.6458029875,1393.8982403362,701.6447699598,781.6629622421,2646.731867752,1950.2567510915,2459.3740332387,3606.1294742685,1231.0299737451,1093.5215673201,1026.7708087119
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,1263.8870845249,1208.6513476089,2629.0143899615,1154.2223405056,867.4322653934,652.0111724942,159.8321704393,951.6112163593,547.8303623805,621.3469102081,1086.0157257741,758.5262274251,1105.3329794272,2066.9489843508,1868.8490126695,0.0,1303.2663568575,1027.46879906,1164.2929099344,888.8392271265
GLUCARDEG-PWY: D-glucarate degradation I,59.8248203074,61.2658119092,68.1377042811,72.1004427435,3198.7217593076,9.4761019706,28.7625052497,61.8414661328,2.3245344648,6.4184094371,3.0495494242,0.0,4.4775170199,0.0,9.010990538,34.4913620795,94.9144689532,205.3229437472,16.0108365514,33.0325329325
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,141.8870735385,120.343235363,159.6145047494,152.092035445,5478.834499703,27.7250496691,107.1445178507,182.2143098607,7.8080977986,1.0260000873,74.8397713395,0.0,16.9404939349,36.0666755445,24.4072699606,81.1011449617,282.6048544779,490.6579735996,105.4830045419,65.5437977691
PWY0-781: aspartate superpathway,1453.2195356284,84.2667971734,2127.9683656124,2161.3797407754,3591.2815081629,1537.7165943995,1521.2453019453,1774.5441645399,3083.4950001899,1153.4944663924,1539.2598713734,1041.6668871282,3733.7154929184,2497.9512505433,1818.4255991908,252.995584608,1327.3564985066,997.3846191589,1991.8064648887,1029.8866233531
PWY-6612: superpathway of tetrahydrofolate biosynthesis,141.1742159393,48.7888510736,0.0,302.7314977759,3456.743296089,534.2001378082,37.2288082047,171.4334208197,2.9591730967,467.3668363718,417.5538524189,116.3020801246,1082.2549837727,160.3168921611,106.8663796486,10.8593536535,258.2776454873,415.0486547145,209.3082490021,178.539225673
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),183.1382808578,0.0,40.1207420178,204.4108472228,269.5089667532,25.2904408206,0.0,14.3892135667,13.9255195207,36.3352563635,195.6078824056,12.9748340641,112.1841364331,85.83372132,8.5200366973,0.0,90.3980590901,155.9486727422,71.3806223709,37.4943070312
DAPLYSINESYN-PWY: L-lysine biosynthesis I,1532.2011868175,260.1662043921,2447.1291275883,2221.4305269487,4688.0333077488,1258.6086782656,2143.3421096202,1797.6657559931,3512.3874902366,977.8165847635,1350.8050844518,1133.4685616591,4826.9196221427,2800.8699679556,4514.2510003908,396.0610294451,1943.8611136245,1422.0208106252,3457.4593021718,1380.3446327963
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),1485.1832511573,726.706482305,2366.5460843402,2189.2227678427,4741.2243816088,1158.0047891163,1300.6506392354,1574.201300678,1924.6541644963,1358.6555463578,1873.8171332439,478.3981325175,1516.5342771357,1167.1714962979,1565.7282334034,384.6654820401,734.6379909954,887.0500149764,828.150913831,731.3641722936
PWY-5920: superpathway of heme biosynthesis from glycine,49.8769002945,0.0,0.0,0.0,24.5505703154,24.962718794,0.0,62.5741606363,8.5984372976,0.0,32.8122273146,0.0,0.0,13.2236616898,24.6409821388,19.5191142106,0.0,19.0085218902,0.0,47.959012634
GALACTUROCAT-PWY: D-galacturonate degradation I,4256.3673065649,168.5149697888,1835.4678461813,1869.2967108185,5860.0341186934,3006.9232258036,2306.1514246477,2754.044820034,2132.5109856177,2679.1331633783,2280.5412976506,1734.5013717882,1754.2266649233,2532.7344652663,3896.9064714996,86.3595521949,532.0549441092,2189.8509399592,572.8921727378,264.9580392895
PWY-6531: mannitol cycle,173.3893377336,0.0,29.6910005118,12.9957100173,113.5386691117,1.7031387006,80.1769458446,232.9679024181,110.4110114946,23.0870587986,33.1807655963,6.7429165649,22.4545086743,8.2128446415,44.0335410132,0.0,547.1599337532,11.4881823238,17.9344873763,29.5275376087
PWY-6731: starch degradation III,28.2898281922,51.9042180376,0.0,32.0152211431,9.8546438302,0.0,20.7827789618,36.3283584563,2.3446595568,0.0,25.6332849929,0.0,3.3874550402,0.0,8.1013948314,0.0,131.6154346445,89.613925519,31.2762468911,25.6568586254
PWY-6606: guanosine nucleotides degradation II,237.5309926332,72.9523452247,24.5548109789,348.7572110826,728.1237252209,613.4936366543,60.9694464459,217.0987392559,5.9591428796,376.2643396188,326.8083808006,185.1686880668,712.5142185808,235.3160285582,34.0353115089,6.4677718745,83.6880262238,233.4859608524,372.9542450371,77.8875132192
GALACTARDEG-PWY: D-galactarate degradation I,47.3906220816,50.9855453326,95.0706399724,35.7374867943,2151.0630207513,9.6001440555,23.7326539457,42.0447942708,3.0138704419,0.0,2.7430729189,0.0,4.092566522,3.4863685502,4.927194472,11.2188898483,73.9616796286,193.6202863639,12.1282314674,27.9986047927
PWY-6700: queuosine biosynthesis,1922.278763965,3017.5867597997,3753.1593820135,865.3487283598,5058.8108866052,3185.1848278004,3169.5038117326,2961.3608643651,2865.1249997311,1918.4610953342,2932.4726766622,1594.9695750231,1813.5535739448,2777.6440283345,1859.3747196152,2970.1988958192,4660.4996744083,6634.5903428168,1872.8367270436,982.9334219547
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,29.4274460433,54.1738156721,0.0,32.5310675799,1328.5550010171,24.5044203608,22.5101686517,37.6180424098,3.3920545928,33.0502978081,53.7906493272,27.1343063612,3.3895295817,30.1687676183,8.1536909245,3.1553046888,141.90733623,255.9247808461,31.7225220135,25.8732186223
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),1338.693837412,2627.8381769102,2244.0551454398,2426.0287472078,3610.498792754,1124.0094949986,2371.6947178566,1775.0682011618,4137.8413121461,2158.3241942556,1396.3808202956,1367.2582421351,4020.6301825733,3837.1678548465,4164.3722740736,491.8831351885,2440.7791477678,1495.4657915219,2782.8702633475,1235.5004313863
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",698.6929249263,375.9035480382,59.7406948965,380.6730522495,23.9191923221,393.9263918393,91.3977878879,353.1529306372,85.8109402093,525.1337456113,1017.5415830537,11.9822771399,662.7824482145,214.1525065072,74.4950879219,94.4860574744,252.0845011746,430.3731508503,387.1537222613,744.2957318557
METHANOGENESIS-PWY: methanogenesis from H2 and CO2,0.0,0.0,0.0,302.5248473924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.148227769
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",0.0,32.6320098687,0.0,0.0,0.0,0.0,27.796017626,13.7662087097,0.0,2.2135012962,0.0,0.0,0.0,6.2573004778,0.0,0.0,0.0,4.8136963829,0.0,0.0
PWY-6595: superpathway of guanosine nucleotides degradation (plants),0.0,62.9137393591,20.5107878794,177.9222072623,112.5927903347,105.1073231358,8.1168600813,194.9550710145,0.0,133.2441854979,120.9220890421,165.8703547656,84.8007434575,201.3506586836,26.3784465796,2.4897980855,72.5244032852,63.2416998611,373.1704092166,35.4486601043
PWY-7003: glycerol degradation to butanol,422.5556377766,0.0,35.6806836612,124.0281912062,165.6782419823,299.4703452873,0.0,17.5976737326,419.7797036355,129.2446618217,642.217989648,92.2837209922,389.034572228,589.8023519927,437.0163234292,0.0,144.1309883958,205.8309962154,38.9480770834,136.7304325651
