Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MBS1533,MBS1558,MBS1559,MBS1563,MBS1567,MBS1579,MBS1587,MBS1592,MBS1594,MBS1605,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,406.2584357204,448.4683784862,733.5631300456,307.9999340788,636.1276371892,432.0399207728,457.1081321074,422.9574785531,234.3328662491,320.2093128903,644.7569722641,328.0167192113,323.216676359,504.1147885947,603.3435974859,153.4645954374,616.9832266365,789.7480797975,524.8173768652,184.842251848,421.9175492853,206.7578479653,250.5825976195,905.8263950775,587.6282388648,342.879571333,1070.8569491971,359.1693513925,382.3047179676,358.6662922194
"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I",72.2517333363,66.7425335181,94.7634253954,43.1334127395,1616.693728504,0.0,207.0730875565,225.6634146974,124.715748799,11.602127229,20.033364306,179.4620856313,55.141145085,52.2191010591,95.5605311489,33.1996818892,46.8811072613,53.4309812202,1.3936621344,0.0,20.955911744,0.0,11.6127107161,61.0441551106,33.3464154113,12.4798285252,182.6788885963,144.4107077825,20.9481775106,23.336015329
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism,0.0,0.0,0.0,0.0,0.0,0.0,168.2133749885,0.0,0.0,0.0,0.0,0.0,40.1415624826,22.3922907252,0.0,43.3496194684,0.0,60.0014206839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6516379843,0.0,0.0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),180.4853222962,75.0125938397,157.5359357664,21.6908321965,16.2747349696,60.9423623681,0.0,0.0,0.0,17.1464502074,3.4652666625,24.9573277669,15.8377519168,25.4212705631,85.2023849559,0.0,7.0265796216,113.1091191113,110.8827883347,41.3191264294,181.817148003,23.4471291744,110.2969439575,236.5163937401,134.7508431944,9.18664845,120.2433034924,160.767094096,22.6252496392,30.5631643826
PWY490-3: nitrate reduction VI (assimilatory),8.2496467599,0.0,0.0,22.8928649943,6.3088357954,11.1778950989,0.0,0.0,0.0,8.5513334095,5.1695255692,2.7868141833,2.0711408243,65.5996511698,0.0,0.0,0.0,0.0,2.4203765092,2.4243251348,4.8718750255,0.0,7.2699899468,48.2795884178,4.6110964604,0.0,0.0,11.6279547693,0.0,11.8866583487
P23-PWY: reductive TCA cycle I,0.0,0.0,0.0,123.2948409664,95.4276687539,0.0,326.346242034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2734096487,0.0,0.0,0.0,6.6660746618,0.0,0.0,2.0914894021,18.1792228396,27.7621714739,0.0,0.0,10.0551252664,29.2167443476,46.0174079045
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch),2010.9214215873,1395.4487878347,1901.9615696414,2028.1041152364,1947.0714765017,1818.5489240808,645.9833343718,1233.087643217,1108.0415396515,865.0304838461,1110.0750985759,596.5701060551,1058.0617875593,1319.1912194404,811.7101911729,540.1579833314,1469.9166169837,1557.4560866734,2439.7681157721,1583.6946738203,1737.3134349139,991.7847653467,2486.9356630169,1831.1601379183,3167.7701859561,762.9583792579,1327.6495215568,1049.3428862801,558.7717451356,574.1720725053
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,414.6194086262,278.8318310515,725.7924402611,311.1657504909,584.6313282981,445.3877334573,77.6325913966,215.8160895596,145.7782804907,276.5164538534,236.9175381699,265.8025482139,231.7807437234,481.4884330091,237.9061888889,109.948800099,578.0266180561,775.403525967,518.3577144629,185.9279637701,418.4789168614,202.4748448204,243.727286997,884.2525634453,563.0262567243,304.0354902811,893.5313093808,386.5267016147,356.2142902215,245.1845731793
PWY-5083: NAD/NADH phosphorylation and dephosphorylation,112.2405017013,36.0336809763,90.579034756,96.6051004074,1842.7910610386,0.0,276.361137256,503.6069574296,163.7052519277,21.1402975863,9.9193464462,204.0932327391,72.0039413851,115.9059073444,399.227097165,59.7407315338,68.8144733531,51.5067215683,46.693776648,7.7646534535,23.9158334044,0.0,0.0,11.1710294348,25.3741015229,44.9617177281,86.341396215,174.9616229102,40.9991085074,19.5123263526
PWY-5030: L-histidine degradation III,306.769621233,20.4607159396,42.0496559862,90.2030174151,100.9563997889,57.4821343913,273.0053707611,459.6734415991,10.5938723459,0.0,36.0307572155,24.4445998493,36.9241520122,26.7239694181,227.4161891401,353.3960359864,15.9001190373,49.9618552914,2.1789986843,34.0866277883,178.2572627675,120.553991774,21.569533965,63.8947438894,23.8507468056,21.5383860508,0.0,34.1880325515,95.7634508518,18.6900681083
PWY-5913: TCA cycle VI (obligate autotrophs),8.1511373319,21.6802953172,485.1233529179,73.7136332932,1458.1975069567,8.1946044917,426.9915469815,190.7593663288,68.8476610115,7.877965462,10.2283096631,2.3983203946,13.9406056199,80.7300761788,190.6175628362,244.932961291,8.2743198435,47.0356430952,1.6204330957,140.7151921945,3.2992968613,0.0,203.0803397428,281.3403722604,220.4100663759,17.110442108,33.8872140947,62.1338593055,770.1206678749,109.9567168102
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",106.367618315,27.1071348484,82.1740324034,69.0743529869,1952.741495255,10.3398920789,278.9313422606,374.029898924,184.7793856588,43.9467180604,13.4184137266,237.4533811875,18.5280280754,99.3681320004,286.3185343005,51.470679151,42.3136557418,41.5384968438,68.9701168275,4.331736822,32.2301613471,0.0,8.5668974719,8.4702378933,21.4406107305,49.9055900758,72.5025380681,177.8940021869,10.6543121091,109.6637242497
PWY-5005: biotin biosynthesis II,63.5248212399,0.0,186.8436261503,0.0,132.8600649879,27.4088953001,14.6458594906,0.0,0.0,5.5385093863,17.2029825638,14.8760199389,0.0,3.7329610547,0.0,10.2772519182,0.0,0.0,33.3308942097,25.2700179055,66.4845328516,0.0,0.0,11.8635439254,12.9223618351,3.543538654,0.0,0.0,0.0,5.7257668999
PWY-2941: L-lysine biosynthesis II,379.175002646,260.0408952537,1301.9011335341,894.8190879736,683.7555208173,665.8990083831,448.7618203246,196.1655929398,151.1262939345,117.3530916325,606.6882940414,160.7561195436,57.9306648494,292.6300487605,234.6699813683,285.7466638326,791.7145217352,422.8447220142,49.1608129804,726.3703184358,484.4560055411,236.3075395817,1270.4629441812,1698.6749168053,1410.8461946021,446.9511647718,69.7920017349,926.3230616907,1007.7275633074,478.9444253619
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,278.1317783587,319.1577789865,857.7434927163,219.1538573012,401.9817507742,308.9613220355,353.8167616817,346.9364728412,97.6885573757,317.4294659427,460.871759529,316.1077281638,213.1552097393,457.1521643076,494.1632298072,161.4695779986,467.7622393142,626.6533806213,354.5301223189,118.0888694389,295.8953280395,153.2009803225,172.3791617162,754.8212538804,408.6479712055,191.5095754178,963.708630094,260.9267452173,303.9741076866,292.9717253352
PWY-6151: S-adenosyl-L-methionine cycle I,2501.336440704,1734.9327430943,2626.7894247735,2277.657653836,2789.5061406037,2499.3789745205,1677.784150576,2038.4692842301,1970.6999979082,1714.4292401043,2659.9895899311,1312.2328257214,1300.5190919375,793.9463292403,629.9198195895,708.2436139521,2674.7771878577,2294.8506113577,1801.784508298,1965.1513184595,1840.1992188951,1250.5352570554,4435.8175127496,3184.9775911054,4460.1627475236,1621.6867511415,1918.7286391501,2831.0855968122,2562.9328146591,1041.3665896973
ORNDEG-PWY: superpathway of ornithine degradation,32.0019984242,4.4323945507,43.5958375034,12.6941955843,837.8153156271,1.4340527896,26.2611265923,28.6506650294,48.2497570723,8.2933758295,5.8284203569,0.0,6.8220678384,32.166568272,0.0,2.9022637819,10.2411602354,12.5689002297,0.0,4.0563021654,0.0,0.0,0.0,10.0430714167,0.0,0.0,21.6554055856,60.5021361367,5.6987237268,5.8205138124
TRPSYN-PWY: L-tryptophan biosynthesis,582.5890991263,530.3175576419,780.9716864298,793.8484815707,1705.9777799281,505.5877858332,594.4432763108,551.8959909911,616.6107989908,450.6191378061,152.8693538095,284.0408837008,205.1091792296,603.5950536481,278.9311400339,145.8862129868,696.1393233263,642.4062627289,741.8999564511,506.8520530133,802.9217802813,133.375770963,854.9679871741,678.1900917017,243.6250761648,352.1822265696,598.5868219522,552.0328304293,288.9850110911,287.7018102903
PWY-6700: queuosine biosynthesis,634.1210357263,1114.2034973644,1413.5769865233,281.212626765,1844.2971265935,1195.293783984,1605.0226376211,1743.8224195846,1956.9853538874,1332.4915968909,2227.3840322652,1234.8352136127,1525.7287907394,384.8712679413,695.2557470821,643.1421973578,1179.1637257186,1075.5608568221,1046.929749024,698.1384720816,1042.4076262983,557.5764170813,651.196281537,996.9732165086,677.1285651381,1124.1378652549,1738.4998726612,2476.5326578506,653.3232125163,298.6696146136
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",0.0,9.0761914698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7451561833,6.8514579287,0.0,1.559674436,0.0,0.0,0.0,3.0930311691,0.0,0.0,0.0,0.0,0.0,0.0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis,1237.3973982119,760.0248550673,1019.2350098786,673.0066423428,3287.7363771634,943.4147316095,713.1980377115,781.7916111931,1253.656535791,378.8065276471,451.600250501,701.8950648357,1051.1509932984,339.3142809532,425.0980082515,281.1776524747,931.9911975377,617.6972227978,1456.7489083886,701.1094028399,707.7766100854,559.6860735528,764.7703803544,795.026759989,1411.1658714256,142.1949955744,893.738122953,589.1420163343,466.9299364895,163.5361510346
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,104.2369073442,33.1744770399,128.2027923059,221.0042208927,1601.5010289037,34.9773204042,314.7929863277,409.2553010115,142.1425131094,36.7041283267,14.4353599137,210.973159953,50.7580050545,183.4409052479,362.8622750241,81.1890998863,123.2613561112,153.1522076741,5.4498893733,10.8838533097,230.6872611539,0.0,24.390145902,53.1867520217,37.0001434942,36.0325673445,114.1478849024,170.6579041191,52.0134658344,156.5600633272
PWY-5097: L-lysine biosynthesis VI,2290.478307796,2014.755675664,2373.0264835013,1876.8512257763,1744.7989724518,2003.5971370877,1763.5144962324,1936.8888123762,2208.7180038119,2516.4229717586,2376.1472596889,1489.3972839537,1663.7456000036,1317.6058771827,850.0921618476,1205.7103094415,2287.6339070995,1992.0325050145,2006.1729457552,1577.4252789878,1766.3520956785,949.4662818879,2390.6813827609,2053.2036602184,2947.4247695133,1745.0543351972,2214.6039126588,2521.495018731,1504.904806729,645.801976058
PWY-5690: TCA cycle II (plants and fungi),262.5128420961,65.0691954645,664.2229359791,212.1157221131,2077.9119200073,266.7285109658,279.37789751,242.749910078,152.3636181167,91.7150098246,91.3418667816,215.638772123,19.4321443708,327.4960869762,280.5086020731,44.1048411053,128.0642135969,175.5823860322,430.2740335134,103.2598529345,199.0371745252,66.0379274578,34.9743003631,152.4588166357,47.4007967067,23.5897338698,137.7854476417,208.1530685216,179.5301668972,118.6930412895
PWY-5676: acetyl-CoA fermentation to butanoate II,196.2552377625,11.3879361615,144.0900565547,159.8159221388,436.0914613618,165.7095900966,171.4702172661,195.4279324811,68.274183868,82.0776681873,0.0,72.4446486244,38.7575181235,97.8538439896,107.415449079,61.3973491849,39.7849995381,70.3067017002,19.6245913701,123.9660416904,76.073082956,135.3158485151,193.4610534395,304.4622271969,139.2791472757,13.1793281557,31.3907690263,74.462066965,51.9655131324,0.0
PWY-6803: phosphatidylcholine acyl editing,63.6197361314,27.327064638,69.6728342081,51.5231130188,1516.7491583106,2.6692362036,175.6950950601,220.2550985394,161.1787021643,12.6278519952,23.1944946315,101.3847142885,37.8419139527,96.9270941596,242.7008312232,25.0963784106,50.7272110806,38.6437704485,0.0,0.0,23.8047259879,0.0,2.7697948689,10.9002324697,7.8456364835,27.5500822004,101.6921849193,113.4539059835,5.4380166752,10.1965046975
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5728888475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5899: superpathway of menaquinol-13 biosynthesis,177.6364859367,184.0595774426,223.9261788241,101.2262528817,1404.6852650073,0.0,507.3792020723,558.9995708269,339.750466892,34.4837141131,58.9943605855,416.2907250341,155.4963191269,138.5796140016,209.9834364978,94.8981649268,130.4848824839,145.7764232987,4.1459992149,0.0,59.3091240558,0.0,32.6599789265,150.1229441487,90.8007022427,36.5234851527,443.1487809839,374.1298415991,60.2070062268,57.7891801694
PWY-6124: inosine-5'-phosphate biosynthesis II,1704.5264322407,1505.5547578208,1014.5083137881,1043.3281834662,2134.9143940089,1267.8724749044,716.3097172692,865.4206997954,1195.2278494887,408.8313216375,507.5364367665,698.1726229272,1172.1550708671,386.0179276131,444.3561369853,295.6263778346,1128.8582872267,1048.291662794,1148.3438964545,1169.4876463531,1096.3645999653,641.980814369,948.3206283772,1793.1340163989,1689.2440945537,370.5137165137,606.11934825,964.4794839589,635.9800401577,403.875692618
PWY-6859: all-trans-farnesol biosynthesis,11.0361697347,20.5127085039,0.0,94.3115404056,977.004014506,0.0,146.4069562221,19.0447124361,36.9045292474,0.0,2.2908255858,1.236477795,6.9658791941,20.693300913,4.3746100985,3.6089473772,6.4327536403,3.8845502516,4.4409542707,0.0,7.4678983165,0.0,2.6408645662,0.0,9.4288756464,3.2929169283,34.7204278557,72.3949759579,38.8250789909,76.9303339786
PWY-7234: inosine-5'-phosphate biosynthesis III,423.9572669136,1142.6485114037,1054.2113369675,851.772081719,2295.3064405285,323.4652959036,756.6435092773,280.4797388611,178.1702235065,396.3083242717,431.3078558195,359.3953714997,105.1372184543,412.8921724775,357.182199807,340.3896657406,1149.905071736,873.3286204274,1245.8300503583,431.6532500156,606.0197124201,534.1888272977,1340.7409609799,1581.0353159226,1992.876961334,229.4233376649,758.8207555691,621.339513295,858.688621776,543.4129428184
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,440.1834637272,430.4409720441,993.3179027892,392.6648237294,316.3005544725,269.9535049395,332.0941794616,318.7218471078,239.6671383898,336.4508009657,345.3267512012,136.9146130456,87.5743954308,140.8724462251,226.7451123847,62.509364538,23.5836256252,339.6158746589,197.4148830702,222.4580537397,361.9477655024,253.9683588686,383.1852012937,787.1501789125,629.6362089877,0.0,524.6221621846,379.9919447282,443.547240058,328.8911983038
PWY66-400: glycolysis VI (metazoan),332.9435345719,991.7404223258,1752.6149847716,199.0399082266,2535.5325540345,199.2611919111,866.9982148968,608.1795368918,776.3367290115,216.8707579617,409.0379295013,292.186149682,412.9148577492,729.0231364888,448.2276254059,220.9732981337,499.2068039048,410.0486577061,1003.4468557567,143.325552244,351.7752317248,39.5334522479,154.491974135,688.4934327401,240.6440120519,171.3598109323,855.5062633185,487.6339746684,320.956207915,59.0818748305
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate,0.0,0.0,0.0,8.6204662338,0.0,0.0,0.0,16.1581879632,0.0,0.0,0.0,0.0,8.9923097015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALACTUROCAT-PWY: D-galacturonate degradation I,1548.478541875,70.2550970107,685.5169971188,663.8289757867,2080.6617415166,1118.1791574303,341.9516462936,264.5385047005,102.5901063287,185.1884364459,163.9335628677,271.4592261082,187.983524448,78.5313033066,391.0028417403,120.0923832899,837.6795519873,968.815414293,755.0545057175,917.4390943059,863.7685341618,605.6273406796,669.1862560411,952.2675878968,1476.2359153942,20.7062019862,195.2845069955,778.8503370229,202.6567979847,93.0054418318
PWY-6168: flavin biosynthesis III (fungi),610.2048546582,955.6895315229,501.8089213524,373.3348523756,1767.0571077439,686.9056737615,953.5143645925,1006.9314428437,1459.5288872604,1260.9529380296,942.2431142577,618.5568389156,1067.6174002238,611.6333467979,562.512061856,421.1173070891,1016.8354558312,1079.1852421943,727.2272212591,449.4309920269,551.7655447022,327.7735333762,445.5535759172,382.848288996,840.0471227821,520.7202609853,769.3772542912,502.0645830419,468.2085251993,217.0309244835
PWY-7279: aerobic respiration II (cytochrome c) (yeast),8.9565971972,0.0,0.0,4.682767722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5732115915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),4149.4209099137,2580.2548080068,3271.718869932,2858.8846616245,2378.7255347831,2610.8998725671,1713.6625161481,938.1711863538,1080.2790525962,1898.9032340189,794.60995795,1165.752777861,1716.1216680732,1724.0123316062,821.8590540646,811.1186937386,2834.2060573766,2743.7920230694,3029.3327850214,2490.6556829602,2720.6441940089,1425.5320021457,3382.291688796,3213.0193791381,3543.4898433349,1589.9506772788,2230.7667541442,2208.9986704367,1793.621484782,988.6293009791
PWY-5088: L-glutamate degradation VIII (to propanoate),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8467062738,0.0,0.0,0.0,0.0,49.5208715023,102.1529949107,0.0,0.0,11.0068048761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,1211.1620315704,63.3729252708,1286.1843006841,876.8105213426,1785.338060409,898.8719613813,233.0131474669,172.8219340936,119.9382407733,198.9674275341,178.6715023053,196.3553105981,52.5270199192,143.9575622956,174.7590897256,106.4473727897,428.7364725235,675.8708441985,935.6935397944,681.355147991,709.0403928173,487.6378709964,938.9677228847,759.4942621663,1452.3306937922,0.0,189.0198754185,376.9944104256,275.948207676,115.7261867403
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic),40.7934505896,12.7753351006,37.7489293335,34.6134983083,1256.2858336205,0.0,106.4138554935,107.1649362656,51.8067413954,6.104792506,8.8680960586,84.1202111225,21.477660819,29.781318019,89.1383315913,25.3231069797,16.5465036973,30.9642839083,0.0,1.8614700325,8.4756521173,0.0,0.0,3.1652266816,1.72926441,6.3685580524,43.5517138132,85.2859877475,6.4912707463,9.2300243274
PWY-7392: taxadiene biosynthesis (engineered),32.0102587822,0.0,0.0,226.9812899848,595.4164205928,0.0,221.6658100763,43.2854235526,0.0,0.0,6.7801615095,3.6677070992,0.0,50.5596204613,10.0294025208,10.4824326828,18.6754758507,11.4841090514,13.2250500775,0.0,21.8748981739,0.0,7.8911342042,0.0,28.0373141678,0.0,0.0,109.7534112667,97.9480913601,88.3881298361
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast),26.7135716993,37.8024590229,0.0,27.2694166728,2052.5954100743,0.0,190.7225324265,111.3391934252,138.197033415,12.9853565163,7.8069679659,8.2209410806,7.4639387331,77.6867603426,18.7273566143,18.0284818012,25.4254553099,23.7599152961,0.0,0.0,15.4553292242,0.0,0.0,0.0,2.5757336557,9.4495298302,81.9503836866,142.2915612238,13.6461767252,12.1445395699
HISDEG-PWY: L-histidine degradation I,64.0310919069,29.1095345803,73.0253163231,49.9430842245,138.5054709754,20.1801295722,200.7261415267,352.9694020907,54.5323242517,0.0,14.8702368881,137.2800154509,31.6380895236,98.03349192,410.3811242914,321.964059628,13.2510128419,49.5325514963,2.4279046234,17.0096342175,29.8193882973,42.8625007916,23.618587834,63.2367490498,24.5469625791,158.9342795531,30.5667250333,24.7919336336,67.2318278695,13.9574705739
PWY0-1533: methylphosphonate degradation I,10.6743257769,21.6338471209,0.0,17.4966515238,1716.5955183021,0.0,120.2328710565,31.7139113991,94.0170683319,9.9370502521,9.2071855225,2.5078786778,3.4218740164,49.3007389312,1.9100715163,62.0206021162,13.5971796382,14.7539256887,3.5838638826,0.0,4.763320755,0.0,0.0,0.0,3.3882021014,1.8515516911,61.6888603596,108.266504477,13.1554761529,15.0476923889
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",222.4850575801,56.5754027315,894.3050363608,134.1111660783,2035.7893512093,321.3166558979,313.1285631612,252.5983940047,148.7089307957,103.0101903899,85.0141371893,183.5176060997,63.6952170319,143.7236235988,311.1136749009,141.147192506,55.2976568341,117.8848511462,1128.0688004351,205.678838174,519.9341022397,131.1435667611,642.8233588867,391.5513226794,177.7275051355,35.6327247291,125.3886807414,223.4154833126,27.6123306619,85.3245297554
PWY-6901: superpathway of glucose and xylose degradation,200.6917207458,173.9811337047,276.1516766815,262.1120277649,1660.8076463085,98.4428796944,474.5796825921,535.2937000004,303.0727873946,76.1216321629,61.5198957328,317.9298220919,144.6752381894,295.7887757888,425.6106691518,132.8313430877,184.7617246696,373.5276554243,152.2448810157,77.2180950931,206.7041794251,55.1827815163,140.1905724221,390.4373680517,101.0646371446,141.9175118709,412.1003829581,310.2154362043,406.8893589717,83.1017992392
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,958.7607880729,893.8088875937,1346.0109737894,668.1142272161,1329.1305076218,961.5964221226,877.1405520401,1091.6806793496,935.4464160758,597.537093815,1455.8780827351,600.31306191,922.1668174724,829.9072492473,955.6434516017,292.5888750904,1213.5637264581,1419.998855093,1021.5192992893,450.4263025843,897.5223415297,418.0877222961,555.6164388347,1657.1698595634,1232.3470893002,1253.2455940118,1622.184961746,845.5289661324,741.7413380781,570.3238507972
PWY-6527: stachyose degradation,754.39036366,802.474588496,1097.8151496371,758.825592702,1659.4766514068,887.9138921366,362.5224950946,241.6119861083,150.0263959599,261.5670901604,332.468190322,330.1037133094,99.0957899266,383.7492182311,303.8918706226,140.0618399192,422.1912483517,641.0978798922,577.1087695769,1093.8333996299,799.7585986413,440.3551097643,656.1725020324,307.8660638357,1951.1843767919,622.4557384083,366.8906650937,390.5718896842,425.2199946637,227.3787650986
PWY-6630: superpathway of L-tyrosine biosynthesis,193.102232024,152.4541564816,279.6519203631,203.6132321335,2129.8759582482,0.0,571.6604879592,462.4431155836,204.0978564469,66.2887575666,47.0717642785,404.2538474938,136.3870491086,255.0296101292,256.117073355,119.2319484849,134.6925535539,89.839655882,18.53680958,0.0,116.2853526015,0.0,173.4989994133,68.5855100412,12.6181810996,22.312534494,153.5323092002,407.4124579921,43.8701475962,26.3728498934
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",0.0,0.9910039596,0.0,0.0,1126.313390998,0.0,10.6815302363,40.0757311237,52.7522936363,2.1944286696,3.2733917288,0.0,7.4812136472,41.4259798822,0.0,5.8266024386,14.2715597247,19.4634048552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4522819013,78.3719686152,0.0,8.0745756739
VALSYN-PWY: L-valine biosynthesis,4149.4209099137,2580.2548080068,3271.718869932,2858.8846616245,2378.7255347831,2610.8998725671,1713.6625161481,938.1711863538,1080.2790525962,1898.9032340189,794.60995795,1165.752777861,1716.1216680732,1724.0123316062,821.8590540646,811.1186937386,2834.2060573766,2743.7920230694,3029.3327850214,2490.6556829602,2720.6441940089,1425.5320021457,3382.291688796,3213.0193791381,3543.4898433349,1589.9506772788,2230.7667541442,2208.9986704367,1793.621484782,988.6293009791
PWY-6936: seleno-amino acid biosynthesis,204.2256510443,972.6477611557,305.618963812,305.0181150981,1896.4250377593,726.4341220935,262.2957566267,103.2985613285,170.0398409524,71.735137834,30.7852208549,164.8737676899,32.2751076452,93.4342686429,134.7228419394,94.2544788214,230.8895988523,198.8881399067,638.1397892179,277.5633653269,467.9314179305,84.2324715773,944.0971908243,1421.6152895966,595.1817776823,137.7858101119,105.7035578208,276.2485378677,445.1734717566,273.8473374137
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966459805,0.0,0.0,0.0,0.0,0.0
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",1493.2292677687,586.2583850187,1311.045011061,845.6781518161,2371.8480575547,1399.1045680257,303.8429442951,328.3611030794,426.7088250256,177.7213464055,224.255636932,205.8842606603,225.1812735185,166.0023418835,181.0105311162,142.2070368485,818.6831565633,1078.7938506192,1204.034395301,1146.1590064676,901.6391238552,579.498730337,774.2854078641,1305.2515819515,1787.5385221593,197.2807773772,502.5946314903,898.7676624512,204.1452978286,184.1891068788
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation,1562.0361623497,94.4909236561,645.4622987963,629.6804214147,2467.4921945484,925.1180702216,346.88336856,252.3596981403,161.9171005879,297.5938112732,173.7280489859,282.4874753068,341.9224210792,104.1915194353,242.8646053984,91.2142654164,845.0532823608,873.8089779248,725.4122779505,741.9609966048,873.7213180146,470.1353547701,764.6129570118,782.8165985102,1350.4047871163,0.0,323.571498618,871.5127346097,255.2114345633,112.8180801325
PWY-1861: formaldehyde assimilation II (RuMP Cycle),0.0,0.0,9.7593790126,303.8993747026,0.0,27.920547579,0.0,0.0,0.0,14.9651240018,0.0,0.0,0.0,0.0,7.4424990263,0.0,0.0,0.0,0.0,50.3702793142,9.7701220661,0.0,16.6590410892,31.8759978361,0.0,0.0,0.0,24.1039483384,127.4664296412,54.1107604312
"PWY-7039: phosphatidate metabolism, as a signaling molecule",4.7200082034,0.0,0.0,0.0,0.0,0.0,25.9042989668,23.8682115907,4.1981592555,5.7904670714,0.0,0.0,8.7361300901,3.2303971317,0.0,5.6171200631,0.0,3.0134079054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6651949915,0.0,0.0,7.7491360073
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis,2905.4798940442,1331.848148755,2754.6586749939,2071.7708248872,2243.2036216055,1948.0947164825,689.8520328319,519.6597251955,185.5596460785,504.1769681687,394.2027761186,627.0561855294,426.516541173,319.0736120361,665.180809217,260.4914915961,2027.8593352171,1942.1721304395,2370.2646159615,1871.9363637487,1947.1542726768,1075.7826412684,3165.7609233236,2742.4514906681,3265.0274782795,326.0815318551,1241.084566416,1684.8587737555,1681.8525798691,890.20695744
LACTOSECAT-PWY: lactose and galactose degradation I,46.0186037447,38.4067059834,422.182920437,210.0187628794,172.1346021934,89.6911401245,68.1912599662,90.1438582405,0.0,0.0,3.052675691,91.97845947,17.7181066415,40.550262197,140.268295339,25.9297173366,327.0092294756,221.0872687392,4.9414613469,114.9710507106,103.9448210244,172.4607477823,972.161119258,825.5902466903,78.5955667263,26.9071339317,144.9525883262,49.3907082123,50.2797773436,13.724659066
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic),40.9992729343,17.1956198088,42.7637234769,38.8560520261,1235.1928017008,2.9388676371,106.7399721042,101.5402496988,50.5791521067,9.982148936,10.1306825144,80.9993768465,21.3868373799,29.0389735532,117.8609786334,29.7014245941,16.2451755833,39.6840022969,0.0,3.5848487577,8.6478503279,0.0,0.0,2.8553259055,4.413891807,12.6284205345,43.9748460908,88.3647566869,6.0962715303,13.7003355057
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,588.3078686231,809.373462839,1064.1292417986,594.7450614931,1148.0246357651,469.8318423574,687.4879159888,586.4568429312,368.4135128244,236.9654524344,697.2836647643,503.3196242748,188.5822891113,627.8591668266,648.2184882652,166.292547198,703.9493555505,945.6914380364,111.9253682181,346.9421572455,725.7854862837,262.1925403693,464.8673539834,921.0857021585,1025.0630087434,632.8604791293,441.0461892084,433.7368846538,637.5101277187,495.2439685302
