Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
PWY-5973: cis-vaccenate biosynthesis,1452.1547680251,1973.1961008469,1853.7229154224,505.1403390249,2754.1085164309,1764.5730939934,1712.9744572932,1514.3452418883,435.5596889004,459.4211790903,1193.5785901918,547.4977435494,1208.1202999145,1612.5523767009,838.1284885032,1592.9969378033,1924.0812144889,2560.9098907972,1025.2106730701,345.990794379
PWY-6174: mevalonate pathway II (archaea),0.0,0.0,0.0,3.4177330323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5845: superpathway of menaquinol-9 biosynthesis,225.0631682306,117.6407672973,251.1449862026,129.7723148553,1989.3279915314,0.0,133.7811537652,178.5676802881,0.0,0.0,57.6727007161,0.0,20.5875155161,64.1170204096,0.0,30.1362094724,278.9719072187,477.2384582119,68.0471779571,32.5787041957
PWY-6901: superpathway of glucose and xylose degradation,300.481330087,283.4048260691,411.0331421825,387.5961571518,2486.697398722,155.3853217529,256.8223663501,538.3877059038,198.2999049754,97.3143561333,310.0404067558,100.0123298714,188.6350234514,624.754014106,159.8309361772,197.1857785616,612.5098599385,473.0472669751,593.9189214541,145.5431020141
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,8.9913446664,27.0233572109,0.0,10.9990717988,982.202429516,0.0,8.2902782324,4.3391715485,1.3602900246,0.0,8.0650260217,0.0,0.7486038071,0.0,0.0,0.0,58.7410419371,76.0974526525,2.8626986124,5.916268245
PWY-5088: L-glutamate degradation VIII (to propanoate),0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8369078019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,97.854831595,84.3230352423,53.4010503021,93.8392025222,2287.2369274565,2.5155584491,40.112917102,47.0362751088,22.4865426297,0.0,24.0442244132,0.0,3.3528579263,14.0174903208,4.4738176951,17.3577831875,160.8872395213,303.3400278417,42.9971652397,29.8228547006
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.069090318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077609956,0.0,0.0
PWY-5873: ubiquinol-7 biosynthesis (eukaryotic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6919203139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALSYN-PWY: L-valine biosynthesis,6245.6897747181,3904.1164032628,4918.5928031906,4254.9878371273,3409.159656388,3871.0663650532,4127.9009398625,4112.7563684219,4532.6214437639,3666.6902222562,4073.3631580554,2372.9322224482,5083.2620674662,4935.7228014856,5328.8997501032,2447.9293863275,3355.7646761705,3358.9392381114,2733.4414783667,1490.3894678415
PWY-5863: superpathway of phylloquinol biosynthesis,106.6867427946,40.6277922435,134.5442547692,69.243970428,2169.9408217358,0.0,67.0529104209,94.9986735183,1.599036257,0.0,34.137268869,0.0,10.8429009933,100.7374927493,61.2456713596,10.1839613497,100.8936546152,180.0444695766,34.1454318037,25.4068551706
PWY-7234: inosine-5'-phosphate biosynthesis III,642.6896618244,1681.1832347504,1601.7609584641,1308.0080720607,3429.599061477,502.9421116718,1699.1176193039,1298.5790965439,1838.8398671587,639.702979078,938.9090127614,865.1984698799,2014.4297184807,2381.2842814449,2996.6783753936,325.9488865919,1149.8672558759,939.9096979903,1236.525619084,834.55074678
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,530.6468046865,523.2039188987,804.8480511255,374.377362218,646.772422021,392.4928299926,747.354507547,951.1352671791,615.4418005608,178.6960471858,540.2704547323,278.2405497494,268.4071505505,1010.423981906,721.9237221869,1087.9336813329,1383.9682039309,448.6269727947,408.729377289,397.0443715583
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I,370.7041210827,1312.1074981489,2046.8429791841,166.8165345927,3577.6580108055,207.917337534,530.4198945732,359.9116676704,403.7715755813,128.8356941871,420.0842142574,112.3916641022,155.7628884751,134.0208809565,82.2731730632,229.4580354987,776.9338385517,548.8885677581,185.6198333037,268.2893015886
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,146.9060728164,52.8818385567,185.6071711499,335.5453854723,2404.1677367015,82.4056439833,197.1612616697,230.3819333727,8.0974571015,29.461175627,351.4889220592,0.0,24.7928554589,80.9238158167,87.3245994134,59.9208951475,220.3341777082,253.6813188351,95.6314395032,240.6561834758
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens),138.560927274,0.0,7.6806044677,558.3897054545,11.1762922863,171.310358113,183.266467101,174.7205959556,336.1555848552,299.3086541173,342.9526057896,43.93313733,276.185538988,87.2829954503,78.1525066162,0.0,88.1963214413,15.9229916612,0.0,39.2617165306
PWY-5177: glutaryl-CoA degradation,1733.4289071824,0.9905071465,811.8658988487,1035.1758979649,715.2924278502,1425.5049202483,645.4706555876,1002.0571019849,900.5538268545,1100.7918469601,1130.4771599377,663.8278554452,791.1734665844,1032.2361597242,1142.1909381031,0.0,120.8915046147,757.0138439851,200.431455165,184.0744894894
PWY-6803: phosphatidylcholine acyl editing,94.7557281116,43.4403527875,114.4154065292,69.0058562104,2259.0834010352,10.9107878269,66.6651814153,52.0851236127,0.0,2.7573114653,26.4435016192,0.0,2.7725819461,16.4326234838,11.9147051354,51.0667761332,124.7172191856,170.5736130323,18.6154973265,17.9278511384
PWY-6263: superpathway of menaquinol-8 biosynthesis II,69.5221403932,0.0,141.7798364759,8.7898695839,0.0,7.0190308825,0.0,53.0497305423,12.89758396,13.1223745672,43.4882882248,0.0,5.715840612,45.1603021619,0.0,0.0,0.0,58.8742214528,39.3750970894,12.2970900268
PWY-7664: oleate biosynthesis IV (anaerobic),195.0734549202,52.9783885436,203.6682964883,133.029048219,3005.5259755173,30.2323720259,82.613249345,76.4071892547,123.3053351057,7.7071900281,55.6490044606,0.0,19.0102429534,51.7707091081,40.1284177176,107.218629858,161.920751902,370.20137545,47.8164897359,188.0333950299
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,1831.918620202,87.7628724219,1908.5956061145,1339.7217887014,2697.9220526932,1316.7477432741,645.7883534283,957.229525449,1401.8432754586,1017.0019986638,1064.1532340662,783.1261869848,1343.6626064262,1144.5622974435,2184.6203011844,0.0,295.2752603004,590.0041530179,411.4696796505,183.5156639887
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,936.2963549626,927.0108809515,1709.5259721256,672.1741472159,1102.0873518908,704.7336569926,1255.5004802718,1511.1325104315,998.6549103178,334.5743530676,917.8659370063,482.2503073163,509.499470203,1642.3052617729,1281.2419567619,1597.6408404931,2146.7587806824,813.4993360584,737.5116959306,623.807060597
URDEGR-PWY: superpathway of allantoin degradation in plants,13.8211914258,0.0,0.0,7.2203140237,87.0630650642,0.0,0.0,7.526108297,0.0,0.0,10.7816195943,0.0,0.0,0.0,0.0,0.0,27.7152352021,46.2592216218,7.9438491275,0.0
PWY66-409: superpathway of purine nucleotide salvage,527.1758433145,1263.5305300371,466.3703610794,214.6441233078,1669.8490748678,835.6884495971,1058.8109762617,496.0697413355,725.3374892921,377.160494247,485.3160153351,96.0116900561,812.1302517463,1874.5381286189,1707.5842368151,1140.6976493678,674.324178677,752.2853879289,555.621425951,230.9344133898
PWY-6609: adenine and adenosine salvage III,2274.5096582747,2505.8444383814,1603.8811909213,1608.8659804206,2948.1796937347,2176.525191328,1738.9688104638,1789.3179860239,2262.900689921,1490.9350980487,2007.2547142874,1000.2631620244,2274.212043513,2506.9664217187,2697.4187674671,790.9178216404,1223.8166856466,1058.5273223727,953.2631049589,421.8362306788
P124-PWY: Bifidobacterium shunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.3428249277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic),65.1101328639,24.7235706543,70.9158286188,68.6061602709,1860.2492705147,3.3850274387,29.1357908284,53.7383049141,0.0,6.3900154087,15.1173964353,0.0,0.0,10.1875162468,6.744567982,22.3451464631,53.4508039342,126.906549923,12.0453491016,20.6606974533
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate,0.0,0.0,0.0,13.9741284648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1617885927,0.0,0.0
CENTFERM-PWY: pyruvate fermentation to butanoate,0.0,0.0,0.0,9.1324761886,4.3642721624,20.5147797631,0.0,0.0,0.0,0.0,22.1456909492,0.0,0.0,10.8369583822,2.2167260639,0.0,0.0,0.0,18.9185748085,0.0
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",0.0,0.0,0.0,0.0,0.0,11.5531700701,0.0,0.0,0.0,0.0,19.0979636972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9269024532,0.0
PWY-7456: mannan degradation,0.0,256.4219127852,5.6674000864,400.2001539294,0.0,68.6721521529,315.0034893438,0.0,0.0,543.8456857817,728.9666716633,61.912289786,24.4603002938,5.1031322524,5.2253462602,0.0,395.5773276494,77.4304218248,5.6608481287,178.1608742879
PWY-5690: TCA cycle II (plants and fungi),385.3176633979,102.5248552821,955.661304182,321.790709457,3141.9372641617,288.4671577932,200.7382569875,245.1469615107,666.0422795706,150.7033285519,286.5691053654,91.4333284718,47.2732909667,242.484450204,68.2176003045,48.2914169319,232.093188192,313.2936292343,266.1591500776,184.9419063213
PWY-6113: superpathway of mycolate biosynthesis,257.3946918724,0.0,175.9385588192,174.3625366411,2082.4806955814,42.7215313082,110.6224885226,86.007979964,0.0,9.1704010202,76.5929572111,0.0,26.9273811085,71.6366163895,42.0452784875,0.0,0.0,176.361362831,63.9503687439,126.9090103263
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I,442.4242371674,308.0380201089,340.4129884416,278.7005345634,2829.9642858554,35.7553931983,300.7205366927,403.8073420836,0.0,0.0,131.20285211,0.0,0.0,141.2035498846,12.3300281349,43.0674197886,807.9608214777,1260.2047724704,200.8256901086,225.6139503667
TRPSYN-PWY: L-tryptophan biosynthesis,839.4953867679,791.3267014033,1177.3539905892,1189.2528046987,2560.677132642,761.3806727221,977.7999866003,943.0050902018,1089.4981025864,741.7890004043,1192.0337269059,223.344641289,1239.492621754,1034.8584979525,389.0029067021,540.6676927898,889.2470226188,787.9188890126,425.4571112455,429.5229370435
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast),1538.0673214102,1326.2750849232,517.0371666963,755.9297220334,1058.6233032129,776.5786301764,1506.3987602602,1203.6467251332,667.1681160316,437.9582452487,1390.9560464371,745.7278197057,393.509400699,640.7432918317,842.8470001546,406.2920182508,1208.6413220642,274.6537955046,679.3275443999,321.9917713407
PWY0-862: (5Z)-dodec-5-enoate biosynthesis,171.4432023366,45.5831419791,178.012583893,119.4049695652,2994.5154504821,25.9870751442,71.3270565765,66.0107216686,115.9432279342,15.9650846133,48.0521157311,0.0,16.3713481445,44.6084464972,66.8107893552,92.8712872949,140.4912649733,325.1096629616,41.2656050772,175.460678582
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),105.3110369734,25.9665702575,149.7678780746,137.1282003375,705.2192498817,17.2262413321,88.68432833,145.5965727232,5.0873832958,10.4503520435,146.9379532073,0.0,22.4549354573,62.2419179496,78.1991506276,42.9130425121,101.3263039615,51.406578908,90.3718518634,117.098973915
PWY-5417: catechol degradation III (ortho-cleavage pathway),0.0,0.0,0.0,13.9741284648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1617885927,0.0,0.0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,19.8788131526,25.8718969078,47.8929028554,22.3616734198,1152.5471704899,6.8219146699,13.2799244847,25.5451324612,2.0315396254,0.0,1.3547792672,0.0,1.170258885,1.7195520402,2.4971201713,3.4760199912,46.2109824129,108.045217664,6.9791216271,13.4487229778
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,261.0233434815,1106.0892171756,186.5051329306,174.6236650588,3232.9446692337,531.4990005284,573.4378364458,197.2978661037,359.799808152,220.9051650312,234.8814661619,35.0284698997,916.48507034,1357.0709668065,1456.5443118193,943.3354765025,265.1248249627,527.846225729,274.4965961719,89.4637946047
PWY-6165: chorismate biosynthesis II (archaea),0.0,0.0,0.0,66.4837179254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5189: tetrapyrrole biosynthesis II (from glycine),51.3257768232,74.7447897766,87.2867507987,180.656994718,2716.8865990401,34.6095951483,28.8782478242,75.1713928197,3.372055608,15.9085302326,37.3445067133,0.7386026717,17.4817246525,40.7849881508,14.0150503029,22.1607051158,145.7814420693,223.1558922064,191.432984957,189.7884621134
PWY-6285: superpathway of fatty acids biosynthesis (E. coli),207.1719174296,0.0,137.0991767011,155.6692430966,1686.335314135,0.0,68.737800779,75.95734436,0.0,10.1843577113,49.4434421707,0.0,0.0,0.0,41.1417121984,0.0,0.0,126.1203002479,60.2365792219,88.5031567557
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic),65.1101328639,24.7235706543,70.9158286188,68.6061602709,1860.2492705147,3.3850274387,29.1357908284,53.7383049141,0.0,6.3900154087,15.1173964353,0.0,0.0,10.1875162468,6.744567982,22.3451464631,53.4508039342,126.906549923,12.0453491016,20.6606974533
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,161.4062972198,102.1137267279,73.3977056148,57.6036250652,2190.2306479958,260.7525162331,26.3089628,36.6736669465,891.1330825023,231.1099255655,650.5842262673,214.4361892976,812.6594925725,266.0995002517,265.141233259,18.6627602908,104.4797280177,286.484336298,36.0592779029,91.9107396538
ECASYN-PWY: enterobacterial common antigen biosynthesis,14.9094946199,22.3974330263,0.0,16.524496174,1711.6507152614,0.0,11.662076687,22.9406295417,0.0,0.0,9.346968151,0.0,0.0,0.0,1.7908417653,0.0,65.3475275636,109.7931991675,5.4269596425,9.4234613845
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",0.0,15.5658678864,0.0,0.0,0.0,0.0,14.9486924718,4.7397449099,0.0,2.1967331086,0.0,0.0,0.0,3.0944878908,0.0,0.0,0.0,3.1859303833,0.0,0.0
PWY-5667: CDP-diacylglycerol biosynthesis I,3442.4627136073,2530.7291190245,2592.3908096658,2669.7285362803,3830.6804082574,3035.2560012826,2941.9822599931,2606.7927607176,2319.8699298676,2590.5519767426,2950.5734415584,1526.5826747646,3138.4326832559,2517.9047576301,3700.657582843,1815.5567202132,2121.4210512754,1977.3633867807,1954.6486938195,457.6128269513
PWY-5941: glycogen degradation II (eukaryotic),0.0,53.0397099521,0.0,0.0,6.1348054332,0.0,5.5923164186,0.0,0.0,0.0,0.0,0.0,0.0,6.1728892463,3.0313429614,0.0,0.0,0.0,0.0,0.0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),273.1011677419,111.0198119733,242.4505521611,0.0,27.9087257965,96.8747152319,8.3496579661,192.7972562621,133.4589741314,50.9172300282,262.7658619357,46.0656488487,156.5220363611,353.5998792084,210.8258026895,13.83535142,164.402461216,239.5177589294,52.3784753286,55.0401229814
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.0,0.0,76.1762919798,145.6904414824,36.2926624042,0.0,21.7474400752,48.8683160559,0.0,65.5245420997,0.0,0.0,0.0,132.0822645839,24.9875365225,3.5632966169,0.0,9.3099907686,134.33596148,22.7123705952
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,926.8922110496,1232.0670327082,1590.348531029,974.3372773704,1638.1832150537,640.589559292,1086.7994676019,1443.8822192114,191.507462484,467.8107416069,1177.1093717502,451.159609167,719.8602945077,1449.8238558672,1692.6215126085,962.6267735552,754.9271803241,671.9323937209,950.561943132,737.2936156759
PWY0-781: aspartate superpathway,770.6411705134,35.6088778482,1208.7954359715,1102.2775546093,1922.1557208011,859.2827021958,809.870529868,921.5664294519,1636.4122748836,607.8219159013,823.3879909427,579.5547017398,2124.0043785399,1387.1177493477,1021.4764842361,139.8693646308,753.4957371231,543.1017607847,1058.1134810114,567.5451884817
PWY-7279: aerobic respiration II (cytochrome c) (yeast),4.7818096757,0.0,0.0,4.7768971579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRESYN-PWY: superpathway of L-threonine biosynthesis,2133.2920288366,1595.10312694,2475.0437648719,1896.4169699152,3148.5735367031,1844.5244044509,2190.8361253858,1820.9295352813,2976.6835766439,1707.6856850937,1461.4449392857,1167.0526017407,4480.401588906,3162.4064528851,3717.3858578548,664.2427214413,1643.536184663,1655.4715006616,2217.9162511965,1001.5068278
PWY0-321: phenylacetate degradation I (aerobic),0.0,0.0,0.0,4.375362766,0.0,0.0,0.0,8.7424712139,0.0,0.0,0.0,0.0,0.0,0.0,1.5230520879,0.0,0.0,74.7298067855,0.0,0.0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,47.7053705048,1.5452586372,21.9742813327,32.4216350857,1763.7167128099,0.0,23.6752540453,24.8310357951,0.0,0.0,0.0,0.0,0.0,0.0,4.4500195886,2.5107654135,19.7800268168,208.6685112704,10.0025316543,4.8126333815
PWY-5100: pyruvate fermentation to acetate and lactate II,1998.4757698349,154.6731307025,1096.3301482015,1065.6906367322,847.8806465535,1694.9877826519,986.6923222606,1275.8400260392,1777.7070464045,1426.001648097,1580.2191619374,675.5484111049,1974.1297990191,2190.5292006325,1949.2102926637,116.2403924681,439.6210183682,995.2386712167,282.6355954167,942.2446007089
PWY0-1479: tRNA processing,50.3088982457,0.0,10.6889594803,2.8334601771,0.0,84.5582689997,0.0,0.0,0.0,0.0,7.1076514521,23.7894041829,0.0,0.0,0.0,32.3679537119,0.0,139.4025271,0.0,2.3580561784
TCA: TCA cycle I (prokaryotic),523.6026412702,110.9451666222,145.8990126037,498.1614532081,3127.8211426008,398.8027413809,324.3241101591,389.0607071063,799.1706766911,238.6728658479,427.1803579406,138.772448207,82.5280519014,348.4906875968,50.9000718195,81.9948894796,357.9390756566,428.9239183447,387.6027608301,264.7106412502
PWY-5415: catechol degradation I (meta-cleavage pathway),9.5879894302,0.0,28.6333897495,23.1977683205,195.1196228695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3654534772,3.089352935,0.0,0.0,13.162038904,6.9777454362,0.0
PWY-6629: superpathway of L-tryptophan biosynthesis,129.4145167777,15.3146680596,0.0,115.8179021851,2572.1436254672,0.0,24.5279657442,91.2435182013,0.0,0.0,15.2238942588,0.0,0.0,0.0,15.1419551201,31.5153704753,127.6833772994,417.5582933716,48.2938130445,0.0
PWY-6124: inosine-5'-phosphate biosynthesis II,2615.5854763828,2214.3721605544,1545.4730199887,1565.3864951435,3248.206621822,1859.3221552639,1650.2112760677,1571.4421622835,1682.5538094768,1726.2936763653,1679.0687706327,1018.2794263198,1424.3766243995,2716.6134253131,2546.2478247029,556.9956095169,923.7777121257,1447.3561184891,917.6136988342,636.5941756913
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia),0.0,0.0,0.0,0.0,0.0,0.0,3.1457885015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6176063249,0.0,0.0,0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),126.5301927122,62.1071527513,75.5562881369,124.2998373446,3253.1595722153,22.9188465515,80.0452269654,109.8430423967,6.1554968304,0.0,58.9144940246,0.0,16.8852964231,16.7992397418,18.0156626444,48.548977099,174.0661937894,280.8005261222,88.9305589429,72.1316969122
HISDEG-PWY: L-histidine degradation I,82.8861846977,47.2003249482,104.5197383291,78.1426775696,197.6800090803,39.009119225,25.0591537002,77.2717566651,4.7007233902,24.130350814,46.4275267962,68.2085916669,32.0153472897,106.033818761,44.8396818344,230.5858122208,42.2011693499,35.6817357177,109.1812306432,17.2005280856
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,3235.554490775,2634.7455178071,3173.039257332,2997.1535062162,3826.0751135214,2839.3287305962,2874.9366287384,2723.3565844007,2725.0105967713,2590.3603047773,2717.4077042842,1731.1150196314,4285.9636857304,4933.5408017103,4641.0746536496,1956.1929858417,2322.4879220927,2351.3194471836,3374.4670461972,1323.0252330045
FERMENTATION-PWY: mixed acid fermentation,93.832091112,76.5627263743,477.3840120074,280.8780725371,1545.616758104,12.9149251837,96.4745106764,98.5627715859,7.151412488,263.6096596998,46.3896842572,0.0,262.6559317434,330.059787085,116.9914465288,58.4295799323,148.0413949416,286.7405182742,512.8574788776,151.7786368732
GALACTARDEG-PWY: D-galactarate degradation I,19.8788131526,25.8718969078,47.8929028554,22.3616734198,1152.5471704899,6.8219146699,13.2799244847,25.5451324612,2.0315396254,0.0,1.3547792672,0.0,1.170258885,1.7195520402,2.4971201713,3.4760199912,46.2109824129,108.045217664,6.9791216271,13.4487229778
PWY-5896: superpathway of menaquinol-10 biosynthesis,225.0631682306,117.6407672973,251.1449862026,129.7723148553,1989.3279915314,0.0,133.7811537652,178.5676802881,0.0,0.0,57.6727007161,0.0,20.5875155161,64.1170204096,0.0,30.1362094724,278.9719072187,477.2384582119,68.0471779571,32.5787041957
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),235.9783074806,45.5581641636,176.7234253791,150.6442118246,2872.027053112,38.1510372113,92.7285803406,65.885018339,106.5109560243,8.2383030122,66.5092245026,0.0,24.2199670555,62.3292981981,29.7829672637,92.7434224372,140.6108453533,322.4543042056,53.3758923683,172.9148876362
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria),378.8845628748,259.0513069686,323.8510209097,276.2577236397,2658.7810108387,147.4271333077,310.7236084906,381.5982831983,203.0455132116,80.4526269576,464.1660456411,78.1642637299,232.7527632547,800.4125040224,336.0998608536,80.6862135915,544.9501074001,444.5015756401,79.9665219724,173.5451653597
PWY-6270: isoprene biosynthesis I,541.5497627908,567.401667769,1469.8320800995,1012.5046121869,2529.4163891478,272.8548048223,362.9907788579,395.2872131212,63.1328359256,65.0254612638,306.4250183404,54.519495118,756.3051233571,2444.9514361518,402.8028273936,261.8458845422,400.3763119335,1292.1607223245,508.2969639614,678.6878613736
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,4.6399476536,399.2787055057,117.9943299642,376.3213117742,71.0540565806,102.5507707776,20.2114385597,186.9060106261,84.9717283496,17.4890248738,23.5323027734,17.9693854638,11.501025323,29.848754092,4.1875097623,0.0,381.7982847083,462.5227736647,18.1126948507,8.0723922433
ANAEROFRUCAT-PWY: homolactic fermentation,992.5608830407,1488.0357190736,614.3360532233,1068.0005534903,2638.2595836836,305.3940731113,1221.2559440336,1012.3215975077,418.1850634389,173.3014594678,917.0931943953,171.3053840016,477.0815008901,1528.0575808655,814.4418495231,390.7007387234,1584.644679654,882.1286423509,892.4831155525,623.529740314
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",340.6151641944,68.1685478734,1360.6819259903,168.7997609402,3112.8902549937,491.0413568377,86.508156882,187.5671726519,1687.9560600726,335.9857206406,760.0676944955,196.355035404,920.5450776702,606.4619628548,285.7097568459,42.5342989595,188.8036755681,351.2230016477,51.2793679027,114.0028334436
PWY490-3: nitrate reduction VI (assimilatory),16.5894300164,0.0,8.5050507519,37.2519516681,7.3846332032,11.5258182309,0.0,0.0,2.4241733371,7.0294580241,7.3389469218,0.0,7.3110822247,54.3089258587,4.66988147,0.0,0.0,20.7123100411,0.0,20.2604490042
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,2742.8773481659,83.7355249807,1134.8386220153,1049.7620556665,3135.327915547,1970.1027815257,1232.0833078494,1501.508690462,1109.2557244883,1443.8183199801,1499.2503607818,1069.9006793799,906.2338091421,1609.6215949503,2596.059297136,28.3669821908,248.2170513935,1324.0419861358,322.3002069503,185.83046931
PWY-5920: superpathway of heme biosynthesis from glycine,23.1105234474,0.0,0.0,0.0,0.0,13.4933076743,0.0,38.9897544104,4.3382447521,0.0,26.3951524862,0.0,0.0,8.6072793774,13.9982652937,13.3546076763,0.0,18.3435285292,0.0,20.9337921698
PWY-5097: L-lysine biosynthesis VI,3591.0925807942,3016.7575642028,3529.2529869254,2826.7258109484,2608.6061460202,3032.0542786645,3308.3929537846,2986.569506376,3063.064553609,2361.6067466239,2648.1452911839,1554.2311109005,3611.6806521669,3080.9257805944,4426.6763329046,2699.1940394405,3341.3299544358,3811.2108858668,2272.0492342207,988.2544744868
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,21.1408813676,50.9643123011,0.0,25.5435057775,2822.2857729137,0.0,22.0277760263,39.2748721652,3.6941028424,0.0,29.3295850156,0.0,1.9024263698,0.0,3.8010266518,0.0,118.9854536983,287.7891487623,16.464638445,33.4817232548
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,72.8283430907,7.1354521619,0.0,37.3063915015,57.8367806352,8.5969623282,0.0,8.6825854009,0.0,48.3043769871,142.3778607275,0.0,13.7438306916,34.4386210463,0.0,0.0,30.0403444001,180.8531366035,0.0,16.2667968305
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,6.6027392516,422.2587435187,160.2085788878,420.8889762406,96.7443448856,132.0108633622,28.5138900672,245.2025364097,114.6912331039,23.9783563793,32.9833946721,24.9726831784,16.1345400931,42.1218024973,5.9674208644,0.0,482.7652331258,502.2630119094,25.3887364913,11.4340378521
PWY-7400: L-arginine biosynthesis IV (archaebacteria),1843.2771544518,2195.3192011792,2127.066144156,1549.8125249703,3928.0097288509,1512.593438172,1695.2371599156,1685.3954574307,204.3534814956,1406.8686347584,1318.7956352938,1150.9541486835,3004.5220024648,3342.9207315561,3989.78416162,850.3762636158,1089.1815217144,2757.2765149997,2580.3041535471,1090.4345454363
COLANSYN-PWY: colanic acid building blocks biosynthesis,243.0317935789,98.2109448323,197.1339335656,266.4521908964,1677.8283060382,71.3226442286,108.7024453953,260.9051406225,1.8859763605,11.9399207457,79.601348721,0.0,43.7888888131,49.2582876483,56.3471872679,51.9601573986,395.7623733274,319.1460899932,81.1183010837,66.5198968996
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,1111.5065620807,1020.0355154321,1601.2473282784,787.9207166301,1295.8313416716,828.32044477,1435.9791773916,1707.7061465026,1185.570260821,394.4769195054,1078.7371134032,560.3569347511,593.0126865384,1937.1309100293,1471.6825697958,1677.4056531046,2209.3737304091,940.7491478423,853.3588880239,694.8481554101
PWY-7208: superpathway of pyrimidine nucleobases salvage,731.5979235727,712.1706926154,2715.3160459928,539.9867482764,807.404477427,1179.8199745313,1047.7830807053,1267.8194557509,3088.0970482441,1081.6980028243,1711.3420650538,406.3594926308,2133.1123597164,1476.9774387182,1010.2156044541,1267.1216502572,1791.6108052161,620.8718012175,644.7027616022,542.1083267773
PWY66-389: phytol degradation,0.0,0.0,0.0,2.9794098342,2.7981273389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5867771978,0.0,0.0,0.0,0.0,0.0,0.0
