"","Org1","Org2","corr_val","q_val","p_val","Organism1","Organism2","abscorr","corrvalround","corrvalposneg"
"163","Bacteroides caccae","Ruminococcus bromii",-0.117545991097208,0.575112691317657,0.0183242931832005,"B. caccae","R. bromii",0.117545991097208,-0.12,"Neg"
"164","Faecalibacterium prausnitzii","Ruminococcus bromii",0.154295412258737,0.0611745235850124,0.0004331440592958,"F. prausnitzii","R. bromii",0.154295412258737,0.15,"Pos"
"165","Parabacteroides merdae","Ruminococcus bromii",-0.14542651183296,0.1160256120268,0.00184840933232426,"P. merdae","R. bromii",0.14542651183296,-0.15,"Neg"
"166","Prevotella copri","Ruminococcus bromii",-0.17256217491459,0.231977044258595,0.00441423296740203,"P. copri","R. bromii",0.17256217491459,-0.17,"Neg"
"167","Subdoligranulum unclassified","Ruminococcus bromii",0.219916304875101,0.119531345330252,0.00179846714494071,"S. unclassified","R. bromii",0.219916304875101,0.22,"Pos"
"168","Bacteroides massiliensis","Ruminococcus torques",0.206230774508714,0.0510212151108209,0.000316097176768689,"B. massiliensis","R. torques",0.206230774508714,0.21,"Pos"
"169","Bacteroides stercoris","Ruminococcus torques",-0.122523949782674,1.06670359079882,0.0486208744666587,"B. stercoris","R. torques",0.122523949782674,-0.12,"Neg"
"170","Alistipes putredinis","Subdoligranulum unclassified",0.12132530846728,0.708845810426279,0.027917952711087,"A. putredinis","S. unclassified",0.12132530846728,0.12,"Pos"
"171","Alistipes shahii","Subdoligranulum unclassified",0.240562258443218,0.095712776543691,0.00114360346583537,"A. shahii","S. unclassified",0.240562258443218,0.24,"Pos"
"172","Bacteroides fragilis","Subdoligranulum unclassified",-0.114718582781842,0.401194666164332,0.00994225645420239,"B. fragilis","S. unclassified",0.114718582781842,-0.11,"Neg"
"173","Bacteroides massiliensis","Subdoligranulum unclassified",-0.113627247086712,0.846394261264064,0.0352080804156541,"B. massiliensis","S. unclassified",0.113627247086712,-0.11,"Neg"
"174","Bacteroides ovatus","Subdoligranulum unclassified",-0.103615860147076,0.666375665347858,0.0250657000681481,"B. ovatus","S. unclassified",0.103615860147076,-0.1,"Neg"
"175","Bacteroides vulgatus","Subdoligranulum unclassified",-0.147919461243516,0.227914885734073,0.00453865308709995,"B. vulgatus","S. unclassified",0.147919461243516,-0.15,"Neg"
"176","Faecalibacterium prausnitzii","Subdoligranulum unclassified",0.165910534960719,0.059083504292888,0.000496777171642261,"F. prausnitzii","S. unclassified",0.165910534960719,0.17,"Pos"
"177","Parabacteroides unclassified","Subdoligranulum unclassified",-0.157174748542366,0.022895895808344,0.000111453088817724,"P. unclassified","S. unclassified",0.157174748542366,-0.16,"Neg"
"178","Ruminococcus bromii","Subdoligranulum unclassified",0.219916304875101,0.119531345330252,0.00179846714494071,"R. bromii","S. unclassified",0.219916304875101,0.22,"Pos"
